word,machine_translation,human_translation,machine_translation_updated
felicitous,aladun,NA,aladun
felicity,idunnu,NA,idunnu
fertile,ìbímọ,NA,ìbímọ
fervently,tọkàntọkàn,NA,tọkàntọkàn
fervidly,tọkàntọkàn,NA,tọkàntọkàn
fervor,itara,NA,itara
fidelity,iṣootọ,NA,iṣootọ
fiery,amubina,NA,amubina
fine-looking,itanran-nwa,rẹwa,rẹwa
finely,finely,dara,dara
finer,finer,dara ju,dara ju
finest,dara julọ,NA,dara julọ
firmer,ṣinṣin,NA,ṣinṣin
first-class,akọkọ-kilasi,NA,akọkọ-kilasi
first-in-class,akọkọ-ni-kilasi,NA,akọkọ-ni-kilasi
first-rate,akọkọ-oṣuwọn,daraju,daraju
flashy,flashy,pe akiyesi,pe akiyesi
flatter,alafẹfẹ,NA,alafẹfẹ
flattering,ipọnni,NA,ipọnni
flatteringly,pẹlẹbẹ,pelu ipọnni,pelu ipọnni
flawless,ijuwe,ailabawọn,ailabawọn
flawlessly,ijuwe,lailabawọn,lailabawọn
flexibility,irọrun,NA,irọrun
flexible,rọ,NA,rọ
flourish,gbilẹ,NA,gbilẹ
flourishing,gbilẹ,NA,gbilẹ
fluent,lagbaye,nisọrọ jọjọ,nisọrọ jọjọ
flutter,fifa,fo nibambalẹ,fo nibambalẹ
fondly,pelu ife,NA,pelu ife
foolproof,aṣiwère,ainiyọnu,ainiyọnu
foremost,ṣaaju,NA,ṣaaju
foresight,awotẹlẹ,imọtẹlẹ,imọtẹlẹ
formidable,formidable,nibẹru,nibẹru
fortitude,igboya,NA,igboya
fortuitous,fortuitous,lojiji,lojiji
fortuitously,lojiji,NA,lojiji
fortunately,da,pẹlu orire,pẹlu orire
fortune,orire,NA,orire
fragrant,olóòórùn dídùn,NA,olóòórùn dídùn
freed,ni ominira,NA,ni ominira
freedoms,awọn ominira,NA,awọn ominira
fresher,titun,NA,titun
freshest,titun julọ,NA,titun julọ
friendliness,ore,NA,ore
frolic,ṣiṣan,ṣiṣere,ṣiṣere
frugal,frugal,tuwọka,tuwọka
fruitful,eso,seso,seso
fulfillment,imuse,NA,imuse
futurestic,ojo iwaju,NA,ojo iwaju
futuristic,ojo iwaju,NA,ojo iwaju
gaiety,alafia,inudidun,inudidun
gaily,gaily,inudidun,inudidun
gainful,ere,NA,ere
gainfully,ni ere,NA,ni ere
galore,ọpọlọpọ,NA,ọpọlọpọ
gem,tiodaralopolopo,NA,tiodaralopolopo
gems,fadaka,NA,fadaka
generosity,ilawo,NA,ilawo
generously,lawọ,NA,lawọ
genius,oloye,NA,oloye
gentle,Onírẹlẹ,NA,Onírẹlẹ
gentlest,oninuure,onírẹlẹ julọ,onírẹlẹ julọ
genuine,ojulowo,NA,ojulowo
gifted,ebun,NA,ebun
gladden,dunnu,NA,dunnu
gladly,inu didun,NA,inu didun
gladness,idunnu,NA,idunnu
gleefully,pelu idunnu,NA,pelu idunnu
glimmer,glimmer,mọlẹ baibai,mọlẹ baibai
glimmering,glimmering,mọlẹ baibai,mọlẹ baibai
glisten,glisten,dan,dan
glistening,didan,NA,didan
glitter,didan,NA,didan
glitz,glitz,didan,didan
glorify,yin ogo,NA,yin ogo
gloriously,ologo,NA,ologo
glow,tàn,NA,tàn
glowing,didan,NA,didan
glowingly,glowingly,dan,dan
god-given,olorun,lati ọwọ ọlọrun,lati ọwọ ọlọrun
god-send,ọlọrun-firanṣẹ,tọlọrun-ranwa,tọlọrun-ranwa
godlike,olorun,NA,olorun
gold,goolu,NA,goolu
golden,wura,NA,wura
goodly,daadaa,NA,daadaa
goodwill,ife -rere,NA,ife -rere
goood,goood,dara,dara
gooood,gooood,dara,dara
gorgeous,alayeye,NA,alayeye
gorgeously,alayeye,NA,alayeye
graceful,oore -ọfẹ,NA,oore -ọfẹ
gracefully,laanu,didara,didara
graciously,oore -ofe,NA,oore -ofe
graciousness,oore -ofe,NA,oore -ofe
grandeur,titobi,NA,titobi
gratefully,o ṣeun,imore,imore
gratified,gratified,tẹlọrun,tẹlọrun
gratifies,gratifies,tẹlọrun,tẹlọrun
gratify,itẹlọrun,NA,itẹlọrun
gratifying,itelorun,NA,itelorun
gratifyingly,inu didun,n tẹlọrun,n tẹlọrun
gratitude,ọpẹ,NA,ọpẹ
greatness,titobi,NA,titobi
grin,rẹrin,NA,rẹrin
groundbreaking,ti ilẹ,titun,titun
guidance,itoni,NA,itoni
guiltless,alailẹṣẹ,NA,alailẹṣẹ
gush,gush,tu jade,tu jade
gusto,inu didun,NA,inu didun
gutsy,gutsy,afẹfẹ ojiji,afẹfẹ ojiji
halcyon,halcyon,idakẹjẹ,idakẹjẹ
hale,hale,dida ara,dida ara
hallowed,mimọ,NA,mimọ
handier,afọwọṣe,nitosi,nitosi
handily,ni ọwọ,NA,ni ọwọ
hands-down,ọwọ-isalẹ,pẹlu irọrun,pẹlu irọrun
handsome,Arewa okunrin,NA,Arewa okunrin
handsomely,dara julọ,NA,dara julọ
handy,ni ọwọ,NA,ni ọwọ
happier,idunnu,NA,idunnu
happily,inudidun,NA,inudidun
hard-working,sise taratara,NA,sise taratara
harmless,laiseniyan,lainipalara,lainipalara
harmonious,isokan,NA,isokan
harmoniously,ni ibamu,NA,ni ibamu
harmonize,múra,sokan,sokan
harmony,isokan,NA,isokan
headway,iwaju,NA,iwaju
heal,larada,mularada,mularada
healthful,ni ilera,NA,ni ilera
hearten,gbokanle,moriwu,moriwu
heartening,moriwu,NA,moriwu
heartily,tọkàntọkàn,NA,tọkàntọkàn
heartwarming,inu didun,NA,inu didun
helped,iranwo,ranlọwọ,ranlọwọ
heroically,akọni,NA,akọni
heroine,akọni obinrin,NA,akọni obinrin
heroize,akọni,sọ di akọni,sọ di akọni
heros,heros,awọn akọni,awọn akọni
high-quality,Oniga nla,ojulowo,ojulowo
high-spirited,ga-ẹmí,muna,muna
holy,mimo,NA,mimo
homage,ibowo,NA,ibowo
honesty,otitọ,NA,otitọ
honorable,ọlọla,NA,ọlọla
hospitable,aájò àlejò,NA,aájò àlejò
hot,gbona,NA,gbona
hotcake,hotcake,akara eyinbo,akara eyinbo
hotcakes,hotcakes,awọn akara eyinbo,awọn akara eyinbo
hottest,to gbona gan,NA,to gbona gan
humane,eda eniyan,ni  inu rere,ni  inu rere
humble,onirẹlẹ,NA,onirẹlẹ
humility,irele,NA,irele
humorously,humorously,panilẹrin,panilẹrin
ideal,bojumu,NA,bojumu
ideally,apere,NA,apere
idol,òrìṣà,NA,òrìṣà
idolize,oriṣa,bọ oriṣa,bọ oriṣa
idolized,oriṣa,bọ oriṣa,bọ oriṣa
idyllic,idyllic,alafia,alafia
illuminate,tan imọlẹ,NA,tan imọlẹ
illuminating,tan imọlẹ,NA,tan imọlẹ
illumine,itanna,NA,itanna
illustrious,ọlọla,NA,ọlọla
imaculate,imaculate,ailabawọn,ailabawọn
imaginative,arojinle,NA,arojinle
immaculate,alaimo,ailabawọn,ailabawọn
immaculately,ailabawọn,NA,ailabawọn
immense,laini,lainiwọn,lainiwọn
impartial,ojúsàájú,lai ṣe ojuṣaaju,lai ṣe ojuṣaaju
impartiality,ojúsàájú,lai ṣe ojuṣaaju,lai ṣe ojuṣaaju
impartially,lai ṣe ojuṣaaju,NA,lai ṣe ojuṣaaju
impassioned,impassioned,tọkantọkan,tọkantọkan
impeccable,alailagbara,ailabawọn,ailabawọn
impeccably,impeccably,ailabawọn,ailabawọn
impressively,iwunilori,wunilori,wunilori
impressiveness,iwunilori,NA,iwunilori
improvements,awọn ilọsiwaju,NA,awọn ilọsiwaju
incredible,alaragbayida,ti ko se gbagbọ,ti ko se gbagbọ
incredibly,iyalẹnu,NA,iyalẹnu
indebted,gbese,jẹ gbese,jẹ gbese
individualized,olukuluku,NA,olukuluku
indulgence,itẹlọrun,NA,itẹlọrun
indulgent,indulgent,ike,ike
industrious,aisimi,NA,aisimi
inestimable,ailopin,NA,ailopin
inestimably,inestimably,ainiye,ainiye
inexpensive,ilamẹjọ,dinwo,dinwo
infallibility,ailagbara,alailese,alailese
infallible,alailese,NA,alailese
infallibly,alailese,lailese,lailese
ingenious,ọlọgbọn,NA,ọlọgbọn
ingeniously,ingeniously,ọgbọn,ọgbọn
ingenuity,ọgbọn,NA,ọgbọn
ingenuous,ologbon,NA,ologbon
ingenuously,ọgbọn,NA,ọgbọn
innocuous,alailẹṣẹ,NA,alailẹṣẹ
inpressed,inpressed,wunilori,wunilori
insightful,awotunwo,NA,awotunwo
insightfully,ni oye,NA,ni oye
instantly,lesekese,NA,lesekese
instructive,ẹkọ,NA,ẹkọ
instrumental,irinse,NA,irinse
integral,ese,lara,lara
integrated,ese,ko papọ,ko papọ
intelligence,oye,NA,oye
intelligible,ni oye,NA,ni oye
intimacy,ibaramu,NA,ibaramu
intimate,timotimo,NA,timotimo
intuitive,ogbon inu,NA,ogbon inu
invaluable,ti koṣe,iyebiye,iyebiye
invaluablely,ti koṣe,iyebiye,iyebiye
inventive,oniwa,iṣẹda,iṣẹda
invigorate,fi agbara mu,fun ni agbara,fun ni agbara
invigorating,imagbara,fun ni agbara,fun ni agbara
invincibility,ailagbara,ti a ko le bori,ti a ko le bori
inviolable,aidibaje,NA,aidibaje
inviolate,alailagbara,aidibaje,aidibaje
irreplaceable,ti ko ṣe rọpo,NA,ti ko ṣe rọpo
irreproachable,irreproachable,lailẹgan,lailẹgan
irresistibly,alailagbara,lai le bori,lai le bori
issue-free,oro-free,lai ni wahala,lai ni wahala
jaw-droping,bakan-sisọ,yanilenu,yanilenu
jaw-dropping,bakan-sisọ,yanilenu,yanilenu
jollify,jollify,inu didun,inu didun
joyously,ayo,NA,ayo
jubilantly,jubilantly,pelu ayọ,pelu ayọ
jubilate,jubilate,yọ,yọ
jubilation,ayọ,NA,ayọ
jubiliant,jubiliant,yọ,yọ
judicious,onidajọ,gbọn,gbọn
justly,olododo,NA,olododo
keenly,tọkàntọkàn,NA,tọkàntọkàn
keenness,itara,NA,itara
kid-friendly,ore-omo,NA,ore-omo
kindliness,inurere,NA,inurere
kindly,jowo,inurere,inurere
kindness,inurere,NA,inurere
knowledgeable,oye,ni oye,ni oye
large-capacity,agbara-nla,NA,agbara-nla
laud,yin,pariwo,pariwo
laudable,iyin,pariwo,pariwo
laudably,laudably,pariwo,pariwo
lavish,lavish,na inakuna,na inakuna
lavishly,lavishly,fi ṣofo,fi ṣofo
law-abiding,ti o faramọ ofin,NA,ti o faramọ ofin
lawful,t’olofin,NA,t’olofin
lawfully,lawfully,t’olofin,t’olofin
lead,asiwaju,siwaju,siwaju
leading,asiwaju,siwaju,siwaju
leads,nyorisi,siwaju,siwaju
lean,tẹẹrẹ,NA,tẹẹrẹ
led,mu,dari,dari
legendary,arosọ,NA,arosọ
leverage,idogba,jẹ anfani,jẹ anfani
levity,levity,ifuyẹ,ifuyẹ
liberate,igbala,tusile,tusile
liberation,itusile,NA,itusile
liberty,ominira,NA,ominira
light-hearted,imole okan,laini aniyan,laini aniyan
lighter,fẹẹrẹfẹ,NA,fẹẹrẹfẹ
likable,feran,NA,feran
liking,fẹran,NA,fẹran
lionhearted,kiniun,aifoya,aifoya
logical,mogbonwa,NA,mogbonwa
long-lasting,gun lasting,pe titi,pe titi
lovably,lovably,dara,dara
loveliness,iferan,NA,iferan
lover,ololufe,NA,ololufe
loves,fẹràn,NA,fẹràn
low-cost,owo pooku,NA,owo pooku
low-price,iye owo kekere,NA,iye owo kekere
low-priced,owo-kekere,NA,owo-kekere
low-risk,ewu kekere,NA,ewu kekere
lower-priced,idiyele kekere,NA,idiyele kekere
lucid,lucid,ọlọgbọn,ọlọgbọn
lucidly,lucidly,pelu ọgbọon,pelu ọgbọon
luckier,olore,oriire,oriire
luckiest,orire julọ,NA,orire julọ
luckiness,oriire,NA,oriire
lucrative,ti ere,NA,ti ere
luminous,imole,NA,imole
lush,ọti,NA,ọti
luster,luster,dan,dan
lustrous,ifẹkufẹ,didan,didan
luxuriant,adun,idagba pupọ,idagba pupọ
luxuriate,igbadun,NA,igbadun
luxurious,adun,NA,adun
luxuriously,adun,NA,adun
luxury,igbadun,NA,igbadun
lyrical,ohun orin,NA,ohun orin
magic,idan,NA,idan
magical,idan,NA,idan
magnanimous,nla,NA,nla
magnanimously,magnanimously,nla,nla
magnificence,titobi,NA,titobi
magnificent,nkanigbega,tobi,tobi
magnificently,lọpọlọpọ,NA,lọpọlọpọ
majestic,ọlanla,NA,ọlanla
majesty,ọlanla,NA,ọlanla
manageable,ṣakoso,NA,ṣakoso
maneuverable,maneuverable,se dari,se dari
marveled,yà,yalẹnu,yalẹnu
marvelled,yà,yalẹnu,yalẹnu
marvellous,iyanu,NA,iyanu
marvelously,iyalẹnu,NA,iyalẹnu
marvelousness,iyanu,NA,iyanu
master,titunto si,oluwa,oluwa
masterful,ọlọgbọn,NA,ọlọgbọn
masterfully,masterfully,pelu ọgbọn,pelu ọgbọn
masters,oluwa,NA,oluwa
mastery,oga,NA,oga
matchless,alailẹgbẹ,NA,alailẹgbẹ
maturely,ogbo,NA,ogbo
maturity,ìbàlágà,NA,ìbàlágà
memorable,to sese,ti ko se gbagbe,ti ko se gbagbe
merciful,aláàánú,NA,aláàánú
mercifully,aláàánú,NA,aláàánú
merit,anfani,NA,anfani
meritorious,meritorious,niyin,niyin
merrily,inu didun,NA,inu didun
merriment,aladun,NA,aladun
merriness,aladun,NA,aladun
mesmerize,moriwu,NA,moriwu
mesmerized,mesmerized,moriwu,moriwu
mesmerizes,mesmerizes,moriwu,moriwu
mesmerizing,mesmerizing,n moriwu,n moriwu
mesmerizingly,mesmerizingly,moriwu,moriwu
meticulous,ṣọra,NA,ṣọra
meticulously,ṣọra,NA,ṣọra
mightily,lagbara,NA,lagbara
mighty,alagbara,NA,alagbara
mind-blowing,ero-inu,yanilenu,yanilenu
miracles,iyanu,NA,iyanu
miraculous,iyanu,NA,iyanu
miraculously,iyanu,NA,iyanu
miraculousness,iyanu,NA,iyanu
modern,igbalode,NA,igbalode
modest,iwọntunwọnsi,NA,iwọntunwọnsi
modesty,ìmẹ̀tọ́mọ̀wà,NA,ìmẹ̀tọ́mọ̀wà
momentous,pataki,NA,pataki
monumental,monumental,ohun iranti,ohun iranti
monumentally,monumentally,iranti,iranti
morality,iwa rere,NA,iwa rere
multi-purpose,olona-idi,NA,olona-idi
navigable,kiri,se tukọ,se tukọ
neat,afinju,NA,afinju
neatest,afinju,NA,afinju
neatly,afinju,NA,afinju
nicely,daradara,NA,daradara
nicer,dara julọ,NA,dara julọ
nicest,dara julọ,NA,dara julọ
nimble,nimble,yara,yara
nobly,ọlọla,NA,ọlọla
noiseless,ariwo,ailariwo,ailariwo
non-violence,ti kii ṣe iwa-ipa,NA,ti kii ṣe iwa-ipa
non-violent,ti kii ṣe iwa-ipa,NA,ti kii ṣe iwa-ipa
notably,ni pataki,NA,ni pataki
noteworthy,ohun akiyesi,NA,ohun akiyesi
nourish,ifunni,NA,ifunni
nourishing,ifunni,NA,ifunni
nourishment,ounje,NA,ounje
novelty,aratuntun,NA,aratuntun
nurturing,títọ́jú,NA,títọ́jú
oasis,asale,NA,asale
obsession,aimọkan,ifẹ afẹju,ifẹ afẹju
obsessions,ifẹ afẹju,NA,ifẹ afẹju
obtainable,gba,NA,gba
openly,ni gbangba,NA,ni gbangba
openness,ìmọ,igbamọra,igbamọra
optimal,ti aipe,to daraju,to daraju
opulent,olówó,NA,olówó
orderly,letoleto,NA,letoleto
originality,ipilẹṣẹ,NA,ipilẹṣẹ
outdo,outdo,ti kọja,ti kọja
outdone,ti kọja,NA,ti kọja
outperform,aṣeju,se rekọja,se rekọja
outperformed,outperformed,se rekọja,se rekọja
outperforming,aṣeju,n se rekọja,n se rekọja
outperforms,ṣe àṣejù,se rekọja,se rekọja
outshine,ita gbangba,tayọ,tayọ
outshone,outshone,tayọ,tayọ
outsmart,ologbon,NA,ologbon
outstandingly,titayọ,NA,titayọ
outstrip,outstrip,re kọja,re kọja
outwit,outwit,bori,bori
ovation,igbega,NA,igbega
overtake,mu,kọja,kọja
overtaken,ti bori,NA,ti bori
overtakes,overtakes,kọja,kọja
overtaking,overtaking,kọja,kọja
overtook,mu,kọja,kọja
overture,overture,ibẹrẹ,ibẹrẹ
pain-free,laisi irora,NA,laisi irora
painless,laini irora,NA,laini irora
painlessly,laisi irora,NA,laisi irora
palatial,palapala,bi afin,bi afin
pamper,pamper,toju,toju
pampered,pampered,kẹ,kẹ
pamperedly,pamperedly,kẹ,kẹ
pamperedness,pamperedness,itoju,itoju
pampers,pampers,kẹ,kẹ
panoramic,panoramic,fifẹ,fifẹ
paramount,pataki julọ,NA,pataki julọ
passion,ife gidigidi,NA,ife gidigidi
passionately,ni itara,NA,ni itara
patience,s patienceru,suuru,suuru
patient,alaisan,NA,alaisan
patiently,suuru,NA,suuru
patriot,onilu,olufẹ ilu rẹ,olufẹ ilu rẹ
patriotic,ti orilẹ -ede,ifẹ ilu eni,ifẹ ilu eni
peaceable,alaafia,NA,alaafia
peacekeepers,awọn alafia,onisuuru,onisuuru
peach,eso pishi,NA,eso pishi
peerless,alailẹgbẹ,NA,alailẹgbẹ
pep,pep,ro lagbara,ro lagbara
pepped,pepped,ro lagbara,ro lagbara
pepping,pepping,ro lagbara,ro lagbara
peppy,peppy,agbara,agbara
peps,peps,ro lagbara,ro lagbara
perfection,pipé,NA,pipé
permissible,iyọọda,iyọnda,iyọnda
perseverance,ìfaradà,NA,ìfaradà
persevere,farada,NA,farada
personages,awọn eniyan,awọn eniyan nla,awọn eniyan nla
personalized,ti ara ẹni,NA,ti ara ẹni
phenomenal,iyalẹnu,NA,iyalẹnu
phenomenally,lasan,iyalẹnu,iyalẹnu
piety,ibowo,NA,ibowo
pinnacle,ṣonṣo,NA,ṣonṣo
playfully,playfully,ere,ere
pleasantly,igbadun,NA,igbadun
pleases,wù,NA,wù
pleasing,tenilorun,NA,tenilorun
pleasingly,tenilorun,NA,tenilorun
pleasurable,igbadun,NA,igbadun
pleasurably,igbadun,NA,igbadun
plentiful,lọpọlọpọ,NA,lọpọlọpọ
pluses,pluss,awọn ifikun,awọn ifikun
plush,edidan,NA,edidan
poetic,ewì,NA,ewì
poeticize,akéwì,kéwì,kéwì
poignant,farapa,di dunni,di dunni
poise,ìfaradà,NA,ìfaradà
poised,ni imurasilẹ,NA,ni imurasilẹ
polished,didan,dan,dan
polite,niwa rere,NA,niwa rere
politeness,ọmọluwabi,NA,ọmọluwabi
portable,šee gbe,NA,šee gbe
posh,posh,dara,dara
positives,rere,NA,rere
powerfully,ni agbara,NA,ni agbara
praiseworthy,iyin,NA,iyin
pre-eminent,iṣaaju,NA,iṣaaju
precious,iyebiye,NA,iyebiye
precise,kongẹ,NA,kongẹ
precisely,gbọgán,NA,gbọgán
preeminent,pataki,NA,pataki
prefer,fẹ,NA,fẹ
preferable,preferable,ti o dara ju,ti o dara ju
preferably,pelu,dara julọ,dara julọ
prefered,prefered,fẹran,fẹran
preferes,fẹran,NA,fẹran
preferring,fẹran,NA,fẹran
premier,alakoko,NA,alakoko
prestige,ola,NA,ola
prestigious,ti o niyi,NA,ti o niyi
prettily,prettily,lẹwa,lẹwa
priceless,ti ko ni idiyele,NA,ti ko ni idiyele
pride,igberaga,NA,igberaga
principled,ìlànà,NA,ìlànà
privilege,anfaani,NA,anfaani
prize,joju,NA,joju
problem-free,laisi iṣoro,NA,laisi iṣoro
problem-solver,iṣoro-iṣoro,oluyanju isoro,oluyanju isoro
prodigious,prodigious,tobi,tobi
prodigiously,prodigiously,to tobi,to tobi
prodigy,alaragbayida,NA,alaragbayida
productive,iṣelọpọ,NA,iṣelọpọ
productively,productively,to n ṣisẹlọpọ,to n ṣisẹlọpọ
proficient,alamọdaju,NA,alamọdaju
proficiently,daradara,NA,daradara
profound,ijinle,NA,ijinle
profoundly,jinle,NA,jinle
profuse,lọpọlọpọ,NA,lọpọlọpọ
profusion,afonifoji,lọpọlọpọ,lọpọlọpọ
progressive,onitẹsiwaju,NA,onitẹsiwaju
prolific,lọpọlọpọ,NA,lọpọlọpọ
prominence,olokiki,NA,olokiki
promising,ni ileri,NA,ni ileri
promoter,olupolowo,NA,olupolowo
prompt,kiakia,NA,kiakia
promptly,kiakia,NA,kiakia
proper,yẹ,NA,yẹ
properly,daradara,NA,daradara
propitious,propitious,ojurere,ojurere
propitiously,propitiously,ojurere,ojurere
pros,aleebu,anfani,anfani
prosper,ṣe rere,NA,ṣe rere
prosperity,aisiki,NA,aisiki
protection,aabo,NA,aabo
protective,aabo,da bobo,da bobo
proven,Fihan,NA,Fihan
proves,jẹri,NA,jẹri
providence,ipese,NA,ipese
proving,ni tooto,jẹri,jẹri
prowess,akọni,NA,akọni
prudence,ọgbọn,ọlọgbọn,ọlọgbọn
prudent,amoye,ọlọgbọn,ọlọgbọn
prudently,pẹlu ọgbọn,NA,pẹlu ọgbọn
punctual,lásìkò,NA,lásìkò
pure,funfun,NA,funfun
purify,sọ di mimọ,NA,sọ di mimọ
purposeful,ipinnu,NA,ipinnu
quaint,quaint,ajeji,ajeji
qualified,tóótun,mu ye,mu ye
qualify,tóótun,mu ye,mu ye
quicker,yiyara,NA,yiyara
quiet,idakẹjẹ,NA,idakẹjẹ
quieter,dakẹ,NA,dakẹ
radiance,itanna,NA,itanna
radiant,tàn,NA,tàn
rapid,yiyara,yara,yara
rapport,rapport,ibaṣepọ to dara,ibaṣepọ to dara
rapt,rapt,fetisilẹ,fetisilẹ
rapturously,rapturously,ayọ nla,ayọ nla
rational,onipin,NA,onipin
razor-sharp,felefele-didasilẹ,mu,mu
reachable,de ọdọ,NA,de ọdọ
readable,ṣeékà,NA,ṣeékà
readily,ni imurasilẹ,NA,ni imurasilẹ
ready,setan,NA,setan
reaffirm,tun fi idi re mule,NA,tun fi idi re mule
reaffirmation,imudaniloju,NA,imudaniloju
realistic,bojumu,NA,bojumu
realizable,realizable,ṣeṣe,ṣeṣe
reasonable,reasonable,bojumu,bojumu
reasonably,ni idi,NA,ni idi
reasoned,ni imọran,NA,ni imọran
reassurance,ifọkanbalẹ,NA,ifọkanbalẹ
receptive,gbigba,NA,gbigba
reclaim,gba pada,NA,gba pada
recomend,ṣe iṣeduro,NA,ṣe iṣeduro
recommendation,iṣeduro,NA,iṣeduro
recommendations,awọn iṣeduro,NA,awọn iṣeduro
reconcile,laja,NA,laja
reconciliation,ilaja,NA,ilaja
record-setting,eto igbasilẹ,NA,eto igbasilẹ
recover,Bọsipọ,NA,Bọsipọ
recovery,imularada,NA,imularada
rectification,atunse,NA,atunse
rectify,tunṣe,NA,tunṣe
rectifying,atunse,NA,atunse
redeem,rapada,NA,rapada
redeeming,irapada,rapada,rapada
redemption,irapada,NA,irapada
refine,liti,yọ eri kuro,yọ eri kuro
refined,ti won ti refaini,sọdọtun,sọdọtun
refinement,isọdọtun,NA,isọdọtun
reform,atunṣe,tunṣe,tunṣe
reformed,ti tunṣe,NA,ti tunṣe
reforming,atunse,NA,atunse
reforms,awọn atunṣe,NA,awọn atunṣe
refresh,sọtun,tù,tù
refreshed,tù,NA,tù
refreshing,onitura,NA,onitura
refund,agbapada,gbapada,gbapada
refunded,agbapada,gbapada,gbapada
regal,ọba,NA,ọba
regally,iforukọsilẹ,bi oba,bi oba
regard,iyi,NA,iyi
rejoicingly,inu didun,NA,inu didun
rejuvenate,sọji,NA,sọji
rejuvenated,atunse,sọji,sọji
rejuvenating,rejuvenating,sọji,sọji
relent,ronupiwada,NA,ronupiwada
reliable,gbẹkẹle,NA,gbẹkẹle
reliably,gbẹkẹle,se gbẹkẹle,se gbẹkẹle
relief,iderun,NA,iderun
relish,gbadun,NA,gbadun
remarkably,iyalẹnu,NA,iyalẹnu
remedy,atunse,NA,atunse
remission,idariji,NA,idariji
remunerate,san owo sisan,NA,san owo sisan
renaissance,atunṣe,NA,atunṣe
renewed,lotun,NA,lotun
renown,ogbontarigi,NA,ogbontarigi
renowned,ogbontarigi,NA,ogbontarigi
replaceable,rọpo,NA,rọpo
reputable,olokiki,NA,olokiki
reputation,loruko,NA,loruko
resilient,resilient,ni iduro,ni iduro
resound,resound,dun pada,dun pada
resounding,ariwo,NA,ariwo
resourceful,ologbon,NA,ologbon
resourcefulness,olufulnessewadi,iseso,iseso
respect,ibowo,NA,ibowo
respectable,kasi,NA,kasi
respectful,tọwọtọwọ,NA,tọwọtọwọ
respectfully,tọ̀wọ̀tọ̀wọ̀,NA,tọ̀wọ̀tọ̀wọ̀
respite,isinmi,NA,isinmi
resplendent,replendent,didan,didan
responsibly,lodidi,nini igbẹkẹle,nini igbẹkẹle
restructure,atunto,NA,atunto
restructured,atunto,tunto,tunto
restructuring,atunṣeto,atunto,atunto
retractable,amupada,NA,amupada
revel,ṣe ayẹyẹ,NA,ṣe ayẹyẹ
revelation,ifihan,NA,ifihan
revere,ibowo,NA,ibowo
reverence,ibowo,NA,ibowo
reverent,ibowo,bowo,bowo
reverently,tọ̀wọ̀tọ̀wọ̀,NA,tọ̀wọ̀tọ̀wọ̀
revitalize,sọji,NA,sọji
revival,isoji,NA,isoji
revolutionary,rogbodiyan,NA,rogbodiyan
revolutionize,rogbodiyan,NA,rogbodiyan
revolutionized,iyipada,NA,iyipada
revolutionizes,revolutionizes,iyipada,iyipada
rewardingly,ni ere,NA,ni ere
richer,ọlọrọ,NA,ọlọrọ
richly,lọpọlọpọ,NA,lọpọlọpọ
richness,ọlọrọ,lọrọ,lọrọ
right,ọtun,NA,ọtun
righten,ọtun,se atunse,se atunse
righteous,olododo,NA,olododo
righteously,olododo,NA,olododo
righteousness,ododo,NA,ododo
rightful,ni ẹtọ,NA,ni ẹtọ
rightfully,titọ,NA,titọ
rightly,titọ,NA,titọ
rightness,titọ,NA,titọ
risk-free,ewu-free,alailewu,alailewu
romantic,ifẹ,NA,ifẹ
romantically,romantically,tifetife,tifetife
romanticize,ṣe ifẹkufẹ,NA,ṣe ifẹkufẹ
roomier,yara,NA,yara
roomy,yara,yara to tobi,yara to tobi
rosy,rosy,dara,dara
sagacity,sagacity,ọgbọn,ọgbọn
sagely,sagely,lọgbọn,lọgbọn
saint,eniyan mimo,NA,eniyan mimo
saintliness,iwa mimo,NA,iwa mimo
saintly,mimo,NA,mimo
salutary,ikini,NA,ikini
salute,kí,NA,kí
sane,olóye,NA,olóye
satisfactorily,ni itẹlọrun,NA,ni itẹlọrun
satisfactory,itelorun,NA,itelorun
satisfies,ni itẹlọrun,tẹlọrun,tẹlọrun
satisfy,ni itẹlọrun,tẹlọrun,tẹlọrun
satisfying,itelorun,n tẹlọrun,n tẹlọrun
satisified,ni itẹlọrun,NA,ni itẹlọrun
saver,olugbala,NA,olugbala
savings,ifowopamọ,NA,ifowopamọ
savior,olugbala,NA,olugbala
seasoned,ti igba,NA,ti igba
securely,ni aabo,NA,ni aabo
selective,yiyan,NA,yiyan
self-determination,ipinnu ara ẹni,NA,ipinnu ara ẹni
self-respect,iyì ara ẹni,NA,iyì ara ẹni
self-satisfaction,itẹlọrun ara ẹni,NA,itẹlọrun ara ẹni
sensible,ogbon,NA,ogbon
sensibly,ni oye,NA,ni oye
sensitive,kókó,NA,kókó
serenity,ifokanbale,NA,ifokanbale
sharp,didasilẹ,mu,mu
sharper,mu,mu ju,mu ju
sharpest,didasilẹ,mu julọ,mu julọ
shimmering,dànù,tàn,tàn
shimmeringly,dúdú,tàn,tàn
shine,tàn,NA,tàn
shiny,danmeremere,tàn,tàn
silent,ipalọlọ,NA,ipalọlọ
simpler,rọrun,NA,rọrun
simplest,rọrun julọ,NA,rọrun julọ
simplified,yepere,NA,yepere
simplifies,simplifies,mu rọrun,mu rọrun
simplify,rọrun,NA,rọrun
simplifying,simplifying,mu rọrun,mu rọrun
skilled,ti oye,NA,ti oye
