translatedText,text
akoonu,content
tesiwaju,continue
elegbegbe,contour
tiwon,contribute
olùkópa,contributor
convent,convent
apejọ,convention
ibaraẹnisọrọ,conversant
ibaraẹnisọrọ,conversational
yipada,convert
itutu,coolness
fọwọsowọpọ,cooperate
ifowosowopo,cooperating
ifowosowopo,cooperation
mojuto,core
itẹ -ọba,coronation
ajọ,corporation
ti ara,corporeal
atunse,corrective
ifọrọranṣẹ,correspondence
jẹrisi,corroborate
agbaiye,cosmopolitan
farabale,cosy
igbimọ,council
imoran,counsel
Oludamoran,counselor
ka,count
kika,countess
ibaṣepọ,courtship
ibora,cove
jojolo,cradle
iṣẹ ọwọ,craft
oniṣọnà,craftsman
ipara,cream
ṣẹda,create
iwe eri,credential
igbekele,credibility
gbese,credit
ni gbese,creditable
gbese,credited
crescendo,crescendo
alariwisi,critique
ade,crowning
pataki,crucial
kirisita,crystal
cuddle,cuddle
Onje wiwa,culinary
ipari,culmination
gbin,cultivate
gbin,cultivated
ogbin,cultivation
asa,culture
arekereke,cunning
imularada,curable
iwariiri,curiosity
tẹ-,curl
timutimu,cushion
onibara,customer
cutters,cutters
dame,dame
ijó,dance
ọmọbinrin,daughter
adehun,deal
ijiroro,debate
ikede,declaratory
ìyàsímímọ́,dedication
gbeja,defend
gbeja,defended
gbeja,defending
olugbeja,defense
pataki,definitive
ìyí,degree
aṣoju,delegate
moomo,deliberate
itusile,deliverance
ifijiṣẹ,delivery
tiwantiwa,democracy
afihan,demonstrable
afihan,demonstrative
ti o gbẹkẹle,dependent
ijinle,depth
ijuwe,descriptive
yẹ,deserve
yẹ,deserved
onise,designer
nlo,destination
ri,detect
erin,detection
ipinnu,determination
dagbasoke,develop
ifọkansin,devotional
alaigbọran,dexterity
ojojumọ,diary
iwe -itumọ,dictionary
didactic,didactic
onjẹunjẹ,dietary
ounje ale,dinner
diplomacy,diplomacy
oludari,director
Awari,discovery
olóye,discreet
làákàyè,discretion
lakaye,discretionary
ijiroro,discussion
imukuro,disinfection
sọnu,disposed
tan kaakiri,disseminate
distillation,distillation
ditty,ditty
orisirisi,diverse
iyipada,diversion
Ibawi,divinity
dokita,doctor
oluṣe,doer
dogged,dogged
ẹja,dolphin
don,don
ẹbun,donation
àdàbà,dove
isalẹ,downy
duet,duet
duke,duke
agbara,durability
tọkàntọkàn,dutiful
eti,earl
jo'gun,earn
irorun,easement
jẹun,eat
atunse,edification
kọ ẹkọ,educate
ẹkọ,educational
ipa,efficacy
ṣiṣe,efficiency
akitiyan,effort
ejaculation,ejaculation
ṣiṣe alaye,elaboration
alagba,elder
awon agba,elders
yan,elect
itanna,electric
itanna,electricity
igbega,elevation
yẹ,eligible
ṣe alaye,elucidate
ominira,emancipation
emeritus,emeritus
pataki,eminently
ọba,emir
fara wé,emulate
jeki,enable
agbara,enablement
ṣokunkun,encore
encyclopedia,encyclopedia
igbiyanju,endeavor
ailopin,endless
fi fun,endow
ebun,endowed
ẹbun,endowment
ìfaradà,endurance
farada,endure
fi agbara mu,enforce
npe,engaged
akopọ,ensemble
asia,ensign
ṣe ere idaraya,entertained
idanilaraya,entertainment
àyíká,environ
ephemeris,ephemeris
apọju,epic
apọju,epitome
isọgba,equality
dogba,equally
iwontunwonsi,equilibrium
inifura,equity
itagiri,erotic
iṣẹ,errand
sa,escape
esprit,esprit
pataki,essential
mulẹ,established
niyi,esteem
esthetic,esthetic
iwa rere,ethics
alawọ ewe,evergreen
kedere,evident
itankalẹ,evolution
paṣipaarọ,exchange
yiyatọ,excitable
simi,excitation
idasile,exemption
iyanju,exhort
iyanju,exhortation
aye,existence
nla,exotic
reti,expect
ireti,expectation
anfaani,expedient
irin ajo,expedition
ti ni iriri,experienced
amoye,expert
expertiserìr.,expertise
se alaye,explain
sanlalu,extensive
afikun,extra
yọ jade,extricate
mon,facts
Oluko,faculty
fain,fain
faramọ,familiar
faramọ,familiarity
ojusaju,favoritism
ẹya -ara,feature
elegbe,fellow
idapo,fellowship
obinrin,female
ajọdun,festival
fete,fete
ayẹyẹ,fiesta
nipari,finally
itanran,finery
finesse,finesse
fireball,fireball
fireproof,fireproof
iduroṣinṣin,firmness
akọbi,firstborn
ibamu,fitting
imuduro,fixture
ọkọ oju -omi kekere,fleet
flirt,flirt
ti ododo,floral
ṣàn,flow
aladodo,flowery
danu,flush
fifo,flying
idojukọ,focus
ounje,food
bọọlu afẹsẹgba,football
ifarada,forbearance
iwaju,fore
awon baba nla,forefathers
tẹlẹ,foregoing
olori,foreman
aṣaaju -ọna,forerunner
foresee,foresee
asọtẹlẹ,foreseen
forge,forge
dariji,forgiven
agbekalẹ,formative
agbekalẹ,formula
agbara,forte
ti n bọ,forthcoming
fikun,fortify
odi,fortress
siwaju,forward
ri,found
ipile,foundation
otitọ,frank
ododo,frankness
arakunrin,fraternal
larọwọto,freely
ore,friend
ore,friendship
kun,full
ni kikun,fully
ipilẹ,fundamental
fiusi,fuse
idapọ,fusion
ọgba,garden
garnet,garnet
agbo ogun,garrison
iwe iroyin,gazette
jia,gear
gbogboogbo,general
jeje,genteel
jeje,gentleman
irẹlẹ,gentleness
oore,gentry
geranium,geranium
gigantic,gigantic
rerin,giggle
giri,girder
fífúnni,giving
rọra,glide
didan,glittering
iyin,glorification
didan,gloss
iwa -bi -Ọlọrun,godly
awọn ẹru,goods
ihinrere,gospel
ṣe akoso,govern
ipari ẹkọ,graduation
awon omo omo,grandchildren
iya agba,grandmother
alawọ ewe,green
alafẹfẹ,gregarious
grist,grist
grit,grit
ipilẹ ilẹ,groundwork
dagba,grow
oluso,guard
alagbato,guardian
alagbato,guardianship
gomina,gubernatorial
itọsọna,guide
iwe itọsọna,guidebook
guru,guru
ifun,guts
elere idaraya,gymnast
ibugbe,habitat
ikore,harvest
ibudo,haven
iwosan,healing
ileru,hearth
awon orun,heavens
hedonism,hedonism
heft,heft
àṣíborí,helmet
oluranlọwọ,helper
egboigi,herbal
akọni,heroics
akọni,heroism
ojo nla,heyday
ti o ga julọ,highest
hilarity,hilarity
bẹwẹ,hire
ifisere,hobby
isinmi,holiday
iwa -mimo,holiness
isọdọkan,homology
oyin,honey
ijẹfaaji ijẹfaaji tọkọtaya,honeymoon
ipade,horizon
aájò àlejò,hospitality
ìdílé,household
itọju ile,housekeeping
omoniyan,humanitarian
eda eniyan,humanity
onirẹlẹ,humbled
onirẹlẹ,humbly
alarinrin,humorist
oko -oko,husbandry
dakẹ,hush
ahere,hut
imototo,hygienic
orin iyin,hymn
bojumu,idealism
itanna,illumination
ṣàkàwé,illustrate
lẹsẹkẹsẹ,immediately
rì bọmi,immerse
aidibajẹ,immovable
funni,impart
ailagbara,impervious
sami,impression
improvise,improvise
aidibajẹ,inalienable
ifilọlẹ,inauguration
incisive,incisive
pẹlu,include
to wa,included
pẹlu,including
jumo,inclusive
owo oya,income
aidibajẹ,indelible
aiṣedeede,indemnity
ominira,independence
ẹni -kọọkan,individuality
ailopin,indomitable
ineffable,ineffable
ìkókó,infant
ifibọ,infiltration
ailopin,infinite
ailopin,infinity
ipa,influence
alaye,information
ogún,inheritance
inimitable,inimitable
alaiṣẹ,innocence
alaiṣẹ,innocent
alaiṣẹ,innocently
onibeere,inquirer
ibeere,inquiry
ti a ko le pin,inseparable
aami,insignia
olubẹwo,inspector
àdámọ́ni,instinctive
kọ,instruct
itọnisọna,instruction
oluko,instructor
ṣe iṣeduro,insure
ọgbọn,intellect
oloye,intellectual
ti pinnu,intended
ajọṣepọ,intercourse
inu ilohunsoke,interior
ajọṣepọ,interlocutory
interlude,interlude
interminable,interminable
ilowosi,intervention
intonation,intonation
aifoya,intrepid
ogbon inu,intuition
nigbagbogbo,invariably
onihumọ,inventor
se iwadi,investigate
ifiwepe,invitation
irin,iron
aidibajẹ,irreducible
irrefutable,irrefutable
jackpot,jackpot
Jam,jam
ẹlẹya,jest
iṣẹ,job
darapo,joined
awada,joker
nse awada,joking
oniroyin,journalist
irin -ajo,journey
jubeli,jubilee
adajọ,judicial
fo,jump
idalare,justifiable
idalare,justification
ṣetọju,keepsake
ken,ken
koko,keynote
okuta okuta,keystone
ibatan,kindred
ọba,king
ọmọ ologbo,kitten
akọni,knack
knight,knight
mọ,knowing
imo,knowledge
laala,labor
lesi,lace
ọdọ Aguntan,lamb
ilẹ,land
ilẹ,landed
lesa,laser
ẹrin,laughter
ifilole,launch
laureate,laureate
laureli,laurel
laureli,laurels
olori,leader
liigi,league
kọ ẹkọ,learn
ẹkọ,learning
olukọni,lecturer
leeway,leeway
legalized,legalized
legibility,legibility
legible,legible
fàájì,leisure
fàájì,leisurely
lemma,lemma
ẹkọ,lesson
leta,lettered
ipele,level
lawọ,liberal
ile -ikawe,library
ẹjẹ ẹjẹ,lifeblood
ile ina,lighthouse
onimọ -ede,linguist
kiniun,lion
lithe,lithe
gigun,longevity
oluwa,lord
oluwa,lordship
ifẹ,lovemaking
luscious,luscious
lyre,lyre
oofa,magnet
oofa,magnetism
magnetite,magnetite
omidan,maiden
akọkọ,main
pataki,mainstay
pataki,major
poju,majority
ṣakoso,manage
isakoso,management
mandarin,mandarin
okunrin,manhood
farahan,manifested
ọkunrin,manly
manna,manna
ihuwasi,mannered
iwa,manners
olupese,manufacturer
Oṣù,march
samisi,marked
ọjà,marketable
marquis,marquis
igbeyawo,marriage
ọra,marrow
fẹ,marry
marshal,marshal
akọ,masculine
ifọwọra,massage
alabaṣepọ,mate
ìyá,maternal
igbeyawo,matrimony
matron,matron
o pọju,maximum
baálẹ̀,mayor
koriko,meadow
won,measured
alarina,mediate
ilaja,mediation
olulaja,mediator
egbogi,medical
ṣe àṣàrò,meditate
Mẹditarenia,mediterranean
medley,medley
iranti,memento
atunse,mending
awọn oṣu,menses
olutojueni,mentor
dapọ,merge
ilu nla,metropolitan
mettle,mettle
microscopy,microscopy
agbẹbi,midwife
agbẹbi,midwifery
mime,mime
lokan,mindful
ifarabalẹ,mindfulness
iṣẹ -iranṣẹ,ministry
ihinrere,missionary
awoṣe,model
dede,moderate
oniwontunniwonsi,moderator
ipa,momentum
owo,monetary
owo,money
monk,monk
arabara,monument
iwa,moral
iwa,morals
amọ,mortar
iya,mother
abiyamọ,motherhood
idi,motive
movable,movable
gbigbe,mover
ago,mug
iṣan,muscular
orin,music
orin,musical
mutable,mutable
ifowosowopo,mutual
orun,nap
afenifere,naturalist
oyin,nectar
abẹrẹ,needle
duna,negotiate
oludunadura,negotiator
aladugbo,neighbor
nafu,nerve
itẹ -ẹiyẹ,nestle
ọlọla,nobility
olola,nobleman
yiyan,nomination
iwuwasi,normality
ohun akiyesi,notable
awọn ogbontarigi,notables
woye,noted
iro,notion
ogbontarigi,notoriety
awọn nọmba,numbers
nọọsi,nurse
nọsìrì,nursery
tọ́jú,nurture
ounjẹ,nutritious
igi oaku,oak
ibura,oath
igboran,obedience
ohun to wa,objective
ọranyan,obliging
alafojusi,observant
kedere,obvious
olugbe,occupant
ojúṣe,occupation
gba,occupy
pese,offer
Oṣiṣẹ,officer
aiṣedeede,offset
offshoot,offshoot
alagbara,omnipotence
ologbon,omniscient
opera,opera
anfani,opportune
ireti,optimist
aṣayan,option
iyan,optional
ororo,oracle
oration,oration
onilu,orchestra
ti a ti yan,ordained
isọdimimọ,ordination
Organic,organic
agbari,organization
ṣeto,organize
ṣeto,organized
itanna,orgasm
ohun ọṣọ,ornamented
ọṣọ,ornate
ariwo,outburst
abajade,outcome
ode,outward
lagbara,overwhelming
nini,ownership
pacific,pacific
paadi,pad
fifẹ,padding
paddle,paddle
adun,palatable
palliative,palliative
panacea,panacea
panache,panache
panier,panier
paprika,paprika
Itolẹsẹ,parade
paragon,paragon
atunkọ,paraphrase
obi,parentage
parietal,parietal
ṣe alabapin,partake
ikopa,participation
alabaṣepọ,partner
ajọṣepọ,partnership
ere idaraya,pastime
aguntan,pastor
àkàrà,pastry
pápá ìjẹko,pasture
itọsi,patent
baba -nla,patriarchal
alabojuto,patron
patronage,patronage
san,pay
oyinbo,peacock
peck,peck
peculiarity,peculiarity
iran,pedigree
alafẹfẹ,penchant
woye,perceive
ni oye,perceptible
perennial,perennial
osere,performer
perk,perk
igbanilaaye,permission
ayeraye,perpetuity
itẹramọṣẹ,persistence
jubẹẹlo,persistent
personable,personable
ti o yẹ,pertinent
epo,petroleum
elegbogi,pharmaceutical
alaanu,philanthropist
alaanu,philanthropy
onimoye,philosopher
Fenisiani,phoenix
phonetic,phonetic
dokita,physician
fisiksi,physics
fisioloji,physiology
ara,physique
mu,pick
pikiniki,picnic
egbogi,pill
irọri,pillow
awaokoofurufu,pilot
aṣáájú -ọ̀nà,pioneer
olooto,pious
pith,pith
agbedemeji,pivot
placid,placid
igbogun,planning
ibi -iṣere,playground
ile ere,playhouse
ògo,pledge
apejọpọ,plenary
plexus,plexus
Pupa buulu toṣokunkun,plum
plumb,plumb
ply,ply
ni pato,pointedly
olopa,police
ọlọpa,policeman
pólándì,polish
oloselu,politic
adagun -odo,pool
Pope,pope
gbale,popularity
gbajumo,popularized
olugbe,population
gbà,possess
ni agbara,potable
agbara,potency
adaṣe,practice
niwa,practiced
adaṣe,practise
iṣọra,precaution
ṣaaju,precede
iṣaaju,precedence
konge,precision
predilection,predilection
bori,predominant
agbegbe ile,premises
mura,prepare
igba atijọ,prescient
niwaju,presence
wa,present
gbekalẹ,presentable
igbejade,presentment
olutọju,preservative
se itoju,preserve
Aare,president
presto,presto
bori,prevail
idena,prevention
alufa,priest
oyè àlùfáà,priesthood
alufaa,priestly
alakoko,primacy
akọkọ,primary
nomba,prime
alakoko,primer
alade,prince
ọmọ -alade,princely
binrin,princess
olori,principal
alailẹgbẹ,pristine
iṣeeṣe,probity
ilana,procedure
ilana,procession
oluṣeto,proctor
rira,procure
oninaku,prodigal
olupilẹṣẹ,producer
iṣelọpọ,producing
gbóògì,production
iṣelọpọ,productivity
oojo,profession
ọjọgbọn,professional
ojogbon,professor
pipe,proficiency
itesiwaju,progression
pataki,prominently
igbega,promotion
atilẹyin,prop
woli,prophet
prophylactic,prophylactic
igbero,proposition
aabo,protecting
alaabo,protector
fi mule,prove
owe,proverbial
pese,provide
pese,providing
Psalm,psalm
ti gbogbo eniyan,public
Fa,pull
pulpit,pulpit
àsìkò,punctuality
ọmọ aja,puppy
odasaka,purely
ìwẹnumọ,purification
purist,purist
mimo,purity
purr,purr
iyege,qualifying
ibere,quest
ibeere,question
yiyara,quickness
quiescent,quiescent
quinine,quinine
agbasọ,quote
tàn,radiate
redio,radio
rave,rave
olukawe,reader
imurasilẹ,readiness
kika,reading
gidi,real
idi,reason
idinwoku,rebate
tun pada,recast
gba,received
gba,receiving
atunkọ,recherche
ṣe atunṣe,reciprocate
atunṣe,reclamation
jókòó,recline
mọ,recognizable
atunyẹwo,reconsideration
atunkọ,reconstruct
atunkọ,reconstruction
agbohunsilẹ,recorder
imularada,recoup
ere idaraya,recreation
ìdárayá,recreational
atunse,redress
atunṣe,reformation
oluyipada,reformer
tunṣe,refurbish
regent,regent
ifaseyin,regressive
deede,regularity
fiofinsi,regulate
atunse,rehabilitate
isodi titun,rehabilitation
isanpada,reimburse
isanpada,reimbursement
imuduro,reinforcement
gba pada,reinstate
rekindle,rekindle
isinmi,relaxation
ti o yẹ,relevant
igbẹkẹle,reliability
igbekele,reliance
ku,remains
atunse,remake
atunse,remodel
ṣe,render
isọdọtun,renewal
tunṣe,renovate
atunse,renovation
tunto,reorganize
atunṣe,reparation
san pada,repay
ronupiwada,repent
gbilẹ,replenish
kun,replete
onirohin,reporter
sinmi,repose
ni ipoduduro,represented
ibisi,reproductive
ifiṣura,reserve
olugbe,resident
resistive,resistive
ipinnu,resolutely
awọn orisun,resources
respectability,respectability
bíbọwọ fún,respecting
bowo,respects
isinmi,rest
atunṣe,restitution
atunse,restorative
ihamọ,restraint
atunbere,resumption
idaduro,retention
ifẹhinti lẹnu iṣẹ,retirement
itungbepapo,reunion
awọn igbadun,revels
ibowo,reverend
reverie,reverie
tunwo,revise
rogbodiyan,revolution
ilu,rhythm
ariwo,rhythmical
tẹẹrẹ,ribbon
ẹlẹṣin,rider
Pọn,ripe
pọn,ripen
nyara,rising
riveting,riveting
oju opopona,roadster
apata,rock
opa,rod
yiyipo,rollicking
romanticism,romanticism
romp,romp
fidimule,rooted
rota,rota
baraku,routine
ọba,royalty
rubric,rubric
ruth,ruth
aabo,safeguard
ologbon,sage
owo osu,salary
igbala,salvation
gbala,salve
samurai,samurai
mimo,sanctification
sọ di mímọ̀,sanctify
ibi mimọ,sanctuary
sanguine,sanguine
imototo,sanitary
yinrin,satin
adun,savor
adun,savory
scarecrow,scarecrow
omowe,scholar
sikolashipu,scholarship
ijinle sayensi,scientific
onimo ijinle sayensi,scientist
scintilla,scintilla
O wole,score
akọwe,scribe
akosile,script
scrumptious,scrumptious
ere,sculpture
òkun,sea
edidi,seal
idayatọ,seclusion
ile -iṣẹ akọwe,secretariat
àgbà,seniority
ori,sense
ifamọ,sensibility
ifẹkufẹ,sensual
ifẹkufẹ,sensuality
ti ifẹkufẹ,sensuous
itara,sentimental
imolara,sentimentality
onigbagbo,sentinel
iwaasu,sermon
omi ara,serum
adugbo,settlor
ibalopo,sex
apẹrẹ,shape
apẹrẹ,shapely
ibi aabo,shelter
oluṣọ -agutan,shepherd
didan,shining
ohun tio wa,shopping
ejika,shoulder
onilàkaye,shrewd
siliki,silk
kọrin,sing
ni ẹyọkan,singly
sir,sir
arabinrin,sisterhood
ọrun,sky
sileti,slate
tẹẹrẹ,slender
tẹẹrẹ,slim
didan,smoothness
onibaje,snicker
aibalẹ,sobriety
jagunjagun,soldier
iduroṣinṣin,solidity
solvency,solvency
sonar,sonar
sonata,sonata
sonnet,sonnet
aladun,sonorous
sorter,sorter
bimo,soup
spa,spa
spaniel,spaniel
pataki,special
pataki,specie
iworan,spectacle
ọrọ,speech
akọtọ,spelling
turari,spice
ọpa -ẹhin,spine
awọn ẹmi,spirits
onigbowo,sponsor
oko tabi aya,spouse
spruce,spruce
staccato,staccato
ẹṣin,stallion
alatako,stalwart
duro,standing
irawo,star
irawọ irawọ,starlight
irawọ,starry
gbólóhùn,statement
ère,statue
ipo,status
sita,sterling
iriju,steward
idakẹjẹ,stillness
itaja,store
ilana,strategic
ogbon,strategist
lagbara,strongly
igbekale,structure
okunrinlada,stud
iwadi,study
sublimation,sublimation
nkan,substance
ṣoki,succinct
succulent,succulent
isọdọtun,sufficiency
suga,sugar
sultry,sultry
oorun,sun
oorun,sunny
Iwọoorun,sunset
apọju eniyan,superhuman
alagbara,superman
gbajumọ,superstar
ohun asan,superstition
ẹbẹ,supplication
agbari,supplies
ipese,supply
oniduro,surety
ro,surmise
surpassing,surpassing
iyalẹnu,surprise
yíká,surround
iwadi,surveying
yọ ninu ewu,survive
búra,swear
ololufe,sweetie
lete,sweets
we,swim
aami,symbolic
symmetrical,symmetrical
isedogba,symmetry
simfoni,symphony
muṣiṣẹpọ,synchronize
synergistic,synergistic
synod,synod
bakannaa,synonymous
ọgbọn,tact
itan,tale
talisman,talisman
sọrọ,talk
tanned,tanned
iṣẹ -ṣiṣe,task
adun,tasteful
adun,tasty
kọ,teach
olukọ,teacher
ọna ẹrọ,technology
awon odo,teens
ìfaradà,temperance
binu,tempered
tenable,tenable
ayalegbe,tenancy
ayalegbe,tenant
tutu,tenderness
idupẹ,thanksgiving
o tumq si,theoretical
iwosan,therapeutic
itọju ailera,therapeutics
onironu,thinker
odindi,thoroughbred
itẹ,throne
tiling,tiling
tinsel,tinsel
akọle,title
tositi,toast
ifarada,toleration
líle,toughness
ile -iṣọ,tower
gíga,towering
ibile,traditional
irekọja,transcendence
transcendental,transcendental
rin irin -ajo,traveling
toju,treat
igi,tree
aṣa,trend
agbo -ori,tributary
oriyin,tribute
trig,trig
ijaya,truce
otitọ,truth
tutelage,tutelage
oluko,tutor
ibeji,twin
seju,twinkle
ni ipari,ultimately
onidajọ,umpire
iṣọkan,unanimity
fohunsokan,unanimous
alaigbọran,unassuming
alailẹgbẹ,unbeaten
airekọja,unbreakable
unbridled,unbridled
ti ko ya,unbroken
unconstrained,unconstrained
ìlà,underline
Oye,understanding
atunkọ,underwrite
ti ko pin,undivided
ailopin,undying
airotẹlẹ,unexpected
ṣii,unfold
isọdọkan,unification
iṣọkan,uniformly
airotẹlẹ,unimaginable
ti ko ni arun,uninfected
oto,unique
isokan,unison
iṣọkan,unitary
yunifasiti,university
unpretentious,unpretentious
unquedioned,unquestioned
ti ko ni ipalara,unscathed
alailẹgbẹ,unsurpassed
tú,untie
oke,uphill
titọ,upright
usher,usher
deede,usual
ohun elo,utility
utopian,utopian
isinmi,vacation
ajesara,vaccine
idabobo,vanguard
ṣẹgun,vanquish
felifeti,velvet
velvety,velvety
venerable,venerable
ijosin,veneration
otitọ,veracity
ododo,verdant
ijerisi,verification
wadi,verified
nitilytọ,verily
vernal,vernal
nitvetọ,verve
ogbologbo,veteran
vicar,vicar
asegun,victor
agbara,vigor
alagbara,vigorous
abule,villager
idalare,vindication
wundia,virgin
wundia,virginity
ṣabẹwo,visit
alejo,visitor
pataki,vital
fokabulari,vocabulary
oluyọọda,volunteer
atinuwa,voluptuous
dibo,vote
ẹjẹ,vow
owo osu,wages
atilẹyin ọja,warranty
jagunjagun,warrior
oluṣọ,watchdog
ṣọra,watchful
oluṣọ,watchman
mabomire,waterproof
oju ojo,weatherproof
àdánù,weight
funfun,white
funfun,whiteness
wicket,wicket
ni ibigbogbo,widespread
winnings,winnings
alailowaya,wireless
ogbon,wis
ogbon,wit
farada,withstand
wits,wits
oṣó,wizard
inu,womb
ọrọ,word
ṣiṣẹ,working
ijosin,worship
wot,wot
onkqwe,writer
ọdọ,young
kékeré,younger
odo,youth
