word,translatedText
defense,tsaro
definitive,tabbatacce
degree,digiri
delegate,wakili
deliberate,da gangan
deliverance,kubutarwa
delivery,isarwa
democracy,dimokuradiyya
demonstrable,nunawa
demonstrative,mai nunawa
dependent,dogara
depth,zurfin
descriptive,mai siffantawa
deserve,cancanci
deserved,cancanci
designer,zanen
destination,manufa
detect,gane
detection,ganewa
determination,ƙuduri
develop,ci gaba
devotional,ibada
dexterity,dabara
diary,littafin diary
dictionary,kamus
didactic,wasan kwaikwayo
dietary,na abinci
dinner,abincin dare
diplomacy,diflomasiyya
director,darekta
discovery,ganowa
discreet,m
discretion,hankali
discretionary,m
discussion,tattaunawa
disinfection,disinfection
disposed,zubar
disseminate,yada
distillation,distillation
ditty,ditty
diverse,iri -iri
diversion,shagala
divinity,allahntaka
doctor,likita
doer,mai aikatawa
dogged,kare
dolphin,dabbar dolphin
don,don
donation,kyauta
dove,kurciya
downy,downy
duet,duet
duke,sarki
durability,karko
dutiful,mai biyayya
earl,kunne
earn,sami
easement,sauƙi
eat,ci
edification,gyarawa
educate,ilimantar
educational,ilimi
efficacy,inganci
efficiency,inganci
effort,ƙoƙari
ejaculation,fitar maniyyi
elaboration,bayani
elder,dattijo
elders,dattawa
elect,zaɓaɓɓu
electric,lantarki
electricity,wutar lantarki
elevation,dagawa
eligible,m
elucidate,bayyana
emancipation,'yanci
emeritus,fitowar
eminently,na musamman
emir,sarki
emulate,yi koyi
enable,ba da dama
enablement,iyawa
encore,ƙulla
encyclopedia,Encyclopedia
endeavor,ƙoƙari
endless,mara iyaka
endow,ba da
endowed,kyauta
endowment,kyauta
endurance,jimiri
endure,jimre
enforce,tilasta
engaged,tsunduma
ensemble,tara
ensign,sanya alama
entertained,nishaɗi
entertainment,nishaɗi
environ,kewaye
ephemeris,ephemeris
epic,almara
epitome,misali
equality,daidaito
equally,daidai
equilibrium,ma'auni
equity,adalci
erotic,na batsa
errand,aiki
escape,tsere
esprit,esprit
essential,mahimmanci
established,kafa
esteem,daraja
esthetic,na roba
ethics,xa'a
evergreen,har abada
evident,bayyananne
evolution,juyin halitta
exchange,musayar
excitable,m
excitation,zumudi
exemption,keɓancewa
exhort,yi wa'azi
exhortation,gargaɗi
existence,wanzuwar
exotic,m
expect,jira
expectation,tsammanin
expedient,m
expedition,balaguro
experienced,gogaggu
expert,gwani
expertise,gwaninta
explain,bayyana
extensive,m
extra,karin
extricate,fitar
facts,gaskiya
faculty,baiwa
fain,fain
familiar,saba
familiarity,saba
favoritism,son zuciya
feature,sifa
fellow,aboki
fellowship,zumunci
female,mace
festival,biki
fete,kafa
fiesta,fiesta
finally,a ƙarshe
finery,kayan ado
finesse,finesse
fireball,kwallon wuta
fireproof,wuta
firmness,ƙarfi
firstborn,ɗan fari
fitting,dacewa
fixture,tsayarwa
fleet,rundunar jiragen ruwa
flirt,kwarkwasa
floral,na fure
flow,kwarara
flowery,furanni
flush,ja ruwa
flying,tashi
focus,mayar da hankali
food,abinci
football,kwallon kafa
forbearance,haƙuri
fore,gaba
forefathers,magabata
foregoing,baya
foreman,shugaba
forerunner,magabaci
foresee,hango
foreseen,hangen nesa
forge,ƙirƙira
forgiven,gafarta
formative,m
formula,dabara
forte,karfi
forthcoming,mai zuwa
fortify,ƙarfafa
fortress,sansanin soja
forward,gaba
found,samu
foundation,tushe
frank,m
frankness,faɗin gaskiya
fraternal,yan'uwan juna
freely,da yardar kaina
friend,aboki
friendship,abota
full,cika
fully,cikakke
fundamental,na asali
fuse,fis
fusion,haɗuwa
garden,lambu
garnet,garnet
garrison,gardi
gazette,gazette
gear,kaya
general,janar
genteel,gantali
gentleman,mutum
gentleness,tawali'u
gentry,mutunci
geranium,geranium
gigantic,babba
giggle,yi dariya
girder,girder
giving,bayarwa
glide,glide
glittering,kyalli
glorification,tasbihi
gloss,mai sheki
godly,mai ibada
goods,kaya
gospel,bishara
govern,mulki
graduation,kammala karatu
grandchildren,jikoki
grandmother,kaka
green,kore
gregarious,gaisuwa
grist,grist
grit,grit
groundwork,aikin ƙasa
grow,girma
guard,mai gadi
guardian,mai kula
guardianship,rikon amana
gubernatorial,gwamna
guide,jagora
guidebook,littafin jagora
guru,guru
guts,gutsure
gymnast,mai wasan motsa jiki
habitat,mazauni
harvest,girbi
haven,mafaka
healing,waraka
hearth,murhu
heavens,sammai
hedonism,hedonism
heft,heft
helmet,kwalkwali
helper,mataimaki
herbal,ganye
heroics,jarumtaka
heroism,jarumtaka
heyday,rana
highest,mafi girma
hilarity,walwala
hire,haya
hobby,abin sha'awa
holiday,biki
holiness,tsarki
homology,homology
honey,zuma
honeymoon,gudun amarci
horizon,sararin sama
hospitality,liyãfa
household,gida
housekeeping,aikin gida
humanitarian,agaji
humanity,bil'adama
humbled,kaskantar da kai
humbly,da tawali'u
humorist,mai barkwanci
husbandry,aikin gona
hush,yi shiru
hut,bukka
hygienic,tsafta
hymn,waƙar yabo
idealism,manufa
illumination,haske
illustrate,kwatanta
immediately,nan da nan
immerse,nutse
immovable,maras motsi
impart,ba da
impervious,m
impression,ra'ayi
improvise,inganta
inalienable,wanda ba a iya raba shi
inauguration,kaddamarwa
incisive,m
include,hada da
included,hada da
including,hada da
inclusive,kunshi
income,samun kudin shiga
indelible,wanda ba ya karewa
indemnity,diyya
independence,'yancin kai
individuality,daidaici
indomitable,wanda ba zai iya jurewa ba
ineffable,wanda ba zai yiwu ba
infant,jariri
infiltration,kutsawa
infinite,mara iyaka
infinity,rashin iyaka
influence,tasiri
information,bayanai
inheritance,gado
inimitable,m
innocence,rashin laifi
innocent,marar laifi
innocently,marar laifi
inquirer,mai tambaya
inquiry,bincike
inseparable,wanda baya rabuwa
insignia,alama
inspector,sufeto
instinctive,ilhami
instruct,koyar
instruction,koyarwa
instructor,malami
insure,inshora
intellect,hankali
intellectual,mai hankali
intended,nufi
intercourse,saduwa
interior,ciki
interlocutory,masu hulda da juna
interlude,interlude
interminable,m
intervention,tsoma baki
intonation,karin magana
intrepid,mara tsoro
intuition,ilhami
invariably,akai -akai
inventor,mai ƙirƙira
investigate,bincika
invitation,gayyata
iron,baƙin ƙarfe
irreducible,wanda ba zai iya ragewa ba
irrefutable,wanda babu makawa
jackpot,jackpot
jam,jam
jest,barkwanci
job,aiki
joined,shiga
joker,joker
joking,wasa
journalist,ɗan jarida
journey,tafiya
jubilee,jubili
judicial,shari'a
jump,tsalle
justifiable,mai gaskiya
justification,gaskatawa
keepsake,kiyayewa
ken,ken
keynote,muhimmin batu
keystone,ginshiƙi
kindred,dangi
king,sarki
kitten,yar kyanwa
knack,gwaninta
knight,jarumi
knowing,sani
knowledge,ilmi
labor,aiki
lace,yadin da aka saka
lamb,dan tunkiya
land,ƙasa
landed,sauka
laser,Laser
laughter,dariya
launch,ƙaddamar
laureate,mai lambar yabo
laurel,laurel
laurels,laurel
leader,shugaba
league,league
learn,koyi
learning,ilmantarwa
lecturer,malami
leeway,leeway
legalized,halatta
legibility,halacci
legible,mai iya karantawa
leisure,dama
leisurely,cikin nishaɗi
lemma,lema
lesson,darasi
lettered,wasika
level,matakin
liberal,mai sassaucin ra'ayi
library,ɗakin karatu
lifeblood,jinin rai
lighthouse,hasumiya
linguist,masanin harshe
lion,zaki
lithe,lithe
longevity,tsawon rai
lord,ubangiji
lordship,ubangiji
lovemaking,soyayya
luscious,m
lyre,waka
magnet,maganadisu
magnetism,magnetism
magnetite,magnetite
maiden,budurwa
main,babba
mainstay,ginshiƙi
major,babba
majority,rinjaye
manage,sarrafa
management,gudanarwa
mandarin,mandarin
manhood,namiji
manifested,bayyana
manly,namiji
manna,manna
mannered,ladabi
manners,halaye
manufacturer,masana'anta
march,tafiya
marked,alama
marketable,mai kasuwa
marquis,marci
marriage,aure
marrow,bargo
marry,aure
marshal,marshal
masculine,namiji
massage,tausa
mate,aboki
maternal,na uwa
matrimony,aure
matron,matron
maximum,matsakaicin
mayor,magajin gari
meadow,makiyaya
measured,auna
mediate,matsakaici
mediation,matsakaici
mediator,matsakanci
medical,likita
meditate,yin zuzzurfan tunani
mediterranean,mediterranean
medley,medley
memento,abin tunawa
mending,gyarawa
menses,haila
mentor,mai jagoranci
merge,hade
metropolitan,babban birni
mettle,mettle
microscopy,madubin dubawa
midwife,ungozoma
midwifery,ungozoma
mime,mime
mindful,m
mindfulness,hankali
ministry,hidima
missionary,mishan
model,samfurin
moderate,matsakaici
moderator,mai daidaitawa
momentum,ƙarfin hali
monetary,kudi
money,kudi
monk,sufi
monument,abin tunawa
moral,halin kirki
morals,dabi'u
mortar,turmi
mother,uwa
motherhood,uwa
motive,dalili
movable,m
mover,mai motsawa
mug,mug
muscular,tsoka
music,kiɗa
musical,m
mutable,mutable
mutual,juna
nap,kwanta
naturalist,masanin halitta
nectar,ruwan zuma
needle,allura
negotiate,tattauna
negotiator,mai sasantawa
neighbor,makwabci
nerve,jijiya
nestle,gida
nobility,daraja
nobleman,mai martaba
nomination,gabatarwa
normality,daidaituwa
notable,sananne
notables,mashahuran
noted,lura
notion,ra'ayi
notoriety,sananne
numbers,lambobi
nurse,m
nursery,gandun daji
nurture,tarbiyya
nutritious,mai gina jiki
oak,itacen oak
oath,rantsuwa
obedience,biyayya
objective,haƙiƙa
obliging,wajibi
observant,mai lura
obvious,bayyananne
occupant,mai zama
occupation,sana'a
occupy,mamaye
offer,tayin
officer,jami'in
offset,biya diyya
offshoot,kashewa
omnipotence,madaukaki
omniscient,masani
opera,wasan opera
opportune,dace
optimist,mai kyakkyawan fata
option,zaɓi
optional,na tilas
oracle,magana
oration,oration
orchestra,makada
ordained,kaddara
ordination,nadawa
organic,kwayoyin halitta
organization,kungiya
organize,shirya
organized,shirya
orgasm,inzali
ornamented,ado
ornate,ado
outburst,fita waje
outcome,sakamako
outward,waje
overwhelming,rinjaye
ownership,mallaka
pacific,pacific
pad,kushin
padding,padding
paddle,filafili
palatable,mai daɗi
palliative,palliative
panacea,panacea
panache,damuwa
panier,panier
paprika,paprika
parade,fareti
paragon,paragon
paraphrase,fasara
parentage,iyaye
parietal,parietal
partake,ci
participation,sa hannu
partner,abokin tarayya
partnership,haɗin gwiwa
pastime,abin shagala
pastor,fasto
pastry,irin kek
pasture,makiyaya
patent,patent
patriarchal,uban iyali
patron,majiɓinci
patronage,goyon baya
pay,biya
peacock,dawisu
peck,peck
peculiarity,peculiarity
pedigree,zuriya
penchant,marubuci
perceive,gane
perceptible,m
perennial,m
performer,mai wasan kwaikwayo
perk,riba
permission,izni
perpetuity,dawwama
persistence,dagewa
persistent,m
personable,mutum
pertinent,dacewa
petroleum,man fetur
pharmaceutical,magunguna
philanthropist,mai taimako
philanthropy,kyautatawa
philosopher,falsafa
phoenix,phoenix
phonetic,sautin
physician,likita
physics,kimiyyar lissafi
physiology,ilimin lissafi
physique,jiki
pick,karba
picnic,wasan kwaikwayo
pill,kwaya
pillow,matashin kai
pilot,matukin jirgi
pioneer,majagaba
pious,ibada
pith,pith
pivot,pivot
placid,placid
planning,shiryawa
playground,filin wasa
playhouse,gidan wasa
pledge,jingina
plenary,taro
plexus,plexus
plum,plum
plumb,marmaro
ply,tara
pointedly,a hankali
police,'yan sanda
policeman,dan sanda
polish,goge
politic,siyasa
pool,tafki
pope,shugaban Kirista
popularity,shahara
popularized,sananne
population,yawan jama'a
possess,mallaka
potable,mai iyawa
potency,iko
practice,yi
practiced,aikatawa
practise,yi
precaution,kiyayewa
precede,gaba
precedence,fifiko
precision,daidaici
predilection,predilection
predominant,rinjaye
premises,wuri
prepare,shirya
prescient,m
presence,kasancewar
present,gabatar
presentable,mai gabatarwa
presentment,gabatarwa
preservative,mai kiyayewa
preserve,tsare
president,shugaban kasa
presto,presto
prevail,rinjaye
prevention,rigakafi
priest,firist
priesthood,firist
priestly,firist
primacy,fifiko
primary,na farko
prime,Firayim
primer,firamare
prince,yarima
princely,yarima
princess,gimbiya
principal,babba
pristine,mara kyau
probity,kusanci
procedure,hanya
procession,jerin gwano
proctor,proctor
procure,saya
prodigal,mazinaci
producer,furodusa
producing,samarwa
production,samarwa
productivity,yawan aiki
profession,sana'a
professional,ƙwararre
professor,farfesa
proficiency,ƙwarewa
progression,ci gaba
prominently,sananne
promotion,gabatarwa
prop,prop
prophet,annabi
prophylactic,prophylactic
proposition,shawara
protecting,karewa
protector,majiɓinci
prove,tabbatar
proverbial,karin magana
provide,ba da
providing,bayarwa
psalm,zabura
public,jama'a
pull,ja
pulpit,minbari
punctuality,akan lokaci
puppy,kwikwiyo
purely,zalla
purification,tsarkakewa
purist,purist
purity,tsarki
purr,purr
qualifying,cancanta
quest,nema
question,tambaya
quickness,sauri
quiescent,quiescent
quinine,quinine
quote,faɗi
radiate,haskaka
radio,rediyo
rave,rave
reader,mai karatu
readiness,shiri
reading,karatu
real,haqiqa
reason,dalili
rebate,ragi
recast,sake maimaitawa
received,samu
receiving,karba
recherche,recherche
reciprocate,rama
reclamation,sakewa
recline,kwanciya
recognizable,mai ganewa
reconsideration,sake tunani
reconstruct,sake ginawa
reconstruction,sake ginawa
recorder,mai rikodin
recoup,farfadowa
recreation,nishaɗi
recreational,na nishaɗi
redress,gyarawa
reformation,gyarawa
reformer,mai kawo gyara
refurbish,sabuntawa
regent,mai mulkin
regressive,koma baya
regularity,akai -akai
regulate,daidaita
rehabilitate,gyara
rehabilitation,gyarawa
reimburse,sake biya
reimbursement,sake biya
reinforcement,ƙarfafawa
reinstate,sake dawowa
rekindle,sake farfadowa
relaxation,shakatawa
relevant,dacewa
reliability,aminci
reliance,dogaro
remains,ya rage
remake,sake gyara
remodel,gyara
render,bayar
renewal,sabuntawa
renovate,gyara
renovation,sabuntawa
reorganize,sake tsarawa
reparation,ramawa
repay,biya
repent,tuba
replenish,sake cika
replete,cika
reporter,labaru
repose,hutawa
represented,wakilci
reproductive,haihuwa
reserve,ajiye
resident,mazaunin
resistive,m
resolutely,ƙuduri
resources,albarkatun
respectability,girmamawa
respecting,girmamawa
respects,girmamawa
rest,huta
restitution,ramuwa
restorative,mai gyarawa
restraint,kamewa
resumption,ci gaba
retention,riƙewa
retirement,ritaya
reunion,haduwa
revels,revels
reverend,girmama
reverie,girmama
revise,bita
revolution,juyin juya hali
rhythm,kari
rhythmical,rhythmical
ribbon,kintinkiri
rider,mahayi
ripe,cikakke
ripen,cikakke
rising,tashi
riveting,riveting
roadster,dan hanya
rock,dutse
rod,sanda
rollicking,mirginawa
romanticism,romanticism
romp,romp
rooted,kafe
rota,rota
routine,na yau da kullun
royalty,sarauta
rubric,rubric
ruth,ruth
safeguard,tsare
sage,mai hikima
salary,albashi
salvation,ceto
salve,tsira
samurai,samurai
sanctification,tsarkakewa
sanctify,tsarkake
sanctuary,Wuri Mai Tsarki
sanguine,sanguine
sanitary,tsafta
satin,satin
savor,dandano
savory,mai dadi
scarecrow,tsorata
scholar,masani
scholarship,malanta
scientific,kimiyya
scientist,masanin kimiyya
scintilla,scintilla
score,Ci
scribe,marubuci
script,rubutun
scrumptious,m
sculpture,sassaka
sea,teku
seal,hatimi
seclusion,warewa
secretariat,sakatariya
seniority,babba
sense,hankali
sensibility,hankali
sensual,sha'awa
sensuality,lalata
sensuous,sha'awa
sentimental,m
sentimentality,motsin rai
sentinel,mai aikawa
sermon,huduba
serum,magani
settlor,mazaunin
sex,jima'i
shape,siffar
shapely,fasali
shelter,mafaka
shepherd,makiyayi
shining,haske
shopping,cin kasuwa
shoulder,kafada
shrewd,mai hankali
silk,siliki
sing,raira waƙa
singly,na kadaici
sir,sir
sisterhood,'yar'uwa
sky,sama
slate,zamewa
slender,siriri
slim,siriri
smoothness,santsi
snicker,snicker
sobriety,sobriety
soldier,soja
solidity,ƙarfi
solvency,solvency
sonar,sonar
sonata,sonata
sonnet,sonnet
sonorous,sonci
sorter,sihiri
soup,miya
spa,wurin dima jiki
spaniel,spaniel
special,na musamman
specie,musamman
spectacle,kallo
speech,magana
spelling,haruffa
spice,yaji
spine,kashin baya
spirits,ruhohi
sponsor,mai tallafawa
spouse,mata
spruce,spruce
staccato,staccato
stallion,jarumi
stalwart,tsayayye
standing,a tsaye
star,tauraro
starlight,hasken tauraro
starry,taurari
statement,sanarwa
statue,mutum -mutumi
status,matsayi
sterling,Sterling
steward,wakili
stillness,kwanciyar hankali
store,shago
strategic,dabaru
strategist,mai dabaru
strongly,karfi
structure,tsari
stud,ingarma
study,karatu
sublimation,sublimation
substance,abu
succinct,a taƙaice
succulent,mai nasara
sufficiency,wadata
sugar,sukari
sultry,sultry
sun,rana
sunny,rana
sunset,faɗuwar rana
superhuman,mutum
superman,babban mutum
superstar,tauraro
superstition,camfi
supplication,addu'a
supplies,kayayyaki
supply,wadata
surety,lamuni
surmise,zato
surpassing,wucewa
surprise,mamaki
surround,kewaye
surveying,binciken
survive,tsira
swear,rantsuwa
sweetie,zaki
sweets,Sweets
swim,iyo
symbolic,na alama
symmetrical,mai daidaitawa
symmetry,daidaitawa
symphony,waƙa
synchronize,aiki tare
synergistic,synergistic
synod,majalisar dattawan
synonymous,ma'ana
tact,dabara
tale,labari
talisman,talisman
talk,magana
tanned,tanned
task,aiki
tasteful,m
tasty,dadi
teach,koyar
teacher,malami
technology,fasaha
teens,matasa
temperance,hali
tempered,fushi
tenable,iyawa
tenancy,haya
tenant,mai haya
tenderness,taushi
thanksgiving,godiya
theoretical,ka'idar
therapeutic,warkewa
therapeutics,magunguna
thinker,mai tunani
thoroughbred,zuriya
throne,kursiyin
tiling,tiling
tinsel,tinsel
title,take
toast,gasa
toleration,juriya
toughness,tauri
tower,hasumiya
towering,tsayi
traditional,na gargajiya
transcendence,wuce gona da iri
transcendental,mai wuce gona da iri
traveling,tafiya
treat,bi da
tree,itace
trend,yanayin
tributary,na haraji
tribute,haraji
trig,jawo
truce,tsagaita wuta
truth,gaskiya
tutelage,tarbiyya
tutor,malami
twin,tagwaye
twinkle,walƙiya
ultimately,ƙarshe
umpire,alƙali
unanimity,hadin kai
unanimous,baki ɗaya
unassuming,rashin girman kai
unbeaten,rashin nasara
unbreakable,wanda ba zai karye ba
unbridled,mara tsari
unbroken,ba a karye ba
unconstrained,ba a tsare ba
underline,ja layi
understanding,fahimta
underwrite,sake rubutawa
undivided,ba a raba ba
undying,m
unexpected,m
unfold,bayyana
unification,haɗin kai
uniformly,daidai
unimaginable,wanda ba a iya misaltawa
uninfected,wanda bai kamu ba
unique,na musamman
unison,unison
unitary,naúrar
university,jami'a
unpretentious,mara ma'ana
unquestioned,babu tambaya
unscathed,wanda bai tsira ba
unsurpassed,mara kyau
untie,kwance
uphill,tudu
upright,a mike
usher,usher
usual,saba
utility,mai amfani
utopian,utopian
vacation,hutu
vaccine,allurar rigakafi
vanguard,tsare
vanquish,cin nasara
velvet,karammiski
velvety,velvety
venerable,mai daraja
veneration,girmamawa
veracity,gaskiya
verdant,verdant
verification,tabbatarwa
verified,tabbatar
verily,hakika
vernal,harshe
verve,tabbata
veteran,tsohon soja
vicar,vicar
victor,mai nasara
vigor,ƙarfi
vigorous,karfi
villager,ƙauyen
vindication,tabbatarwa
virgin,budurwa
virginity,budurci
visit,ziyarci
visitor,baƙo
vital,m
vocabulary,ƙamus
volunteer,mai sa kai
voluptuous,son rai
vote,jefa ƙuri'a
vow,alwashi
wages,albashi
warranty,garanti
warrior,jarumi
watchdog,mai tsaro
watchful,m
watchman,mai tsaro
waterproof,mai hana ruwa
weatherproof,mai hana ruwa
weight,nauyi
white,fari
whiteness,fari
wicket,wicket
widespread,yaduwa
winnings,cin nasara
wireless,mara waya
wis,hikima
wit,sani
withstand,tsayayya
wits,wits
wizard,mayen
womb,ciki
word,kalma
working,aiki
worship,ibada
wot,wot
writer,marubuci
young,matashi
younger,ƙarami
youth,matasa
