translatedText,text
unyi unyi,dirts
gbanyụọ,disable
nwere nkwarụ,disabled
disaccord,disaccord
adịghị mma,disadvantageous
ọghọm,disadvantages
enweghị ntụpọ,disaffect
enweghị mmasị,disaffected
kwetaghị,disaffirm
ekwenyeghi,disagree
ekwenyeghi,disagreeable
ekwekọghị ekwekọ,disagreeably
ekweghị,disagreed
na -ekwekọrịtaghị,disagreeing
ekwenyeghi,disagreement
ekwetaghị,disagrees
ekwela,disallow
enweghị afọ ojuju,disapointed
na -agbagha,disapointing
nkwenye,disapointment
na -akụda mmụọ,disappointingly
nkwenye,disapprobation
nnabata,disapproval
ajụghị,disapprove
na -adịghị anabata,disapproving
ngwa agha,disarm
aghara,disarray
ọdachi,disasterous
ọdachi,disastrously
jụpụ,disavow
nkwenye,disavowal
ekweghị ekwe,disbelief
ekweghi ekwe,disbeliever
jụpụ,disclaim
mgbasasị,discombobulate
adighi ike,discomfit
nkwarụ,discomfititure
erughị ala,discomfort
tụsasịa,discompose
mgbagwoju anya,disconcert
obi erughị ala,disconcerted
mgbagwoju anya,disconcerting
na -agbagha,disconcertingly
disconsolately,disconsolately
enweghi afọ ojuju,discontent
enweghị afọ ojuju,discontentedly
kwụsịrị,discontinued
nkwụsị,discontinuity
nkwụsị,discontinuous
nghọtahie,discordance
na -ese okwu,discordant
iru eru,discountenance
kụda mmụọ,discourage
nkụda mmụọ,discouragement
na -akụda mmụọ,discouraging
na -akụda mmụọ,discouragingly
enweghị nkwanye ùgwù,discourteous
enweghị nkwanye ùgwù,discourteously
dị egwu,discoutinous
nkwanye ugwu,discredit
onye na -akpachapụ anya,discrepant
ikpa oke,discriminate
ịkpa oke,discrimination
ịkpa oke,discriminatory
nleda anya,disdained
nleda anya,disdainful
n'ụzọ nlelị,disdainfully
enweghị ihu ọma,disfavor
ihe ihere,disgraceful
ihe ihere,disgracefully
iwe iwe,disgruntle
ewe iwe,disgruntled
na -asọ oyi,disgustedly
na -asọ oyi,disgustful
na -asọ oyi,disgustfully
na -asọ oyi,disgustingly
nkụda mmụọ,dishearten
na -akụda mmụọ,disheartening
na -akụda mmụọ,dishearteningly
emeghị ihe n'eziokwu,dishonestly
emeghị ihe n'eziokwu,dishonesty
nlelị,dishonor
enweghị nsọpụrụ,dishonorable
enweghị nsọpụrụ,dishonorablely
ndakpọ olileanya,disillusion
ndakpọ olileanya,disillusionment
ndakpọ olileanya,disillusions
enweghị mmasị,disinclination
enweghị mmasị,disingenuous
n'echeghị eche,disingenuously
tisasịa,disintegrate
etisasịwo,disintegrated
na -agbasasị,disintegrates
ntisa,disintegration
enweghị mmasị,disinterest
enweghị mmasị,disinterested
enweghị mmasị,disliked
na -enweghị mmasị,dislikes
enweghị mmasị,disliking
gbahapụrụ,dislocated
eguzosighị ike n'ihe,disloyal
eguzosighị ike n'ihe,disloyalty
nke ọma,dismally
nkwarụ,dismalness
obi nkoropụ,dismay
na -emenye ụjọ,dismaying
dị ịtụnanya,dismayingly
ịchụpụ,dismissive
nchụpụ,dismissively
nnupụisi,disobedience
ndị na -enupụ isi,disobedient
inupụrụ isi,disobey
enupughi isi,disoobedient
mebiri,disordered
aghara,disorderly
enweghi mgbagwoju anya,disorient
jụ,disown
nlelị,disparagingly
ekesa,dispensable
ewezuga,dispirit
agbaghara,dispirited
dispiritedly,dispiritedly
na -agbagha,dispiriting
chụpụ,displace
chụpụrụ,displaced
iwe,displease
adịghị atọ ụtọ,displeasing
iwe,displeasure
ekwesighi,disproportionate
gbaghaa,disprove
rụrụ arụ,disputable
na -agbagha,disquieting
na -agbagha,disquietingly
obi erughị ala,disquietude
eleda anya,disregardful
enweghị nkwanye ùgwù,disreputable
nlelị,disrepute
enweghị nkwanye ùgwù,disrespectable
enweghị nkwanye ùgwù,disrespectablity
enweghị nkwanye ùgwù,disrespectful
enweghị nkwanye ùgwù,disrespectfully
enweghị nkwanye ùgwù,disrespectfulness
enweghị nkwanye ùgwù,disrespecting
ịkpaghasị,disrupt
diss,diss
enweghị ntụpọ,dissapointed
enweghị ndakpọ olileanya,dissappointed
ihere,dissappointing
enweghị afọ ojuju,dissatisfaction
afọ ojuju,dissatisfactory
afọ ojuju,dissatisfies
afọ ojuju,dissatisfy
afọ ojuju,dissatisfying
dissa,dissed
ikposa,dissemble
dissembler,dissembler
nkewa,dissension
ekweghị ekwe,dissent
onye nkpughe,dissenter
nkewa,dissention
arụrụ arụ,disservice
ihe ngosi,disses
enweghị nkwekọrịta,dissidence
ekweghị ekwe,dissident
ndị na -ekwenyeghị,dissidents
nkesa,dissing
onye na -adịghị mma,dissocial
igbari,dissolute
mgbasa,dissolution
dissonance,dissonance
dissonant,dissonant
na -adịghị mma,dissonantly
jụjụ,dissuade
enweghị mmasị,dissuasive
na -edozi,distains
ịkpọasị,distaste
na -akpasu iwe,distasteful
na -akpasu iwe,distastefully
mgbagọ,distortion
na -adọpụ uche,distracting
obi erughị ala,distraught
na -agbagha,distraughtly
mgbagwoju anya,distraughtness
na -ewute,distressingly
enweghị ntụkwasị obi,distrusting
nsogbu,disturbance
na -akpaghasị,disturbingly
adighi n'otu,disunity
enweghị atụ,disvalue
dị iche,divergent
nkewa,divisive
nkewa,divisively
nkewa,divisiveness
na -atụgharị,dizzing
n'ụzọ dị egwu,dizzingly
na -agbapụ,doddering
dodgey,dodgey
nkịta,dogged
na -ekwusi ike,doggedly
nkwenkwe,dogmatic
egwu egwu,doldrums
onye ọchịchị,domineer
na -achị achị,domineering
donside,donside
ụbọchị mbibi,doomsday
dope,dope
obi abụọ,doubtfully
douchbag,douchbag
douchebags,douchebags
mgbada ala,downbeat
ala,downer
ọdịda,downfall
daa,downfallen
weda,downgrade
obi mgbawa,downheartedly
mgbada,downhill
ọghọm,downsides
ịda mba,downturn
ọdịda,downturns
duru,drab
onye draconian,draconian
dọrọ,draconic
na -adọkpụ,dragging
dragoon,dragoon
igbapu,drain
na -agwụ ike,draining
ọwa mmiri,drains
ikeike,drastic
nke ukwu,drastically
ndọghachi azụ,drawback
ndọghachi azụ,drawbacks
dị egwu,dreadfully
egwu,dreadfulness
nwuo,dripped
na -asọpụta,dripping
ntapu,drippy
ntapu,drips
drones,drones
ndakpu,droop
ndị agha,droops
dachapụ,drop-out
ndapụta,drop-outs
dachapụ,dropout
nkwụsị,dropouts
oké ọkọchị,drought
mmiri rie,drowning
onye arunụrụma,drunkard
mmanya na -egbu,drunken
na -enyo enyo,dubiously
dubitable,dubitable
obi ọjọọ,dullard
ogbi,dumbfound
ịtụfu,dumping
dunce,dunce
ụlọ mkpọrọ,dungeon
ụlọ mkpọrọ,dungeons
uzuzu,dust
uzuzu uzuzu,dusty
ebelata,dwindling
na -anwụ anwụ,dying
ntị ntị,earsplitting
eccentric,eccentric
eccentricity,eccentricity
odidi,effigy
nyocha,effrontery
egocentric,egocentric
egomania,egomania
anya ukwu,egotism
onye anyaukwu,egotistical
anyaukwu,egotistically
dị egwu,egregious
oke,egregiously
ntuli aka ntuli aka,election-rigger
mkpochapu,elimination
gbara ume,emaciated
emasculate,emasculate
ihe ihere,embarrassingly
agbagha,embattled
embroil,embroil
okpu,embroiled
mgbochi,embroilment
na -emesi ike,emphatic
n'ụzọ siri ike,emphatically
imebi,encroach
mgbochi,encroachment
itinye ihe egwu,endanger
gbanye ume,enervate
enweghị ike,enfeeble
nsure ọkụ,enflame
rikpuru,engulf
nye iwu,enjoin
iro,enmity
ntigide,entangle
ntigbu,entanglement
ọnyà,entrap
ọnyà,entrapment
anyaụfụ,enviously
anyaụfụ,enviousness
ntiwapụ ọrịa,epidemic
ihe kwesiri ekwesi,equivocal
ihichapu,erase
erode,erode
erodes,erodes
mbuze,erosion
ihihi,err
njehie,errant
na -adịghị ike,erratic
na -adịghị ike,erratically
n'amaghị ama,erroneously
mgbawa,eruptions
escapade,escapade
zere,eschew
dịpụrụ adịpụ,estranged
zere,evade
nzere,evasion
na -asọpụrụ,evasive
onye omekome,evildoer
ihe ojoo,evils
ịchụpụ,eviscerate
ka njọ,exacerbate
iwe iwe,exagerate
exagerated,exagerated
na -apụ n'anya,exagerates
ikwubiga okwu ókè,exaggeration
na -akpasu iwe,exasperate
were iwe,exasperated
na -akpasu iwe,exasperating
na -ewe iwe,exasperatingly
iwe iwe,exasperation
karịrị akarị,excessive
gabiga ókè,excessively
excoriate,excoriate
dị egwu,excruciating
n'ụzọ dị egwu,excruciatingly
ngọpụ,excuses
gbuo,execrate
iyuzucha,exhaust
ike ọgwụgwụ,exhaustion
na -agwụ ike,exhausts
na -agba ume,exhorbitant
gbaa ume,exhort
ije biri n'ala ọzọ,exile
dị oke egwu,exorbitant
imebiga ihe ókè,exorbitantance
dị oke egwu,exorbitantly
dị oke ọnụ,expensive
kubie ume,expire
kubie ume,expired
gbawaa,explode
nrigbu,exploitation
ihe mgbawa,explosive
kwesịrị ekwesị,expropriate
nchụpụ,expropriation
nchụpụ,expulse
igbapu,expunge
kpochapụ,exterminate
mkpochapu,extermination
imenyụ,extinguish
ịpụnara mmadụ ihe,extort
ịpụnara mmadụ ihe,extortion
onye ala ọzọ,extraneous
imebiga ihe ókè,extravagance
imebiga ihe ókè,extravagant
karịrị akarị,extravagantly
oke,extremism
oke,extremist
ndị oke,extremists
anya mmiri,eyesore
f ** k,f**k
imeputa,fabricate
ugha,fabrication
facetious,facetious
n'ụzọ dị iche,facetiously
tụbọọ,faint
enweghị okwukwe,faithless
daa,fall
ụgha,fallacies
adịgboroja,fallacious
fallaciously,fallaciously
fallaciousness,fallaciousness
ụgha,fallacy
dachapụ,fallout
ọduọ,falls
ụgha,false
okwu ugha,falsehood
ugha,falsely
mebie,falter
gbazere,faltered
ụnwu,famine
agụụ na -agụ ya,famished
fanatic,fanatic
fanatical,fanatical
n'egbughị oge,fanatically
ife ofufe,fanaticism
ndị na -anụbigara okpukpe ọkụ n'obi ókè,fanatics
ọmarịcha,fanciful
dị anya,far-fetched
nke dị nsọ,farcical
na-eme mkpagharị-ma na-akpasu iwe,farcical-yet-provocative
nke ukwuu,farcically
emeghị eme,farfetched
fasizim,fascism
ngwa ngwa,fastidious
ngwa ngwa,fastidiously
ngwa ngwa,fastuous
abụba,fat
abụba-cat,fat-cat
abụba-nwamba,fat-cats
na -egbu egbu,fatal
akara aka,fatalistic
na -egbu egbu,fatalistically
egbu egbu,fatally
abụba abụba,fatcat
abụba abụba,fatcats
akara aka,fateful
n'ụzọ dị egwu,fatefully
adighi ike,fathomless
fatique,fatique
abuba,fatty
abuba,fatuity
keuba,fatuous
n'ụzọ ọjọọ,fatuously
mmejọ,fault
mmejọ,faults
ezughị oke,faulty
na -achọ mma,fawningly
faze,faze
egwu,fearfully
egwu,fears
enweghị ntụpọ,feckless
adighi ike,feeblely
enweghị uche,feebleminded
feign,feign
feint,feint
daa,fell
felon,felon
onye omekome,felonious
dị egwu,ferociously
ferocity,ferocity
nwa ebu n'afọ,fetid
ahụ ọkụ,fever
ahụ ọkụ,feverish
ahụ ọkụ,fevers
eriri,fib
eriri,fibber
tụgharịa,fickle
akụkọ ifo,fiction
chepụtara echepụtara,fictional
chepụtara echepụta,fictitious
kwenye,fidget
fiend,fiend
fiendish,fiendish
dị egwu,fierce
isi okwu,figurehead
unyi,filth
ruru unyi,filthy
finagle,finagle
finicky,finicky
mgbawa,fissures
ọkpọ,fist
flabbergast,flabbergast
flabbergasted,flabbergasted
ọkọlọtọ,flagging
dị nkọ,flagrant
n'atụghị egwu,flagrantly
flair,flair
flair,flairs
flak,flak
flake,flake
flakey,flakey
ịdị nkọ,flakieness
na -egbu egbu,flaking
dị warara,flaky
njali elu,flare
ọkụ,flares
flareup,flareup
flareups,flareups
ewepụghị,flat-out
ngosi,flaunt
oghom,flaw
oghom,flawed
ntụpọ,flaws
gbalaga,flee
igba obara,fleed
na -agbapụ,fleeing
ụgbọ mmiri,fleer
na -agafe agafe,fleeting
na -amaja,flicering
na -amị amị,flicker
na -egbu maramara,flickering
na -ama jijiji,flickers
na -efe efe,flighty
flimflam,flimflam
esighi ike,flimsy
ịchụ nwoke,flirt
mfegharị,flirty
furu efu,floored
ndagharị,flounder
floundering,floundering
flout,flout
fluster,fluster
onye iro,foe
nzuzu,fooled
nzuzu,foolhardy
nzuzu,foolishly
nzuzu,foolishness
machibido,forbid
machibidoro iwu,forbidden
machibido,forbidding
dị ike,forceful
na -atụ anya,foreboding
na -ebu amụma,forebodingly
tụfuo,forfeit
esorowo,forged
na -echefu,forgetfully
nchefu,forgetfulness
ike,forlorn
kpam kpam,forlornly
gbahapụ,forsake
gbahapụrụ,forsaken
uwe elu,forswear
ihe ojoo,foul
ndedehe,foully
ihe ojoo,foulness
mgbawa,fractious
na -agbaji,fractiously
mgbaji ọkpụkpụ,fracture
na -emebi emebi,fragile
kewara ekewa,fragmented
esighi ike,frail
na -atụ ụjọ,frantically
n'ike mmụọ nsọ,franticly
juputara,fraught
frazzle,frazzle
na -ama jijiji,frazzled
freak,freak
na -atụ egwu,freaking
enweghị ntụpọ,freakish
freakishly,freakishly
ntụpọ,freaks
ifriizi,freeze
na -ajụkwa oyi,freezes
kefriza,freezing
frenetic,frenetic
ugboro ugboro,frenetically
frenzied,frenzied
iwe,fret
dị egwu,fretful
ntụpọ,frets
esemokwu,friction
esemokwu,frictions
e ghere eghe,fried
friggin,friggin
frigging,frigging
itu egwu,frighten
na -atụ ụjọ,frighteningly
egwu,frightful
egwu,frightfully
kemmiri,frigid
ntu oyi,frost
iwe iwe,frown
kpọnwụrụ akpọnwụ,froze
oyi kpọnwụrụ,frozen
amịghị mkpụrụ,fruitless
amịghị mkpụrụ,fruitlessly
na -akụda mmụọ,frustratingly
nkụda mmụọ,frustrations
mfe,fudge
onye gbara oso,fugitive
juputara,full-blown
mezuo,fulminate
fumble,fumble
uzu oku,fume
uzu oku,fumes
echiche nke fundamentalism,fundamentalism
ọchị,funky
na -atọ ụtọ,funnily
ọchị,funny
n'iwe,furiously
iwe iwe,furor
iwe,fury
ọgba aghara,fuss
iwe iwe,fussy
fustigate,fustigate
fusty,fusty
ihe efu,futile
efu,futilely
ihe efu,futility
ajị ajị,fuzzy
gabble,gabble
gaff,gaff
gafe,gaffe
nkwughachi,gainsay
onye na -ekwu okwu,gainsayer
gall,gall
na -ewute,galling
na -ewute,gallingly
galls,galls
onye ohi,gangster
gape,gape
mkpofu,garbage
garish,garish
iku ume,gasp
gauche,gauche
mara mma,gaudy
gawk,gawk
gawky,gawky
geeze,geezer
mgbukpọ,genocide
baa ọgaranya,get-rich
ihe egwu,ghastly
ghetto,ghetto
mmamịrị,ghosting
onye egwu,gibber
onye aghụghọ,gibberish
gibe,gibe
gimmick,gimmick
gimmicked,gimmicked
na -egbu egbu,gimmicking
gimmicks,gimmicks
gimmicky,gimmicky
ntigbaa,glare
na -amakụ,glaringly
glib,glib
dị mfe,glibly
ntụpọ,glitch
glitches,glitches
na -atọ ụtọ,gloatingly
na -enwu enwu,glower
iri nri,glut
gnawing,gnawing
ndụdụ,goad
na -agba ọsọ,goading
chi-egwu,god-awful
gbuo,goof
goofy,goofy
goon,goon
asịrị,gossip
na -enweghị amara,graceless
na -enweghị amara,gracelessly
aka,graft
grainy,grainy
mgba,grapple
grate,grate
e ji kpachie oghere,grating
oke,gravely
kegriiz,greasy
iwe,grievance
mkpesa,grievances
iru uju,grieve
na -eru uju,grieving
dị njọ,grievous
dị egwu,grievously
ihe ojoo,grim
ihere,grimace
egweri,grind
gripe,gripe
gripes,gripes
dị egwu,grisly
dị egwu,gritty
oke,grossly
dị egwu,grotesque
na -amakụ,grouch
dị oke egwu,grouchy
enweghị ala,groundless
grouse,grouse
ime mkpu,growl
iwe,grudge
iwe iwe,grudges
iwe iwe,grudging
na -ewe iwe,grudgingly
dị egwu,gruesome
dị njọ,gruesomely
gbuo,gruff
ntamu,grumble
iwe iwe,grumpier
nke kacha njọ,grumpiest
dị mpako,grumpily
mkpasu iwe,grumpish
mkpasu iwe,grumpy
aghụghọ,guile
na -ikpe ọmụma,guiltily
na -enweghị ntụpọ,gutless
gootu,gutter
mbanye anataghị ikike,hack
hacks,hacks
ụgbọ mmiri,haggard
haggle,haggle
ntutu isi,hairloss
obi abụọ,halfhearted
site n'obi abụọ,halfheartedly
hallucinate,hallucinate
ịmụ anya arọ nrọ,hallucination
mgbochi,hamper
na -egbochi,hampered
nwere nkwarụ,handicapped
kpọgidere,hang
kpọgidere,hangs
nsogbu,haphazard
harangue,harangue
mmanye egwu,harass
kpagburu,harassed
na -akpaghasị,harasses
mmaja,harassment
ọdụ ụgbọ mmiri,harboring
ọdụ ụgbọ mmiri,harbors
ike-kụrụ,hard-hit
akara ike,hard-line
ihe siri ike,hard-liner
hardball,hardball
kwesie ike,harden
obi tara mmiri,hardened
isi ike,hardheaded
obi tara mmiri,hardhearted
hardliner,hardliner
ndị isi ike,hardliners
ihe isi ike,hardships
harp,harpy
harridan,harridan
harrow,harrow
n'ụzọ ike,harshly
nsogbu,hasseling
nsogbu,hassle
nsogbu,hassled
nsogbu,hassles
mee ọsọ ọsọ,haste
mee ọsọ ọsọ,hastily
ngwa ngwa,hasty
ịkpọasị,hateful
ịkpọasị,hatefully
ịkpọasị,hatefulness
onye iro,hater
ịkpọasị,hatred
nganga,haughtily
mpako,haughty
na -achọ,haunting
egbe,hawkish
haywire,haywire
odachi,hazard
dị ize ndụ,hazardous
haze,haze
keanwuru,hazy
isi ọwụwa,head-aches
isi ọwụwa,headache
isi ọwụwa,headaches
obi mgbawa,heartbreaker
na -agbawa obi,heartbreakingly
enweghi obi,heartless
ọgọ mmụọ,heathen
aka-ike,heavy-handed
hek,heck
heckle,heckle
egwu,heckled
heckles,heckles
na -agwụ ike,hectic
oke,hedge
hedonistic,hedonistic
eleghara anya,heedless
dị elu,hefty
hegemonism,hegemonism
hegemonistic,hegemonistic
ịdị n'otu,hegemony
jọgburu onwe ya,heinous
hell-kpudo,hell-bent
hellion,hellion
hell,hells
na -enweghị enyemaka,helplessly
enweghị enyemaka,helplessness
ịjụ okwukwe,heresy
onye jụrụ okwukwe,heretic
jụrụ okwukwe,heretical
na -ekwusi ike,hestitant
ihe ojoo,hideous
na nzuzo,hideously
nzuzo,hideousness
ọnụ ahịa dị elu,high-priced
hiliarious,hiliarious
igbochi,hinder
na -agba ọsọ,hiss
na -agba ọsọ,hissed
na -amaja,hissing
hu-hum,ho-hum
akpa akpa,hoard
hobble,hobble
ezì,hogs
oghere,hollow
hoodium,hoodium
hoodwink,hoodwink
enweghị olileanya,hopelessly
igwe,horde
dị egwu,horrendously
egwu,horrid
na -emenye ụjọ,horrifies
egwu,horrify
na -emenye ụjọ,horrifying
egwu,horrifys
njigide,hostage
ibu agha,hostilities
iro,hostility
akwa na -ekpo ọkụ,hotbeds
hothead,hothead
isi ọkụ,hotheaded
ụlọ ọkụ,hothouse
hubris,hubris
hum,hum
iru mmiri,humid
ihere,humiliate
na -emechu ihu,humiliating
na -amaja,humming
eyịriri,hung
merụrụ ahụ,hurted
na -afụ ụfụ,hurtful
onye na -eme mkpọtụ,hustler
hype,hype
ihu abụọ,hypocricy
ihu abụọ,hypocrisy
onye ihu abụọ,hypocrite
ndị ihu abụọ,hypocrites
ihu abụọ,hypocritically
ihe omimi,hysteric
dị omimi,hysterically
nzuzu,idiocies
nzuzu,idiocy
n'echeghị echiche,idiotically
ndị nzuzu,idiots
na -abaghị uru,idle
onye nzuzu,ignoble
ihere,ignominious
na nlelị,ignominiously
ihere,ignominy
na-adụghị ọdụ,ill-advised
echeghị echiche,ill-conceived
akọwapụtaghị nke ọma,ill-defined
emeghị nke ọma,ill-designed
na-adịghị mma,ill-fated
enweghị ihu ọma,ill-favored
na-adịghị mma,ill-formed
àgwà na-adịghị mma,ill-mannered
na-adịghị mma,ill-natured
na-adịghị mma,ill-sorted
na-adịghị mma,ill-tempered
a na-emeso ya nke ọma,ill-treated
mmeso ọjọọ,ill-treatment
adịghị mma,ill-usage
ejighị ya kpọrọ ihe,ill-used
megidere iwu,illegally
iwu akwadoghị,illegitimate
iwu akwadoghị,illicit
amaghi akwukwo,illiterate
enweghị nghọta,illogic
enweghi uche,illogical
enweghị isi,illogically
nro,illusion
echiche efu,illusions
nrọ efu,illusory
efu,imaginary
ahaghị nhata,imbalance
imbroglio,imbroglio
adịghị mkpa,immaterial
akabeghị aka,immature
idi nso,imminence
ozugbo,imminently
emeghị ihe n'eziokwu,immoderate
n'adịghị mma,immoderately
mpako,immodest
omume rụrụ arụ,immoral
omume rụrụ arụ,immorality
omume rụrụ arụ,immorally
adighi agaghari,immovable
imebi,impair
nwere nkwarụ,impaired
enweghi nsogbu,impasse
enweghi ndidi,impatience
enweghi ndidi,impatiently
impeach,impeach
ihe mgbochi,impedance
igbochi,impede
ihe mgbochi,impediment
na -abịanụ,impending
enweghi ntachi obi,impenitent
ezughị okè,imperfection
ezughị okè,imperfections
ezughị oke,imperfectly
onye ọchịchị mmụọ,imperialist
imperil,imperil
imperious,imperious
imperiously,imperiously
nke anabataghi,impermissible
onwe,impersonal
enweghị isi,impertinent
n'egbughị oge,impetuous
n'egbughị oge,impetuously
enweghị nsọpụrụ,impiety
impinge,impinge
impious,impious
agaghi ekwe omume,implacable
ekweghi ekwe,implausible
ekweghị ekwe,implausibly
gụnyere,implicate
ntinye,implication
ịrịọ arịrịọ,implode
enweghị nkwanye ùgwù,impolite
enweghị nsọpụrụ,impolitely
impolitic,impolitic
imubanye,importunate
dị mkpa,importune
ndị na -akwalite,imposers
itinye mmanye,imposition
agaghị ekwe omume,impossible
enweghi ike,impossiblity
agaghị ekwe omume,impossibly
ịda ogbenye,impoverish
ogbenye,impoverished
adighi ike,impractical
adịghị asọpụrụ,imprecate
ezighi ezi,imprecise
n'ezoghị ọnụ,imprecisely
ezi uche,imprecision
tụọ mkpọrọ,imprison
mkporo,imprisonment
enweghi ike,improbability
agaghị ekwe omume,improbable
eleghị anya,improbably
na -ekwesịghị ekwesị,improper
na -ekwesịghị ekwesị,improperly
ekwesighi,impropriety
enweghị isi,imprudence
enweghị isi,imprudent
impudence,impudence
enweghị isi,impudent
n'echeghị eche,impudently
impugn,impugn
na -akpali agụụ mmekọahụ,impulsive
n'echeghị echiche,impulsively
ntaramahụhụ,impunity
adịghị ọcha,impure
adịghị ọcha,impurity
ezighi ezi,inaccuracies
ezighi ezi,inaccuracy
ezighi ezi,inaccurate
na -ezighi ezi,inaccurately
adịghị arụ ọrụ,inactive
adighi ike,inadequacy
ezughị oke,inadequately
enweghị isi,inadverent
n'adịghị ka,inadverently
inadvisable,inadvisable
n'amaghị ama,inadvisably
inane,inane
enweghị isi,inanely
ekwesighi,inappropriate
na -ekwesịghị ekwesị,inappropriately
adighi nma,inapt
enweghị nghọta,inaptitude
enweghị isi,inarticulate
na -elezighị anya,inattentive
adịghị anụ,inaudible
enweghị ike,incapably
akpachapụghị anya,incautious
na -agba ọkụ,incendiary
ihe nsure ọkụ,incense
n'akwụsịghị akwụsị,incessant
n'akwụsịghị akwụsị,incessantly
kpalie,incite
mkpali,incitement
incivility,incivility
mkparị,inclement
onye amaghị,incognizant
ekwekọghị,incoherence
enweghị nkwekọrịta,incoherent
incoherently,incoherently
enweghị atụ,incommensurate
enweghị atụ,incomparable
enweghị atụ,incomparably
adabaghi,incompatability
ndakorita,incompatibility
adabaghi,incompatible
adighi ike,incompetently
ezughi oke,incomplete
ekwenyeghi,incompliant
nke a na -apụghị ịghọta aghọta,incomprehensible
nghota,incomprehension
nke a na -apụghị ichetụ n'echiche,inconceivable
n'echeghị echiche,inconceivably
ekwekọghị ekwekọ,incongruous
ekwekọghị,incongruously
adighi ike,inconsequent
adịghị mkpa,inconsequential
enweghị isi,inconsequentially
enweghị isi,inconsequently
n'echeghị echiche,inconsiderately
ekwekọghị ekwekọ,inconsistence
ekwekọghị ekwekọ,inconsistencies
ekwekọghị ekwekọ,inconsistency
ekwekọghị ekwekọ,inconsistent
enweghị ike ịkasi obi,inconsolable
enweghị mgbagha,inconsolably
na -agbagwoju anya,inconstant
adighi ike,inconveniently
ezighi ezi,incorrect
na ezighi ezi,incorrectly
enweghị mgbagha,incorrigible
enweghị mgbanwe,incorrigibly
ekweghị ekwe,incredulous
enweghị atụ,incredulously
kụnye,inculcate
omume rụrụ arụ,indecency
adighi nma,indecent
n'ụzọ na -ekwesịghị ekwesị,indecently
enweghi uche,indecision
n'echeghị echiche,indecisively
arụrụala,indecorum
na -enweghị ike ime,indefensible
indelicate,indelicate
enweghị njedebe,indeterminable
enweghị njedebe,indeterminably
amaghị ama,indeterminate
ndị ogbenye,indigent
n'iwe,indignantly
enweghị nsọpụrụ,indignity
enweghị atụ,indiscernible
enweghị uche,indiscreet
akpachapụghị anya,indiscreetly
akpachapụghị anya,indiscretion
enweghị mmasi,indiscriminate
enweghị mmasị,indiscriminately
enweghị ịkpa ókè,indiscriminating
enweghị ike ịmata,indistinguishable
indoctrination,indoctrination
enweghị isi,indolent
mee ihe,indulge
adighi ike,ineffectiveness
adighi ike,ineffectual
enweghị isi,ineffectually
adighi ike,ineffectualness
enweghị ike,inefficacious
enweghi ike,inefficacy
adighi ike,inefficiency
adighi ike,inefficient
adighi ike,inefficiently
enweghị isi,inelegance
adighi ike,inelegant
oruru,ineligible
ahaghị nhata,ineloquent
enweghị aha,ineloquently
adịghị mma,inept
enweghị isi,ineptitude
adịghị mma,ineptly
ahaghị nhata,inequalities
ahaghị nhata,inequality
ahaghị nhata,inequitable
enweghị atụ,inequitably
ahaghị nhata,inequities
agbanahụ,inescapable
agbanahụ ya,inescapably
adịghị mkpa,inessential
ihe a na -apụghị izere ezere,inevitable
ihe a na -apụghị izere ezere,inevitably
enweghị mgbaghara,inexcusable
enweghị mgbaghara,inexcusably
enweghị atụ,inexorable
enweghị mgbagha,inexorably
enweghi uche,inexperience
enweghi uche,inexperienced
onye na -enweghị uche,inexpert
n'amaghị ama,inexpertly
enweghị atụ,inexpiable
enweghị nkọwa,inexplainable
enweghị atụ,inextricable
enweghị atụ,inextricably
aha ọjọọ,infamous
enweghị aha,infamously
aha ọjọọ,infamy
ọrịa,infection
ọrịa,infections
ịdị ala,inferiority
nke nwa,infernal
infest,infest
jupụtara,infested
onye ekweghi ekwe,infidel
ndị ekweghị ekwe,infidels
onye nbata,infiltrator
ndị na -abanye,infiltrators
esighi ike,infirm
na -afụ ọkụ,inflame
mbufụt,inflammation
mkpali,inflammatory
mbufụt,inflammed
gbakwunyere,inflated
onu oriri,inflationary
adịghị agbanwe agbanwe,inflexible
imerụ,inflict
mmebi iwu,infraction
ịda iwu,infringe
mmebi iwu,infringements
na -ewe iwe,infuriatingly
enweghị nsọpụrụ,inglorious
enweghị ekele,ingrate
enweghị ekele,ingratitude
mgbochi,inhibition
adighi nma,inhospitable
inhospitality,inhospitality
obi ọjọọ,inhuman
obi mmadu,inhumane
obi ọjọọ,inhumanity
ekwesighi,inimical
n'echeghị eche,inimically
ajọ omume,iniquitous
ajọ omume,iniquity
dị njọ,injudicious
mmerụ ahụ,injure
na -emerụ ahụ,injurious
ikpe na -ezighị ezi,injustices
okwu mkparị,innuendo
adịghị arụ ọrụ,inoperable
adabaghị,inopportune
oke,inordinate
akpachapụghị anya,inordinately
nzuzu,insanely
afọ ojuju,insatiable
enweghị ntụkwasị obi,insecurity
enweghi uche,insensible
enweghị mmetụta,insensitively
aghụghọ,insidious
eji aghụghọ,insidiously
ejighị ihe kpọrọ ihe,insignificance
enweghị isi,insignificantly
enweghi obi eziokwu,insincere
n'ebughị n'obi,insincerely
enweghị isi,insincerity
insinuate,insinuate
na -akpali,insinuating
mkpali,insinuation
enweghị ikewapụ,insociable
mpako,insolence
mkparị,insolent
nganga,insolently
emezughi,insolvent
insouciance,insouciance
