word,machine_translation,human_translation,machine_translation_updated
irksomeness,rashin kunya,sosa rai,sosa rai
irksomenesses,wanzamanta,sosa rai,sosa rai
ironical,mai ban dariya,NA,mai ban dariya
ironically,abin dariya,NA,abin dariya
ironies,baƙin ƙarfe,ababan dariya,ababan dariya
irragularity,rashin daidaituwa,NA,rashin daidaituwa
irrationalities,rashin tunani,NA,rashin tunani
irrationality,rashin hankali,NA,rashin hankali
irrationally,rashin tunani,NA,rashin tunani
irrationals,marasa hankali,NA,marasa hankali
irreconcilable,wanda ba zai iya daidaitawa ba,NA,wanda ba zai iya daidaitawa ba
irrecoverable,wanda ba a iya gyarawa,NA,wanda ba a iya gyarawa
irrecoverableness,rashin gyarawa,NA,rashin gyarawa
irrecoverablenesses,rashin gyarawa,NA,rashin gyarawa
irrecoverably,wanda ba zai iya magancewa ba,NA,wanda ba zai iya magancewa ba
irredeemable,wanda ba zai yiwu ba,NA,wanda ba zai yiwu ba
irredeemably,wanda babu makawa,NA,wanda babu makawa
irreformable,wanda ba zai iya daidaitawa ba,NA,wanda ba zai iya daidaitawa ba
irregular,wanda bai bi ka'ida ko doka ba,NA,wanda bai bi ka'ida ko doka ba
irregularity,rashin daidaituwa,NA,rashin daidaituwa
irrelevance,rashin dacewa,NA,rashin dacewa
irrelevant,bashi da mahimmanci,NA,bashi da mahimmanci
irreparable,wanda ba a iya gyarawa,NA,wanda ba a iya gyarawa
irreplacible,wanda ba a iya bayyanawa,NA,wanda ba a iya bayyanawa
irrepressible,wanda ba a iya tantancce,NA,wanda ba a iya tantancce
irresolvable,wanda ba a iya warware shi,NA,wanda ba a iya warware shi
irresponsible,rashin kulawa,ras,ras
irresponsibly,rashin kulawa,NA,rashin kulawa
irretating,rashin nutsuwa,NA,rashin nutsuwa
irretrievable,wanda ba za a iya sakewa ba,NA,wanda ba za a iya sakewa ba
irritable,m,mai ban haushi,mai ban haushi
irritably,cikin haushi,NA,cikin haushi
irritant,mai haushi,NA,mai haushi
irritation,hangula,NA,hangula
irritations,fushin,NA,fushin
isolate,ware,NA,ware
isolation,kaɗaici,NA,kaɗaici
issue,fitowar,batu,batu
issues,batutuwa,NA,batutuwa
itch,ƙaiƙayi,NA,ƙaiƙayi
itching,ƙaiƙayi,NA,ƙaiƙayi
jabber,jabber,saurin magana,saurin magana
jaded,jaded,gundura,gundura
jagged,jagged,kaifi,kaifi
jam,jam,bala'i,bala'i
jarring,jarring,mai sa jijjiga,mai sa jijjiga
jaundiced,jaundiced,kyashi,kyashi
jealously,mai kishi,NA,mai kishi
jealousness,kishi,NA,kishi
jealousy,kishi,NA,kishi
jeer,jeer,ba'a,ba'a
jeering,izgili,NA,izgili
jeeringly,ba'a,NA,ba'a
jeers,abin dariya,yana ba'a,yana ba'a
jeopardize,jefa cikin haɗari,NA,jefa cikin haɗari
jerky,jerky,mai daddakirewa,mai daddakirewa
jitter,mai siyarwa,jin tsoro,jin tsoro
jitters,jitters,ya na jin tsoro,ya na jin tsoro
jittery,jituwa,jin tsoro,jin tsoro
job-killing,kashe-kashe,wahala da rashin 'yanci,wahala da rashin 'yanci
jobless,rashin aikin yi,NA,rashin aikin yi
joke,wargi,NA,wargi
joker,mai wasa,NA,mai wasa
jolt,taunawa,NA,taunawa
judder,mai hukunci,NA,mai hukunci
juddering,yin hukunci,NA,yin hukunci
judders,masu yanke hukunci,NA,masu yanke hukunci
junk,takarce,tarkace,tarkace
junky,junky,mai tarkace,mai tarkace
junkyard,junkyard,matartkata,matartkata
jutter,tsutsa,NA,tsutsa
jitters,jutters,karshen jin tsoro,karshen jin tsoro
kaput,kaput,mara amfani,mara amfani
killer,mai kisa,NA,mai kisa
killjoy,kashewa,kashe jiki,kashe jiki
knave,ƙwanƙwasa,NA,ƙwanƙwasa
knife,wuka,NA,wuka
knock,buga,NA,buga
knotted,kulli,NA,kulli
kook,kook,mahaukaci,mahaukaci
kooky,kooky,na hauka,na hauka
lacked,rasa,NA,rasa
lackey,lackey,yaron gida,yaron gida
lackeys,lackeys,ya na bauta,ya na bauta
lacking,rashin,NA,rashin
lackluster,rashi,rashin birgewa,rashin birgewa
lacks,rashin,Ya rasa,Ya rasa
laconic,laconic,mara magana da yawa,mara magana da yawa
laggy,laggy,mai aiki a hankali,mai aiki a hankali
laid-off,kwanciya,NA,kwanciya
lambast,lambast,suka,suka
lambaste,lambaste,suka,suka
lame-duck,Duck,rashin nasara,rashin nasara
lament,makoki,nadama,nadama
lamentable,makoki,abin nadama,abin nadama
lamentably,makoki,cikin nadama,cikin nadama
languid,lafin,NA,lafin
languish,laɓe,NA,laɓe
languor,laushi,NA,laushi
languorous,mai wahala,NA,mai wahala
languorously,azamanini,gajiyayye,gajiyayye
lanky,lanky,siriri,siriri
lapse,ɓata,NA,ɓata
lapsed,laps,ya/ta bata,ya/ta bata
lapses,lapses,fancale,fancale
lascivious,lasoshi,jarababbe,jarababbe
last-ditch,karshen-tsanya,a karshen lamari,a karshen lamari
latency,rashin jinkiri,NA,rashin jinkiri
laughable,dariya,abin dariya,abin dariya
laughably,dariya,cikin dariya,cikin dariya
laughingstock,dariya,abin dariya,abin dariya
lawbreaker,mai karya doka,NA,mai karya doka
lawbreaking,karya doka,NA,karya doka
lawless,rashin bin doka,NA,rashin bin doka
lawlessness,rashin bin doka,NA,rashin bin doka
layoff,sallama,NA,sallama
layoff-happy,layoff-farin ciki,NA,layoff-farin ciki
leakage,kwarara,zurara,zurara
leakages,leakages,zurara,zurara
leaking,yayyo,yoyo,yoyo
leaks,kwarara,yoyo,yoyo
leaky,malala,NA,malala
lech,lech,jaraba,jaraba
lecher,lecher,jarababbe,jarababbe
lecherous,leche,son jima'i,son jima'i
lechery,lechery,son jima'i,son jima'i
leech,leech,mutum kaska,mutum kaska
leer,leer,kallon jaraba,kallon jaraba
leery,leery,mai kallon jaraba,mai kallon jaraba
left-leaning,jingina-hagu,haguntawa,haguntawa
lemon,lemun tsami,NA,lemun tsami
lengthy,tsayi,NA,tsayi
less-developed,ƙasa da ƙasa,koma baya,koma baya
lesser-known,karami sananne,rashin shahara,rashin shahara
letch,leda,NA,leda
lethal,na mutuwa,NA,na mutuwa
lewd,alfasha,NA,alfasha
lewdly,lalaci,NA,lalaci
lewdness,lalata,NA,lalata
liability,abin alhaki,NA,abin alhaki
liable,abin dogaro,NA,abin dogaro
licentious,maras lasisi,NA,maras lasisi
licentiously,asirina,maras da'a a bangaren jima'i,maras da'a a bangaren jima'i
licentiousness,lalata,NA,lalata
lie,karya,NA,karya
lier,lier,makaryaci,makaryaci
lies,karya,NA,karya
life-threatening,barazanar rai,NA,barazanar rai
lifeless,mara rai,NA,mara rai
limit,iyaka,NA,iyaka
limitations,gazawa,gazawa,gazawa
limp,yi ɗingishi,NA,yi ɗingishi
listless,m,mara iyaka,mara iyaka
little-known,kaɗan-sananne,rashin shahara,rashin shahara
lividly,a bayyane,NA,a bayyane
loath,ƙyama,NA,ƙyama
loathly,ƙyama,NA,ƙyama
loathsome,abin ƙyama,NA,abin ƙyama
loathsomely,loathsomely,a kyamace,a kyamace
lone,kadaici,NA,kadaici
loneliness,kadaici,NA,kadaici
loner,kadaici,NA,kadaici
long-time,kwana biyu,NA,kwana biyu
long-winded,dogon-iska,NA,dogon-iska
longingly,dogon buri,NA,dogon buri
loophole,madauki,NA,madauki
loopholes,madaukai,NA,madaukai
loot,ganima,NA,ganima
lorn,lorn,kadaici,kadaici
lose,rasa,NA,rasa
losers,masu hasara,NA,masu hasara
loses,yayi asara,NA,yayi asara
losses,asara,NA,asara
loud,da ƙarfi,NA,da ƙarfi
louder,da ƙarfi,NA,da ƙarfi
lousy,lousy,mara kyau,mara kyau
loveless,rashin kauna,NA,rashin kauna
lovelorn,masoyi,NA,masoyi
low-rated,low-rated,kaskanta,kaskanta
lowly,kaskantacce,NA,kaskantacce
ludicrous,annashuwa,NA,annashuwa
ludicrously,dayanar,cikin annashuwa,cikin annashuwa
lukewarm,lukewarm,rashin nuna damuwa sosai,rashin nuna damuwa sosai
lull,lull,lallashi,lallashi
lumpy,dunƙule,NA,dunƙule
lunaticism,mahaukaci,NA,mahaukaci
lurch,ɓata,NA,ɓata
lure,yaudara,NA,yaudara
lurid,lurid,karfin haske mai damu,karfin haske mai damu
lying,kwance,NA,kwance
macabre,macabre,mai damu,mai damu
madden,mahaukaci,NA,mahaukaci
maddeningly,maddeningly,a haukace,a haukace
madder,mahaukaci,NA,mahaukaci
madman,mahaukaci,NA,mahaukaci
maladjusted,ba a gyara ba,NA,ba a gyara ba
maladjustment,rashin daidaitawa,NA,rashin daidaitawa
malady,rashin lafiya,NA,rashin lafiya
malaise,rashin lafiya,NA,rashin lafiya
malcontent,rashin cikakken aiki,NA,rashin cikakken aiki
malcontented,rashin wadata,NA,rashin wadata
maledict,la'ana,NA,la'ana
malevolence,rashin karfin jiki,NA,rashin karfin jiki
malevolent,mara kyau,NA,mara kyau
malevolently,marabacin,NA,marabacin
malice,sharri,NA,sharri
malicious,sharri,NA,sharri
maliciously,da qeta,yin mugunta,yin mugunta
maliciousness,zalunci,NA,zalunci
malign,mugu,NA,mugu
malignant,mugu,NA,mugu
malodorous,malodorous,doyi,doyi
maltreatment,rashin kulawa,NA,rashin kulawa
mangle,mangle,barnatarwa,barnatarwa
mangled,mangled,barnatarwa,barnatarwa
mangles,mangwaro,ya na barnatarwa,ya na barnatarwa
mangling,mangwa,yin barna,yin barna
mania,mania,tabin kwakwalwa,tabin kwakwalwa
maniac,mahaukaci,NA,mahaukaci
maniacal,maniacal,tabin kwakwalwa,tabin kwakwalwa
manic,rashin lafiya,NA,rashin lafiya
manipulate,yi amfani da shi,sarrafawa,sarrafawa
manipulative,magudi,sarrafa,sarrafa
manipulators,magudi,sarrafa,sarrafa
mar,mar,bata,bata
marginal,m,kadan,kadan
marginally,kad'an,NA,kad'an
martyrdom,shahada,NA,shahada
martyrdom-seeking,neman shahada,NA,neman shahada
mashed,mashed,matsewa,matsewa
massacre,kisan kiyashi,NA,kisan kiyashi
massacres,kisan kiyashi,NA,kisan kiyashi
matte,matte,curewa,curewa
mawkish,mawkish,raunin zuciya,raunin zuciya
mawkishly,mawkishly,raunin zuciya,raunin zuciya
mawkishness,mawkishness,raunin zuciya,raunin zuciya
meager,kadan,NA,kadan
meanness,rashin ma'ana,NA,rashin ma'ana
measly,gwargwado,NA,gwargwado
meddle,shiga tsakani,NA,shiga tsakani
meddlesome,madubin tunani,NA,madubin tunani
mediocre,matsakaici,NA,matsakaici
melodramatic,karin bayani,NA,karin bayani
melodramatically,karin bayani,NA,karin bayani
meltdown,narkewa,NA,narkewa
menacing,menacing,mai hadari,mai hadari
menacingly,menacingly,cikin hadari,cikin hadari
mendacious,mendacious,tilas,tilas
mendacity,mendacity,tilaa,tilaa
menial,maras kyau,NA,maras kyau
merciless,mara tausayi,NA,mara tausayi
mercilessly,rashin tausayi,NA,rashin tausayi
messes,rikici,NA,rikici
messing,rikici,NA,rikici
messy,m,mai rikici,mai rikici
midget,matsakaita,NA,matsakaita
miff,musifa,NA,musifa
militancy,tsageranci,NA,tsageranci
mindlessly,ba da hankali ba,NA,ba da hankali ba
mirage,ƙyau,NA,ƙyau
mire,laka,NA,laka
misalign,misalign,rashin daidaito,rashin daidaito
misaligned,misaligned,rashin daidaito,rashin daidaito
misaligns,misaligns,rashin daidaito,rashin daidaito
misapprehend,rashin fahimta,NA,rashin fahimta
misbecome,rashin kyau,NA,rashin kyau
misbecoming,rashin kyau,NA,rashin kyau
misbegotten,misbegotten,guguwar fahimta,guguwar fahimta
misbehavior,rashin da'a,NA,rashin da'a
miscalculate,yi kuskure,NA,yi kuskure
miscalculation,kuskure,NA,kuskure
miscellaneous,daban-daban,NA,daban-daban
mischievous,mischievous,jan rigima,jan rigima
mischievously,mischievously,rigima,rigima
misconception,rashin fahimta,NA,rashin fahimta
misconceptions,rashin fahimta,NA,rashin fahimta
miscreant,miscreant,mai laifi,mai laifi
miscreants,miscreants,masu laifi,masu laifi
misdirection,bata gari,NA,bata gari
miser,mai wahala,NA,mai wahala
miserableness,zullumi,NA,zullumi
miserably,masifa,NA,masifa
miseries,miseries,kunci,kunci
miserly,miserly,damuwa,damuwa
misfit,rashin dacewa,NA,rashin dacewa
misfortune,masifa,rashin saa,rashin saa
misgivings,misgivings,kokwanto,kokwanto
misguidance,bata,rashin jan gora,rashin jan gora
misguide,ɓata,NA,ɓata
misguided,bata,NA,bata
mishandle,mishandle,wasarere,wasarere
mishap,ɓarna,NA,ɓarna
misinform,bata labari,rashin sanarwa,rashin sanarwa
misinterpret,rashin fahimta,NA,rashin fahimta
misjudge,kuskure,NA,kuskure
misjudgment,rashin yanke hukunci,NA,rashin yanke hukunci
mislead,yaudara,NA,yaudara
misleadingly,bata gari,NA,bata gari
mislike,mislike,maras kyau,maras kyau
mismanage,rashin kulawa,NA,rashin kulawa
mispronounce,ɓarna,NA,ɓarna
mispronounced,mispronounced,tunruben harshe,tunruben harshe
mispronounces,kuskure,NA,kuskure
misreading,rashin karantawa,NA,rashin karantawa
misrepresent,bata suna,NA,bata suna
misses,kuskure,NA,kuskure
misstatement,ɓacin hankali,NA,ɓacin hankali
mist,hazo,NA,hazo
mistakenly,kuskure,NA,kuskure
mistified,bata gari,NA,bata gari
mistress,farka,mace,mace
mistrust,rashin yarda,NA,rashin yarda
mistrustful,rashin amana,NA,rashin amana
mistrustfully,rashin amana,NA,rashin amana
mists,hazo,NA,hazo
misunderstandings,rashin fahimta,NA,rashin fahimta
misuse,rashin amfani,NA,rashin amfani
mobster,ɓarna,mabarnaci,mabarnaci
mockeries,masu ba'a,NA,masu ba'a
mockery,izgili,NA,izgili
mockingly,ba'a,NA,ba'a
molest,lalatacce,NA,lalatacce
molestation,tsangwama,NA,tsangwama
monotonous,monotonous,gundura,gundura
monotony,monotony,gundura,gundura
monster,dodo,NA,dodo
monstrosities,alkunya,NA,alkunya
monstrosity,dodo,NA,dodo
monstrous,dodo,NA,dodo
monstrously,danshi,mummuna matuka,mummuna matuka
moot,moot,taso da wata magana,taso da wata magana
morbid,m,mara dadi,mara dadi
morbidly,da kyau,mara dadi,mara dadi
mordant,mordant,cin fuaka,cin fuaka
mordantly,mordantly,yanayin cin fuska,yanayin cin fuska
moribund,cika lokaci,gargarar mutuwa,gargarar mutuwa
moronic,izgili,NA,izgili
morons,morons,yana  izgili,yana  izgili
mortification,lalata,NA,lalata
mortified,ya mutu,NA,ya mutu
mortify,kashewa,NA,kashewa
mortifying,shafe-shafe,NA,shafe-shafe
motionless,m,mara motsi,mara motsi
motley,motley,matattara,matattara
mourner,makoci,mai jimamin mutuwa,mai jimamin mutuwa
mournfully,cikin jimami,NA,cikin jimami
muddle,laka,NA,laka
muddy,laka,NA,laka
mudslinger,laka_wan,mai cin mutuncin jama'a,mai cin mutuncin jama'a
mudslinging,mudsinging,yarfe,yarfe
mulish,mulish,taurin kai,taurin kai
multi-polarization,musayar ra'ayi da yawa,NA,musayar ra'ayi da yawa
mundane,mundane,abu na yau da gobe,abu na yau da gobe
murderously,kisan kai,NA,kisan kai
murky,murky,mai duhu,mai duhu
muscle-flexing,juya-tsoka,lankwasa jiki,lankwasa jiki
mushy,mushy,mai taushi,mai taushi
musty,musty,wanda ya dade,wanda ya dade
mysterious,m,mai wuyar fahimta,mai wuyar fahimta
mysteriously,abin al'ajabi,NA,abin al'ajabi
mystery,asiri,NA,asiri
mystify,rufawa,NA,rufawa
nag,nag,addaba,addaba
nagging,nagging,addabi,addabi
naively,wauta,NA,wauta
narrower,kunkuntar,mai takurewa,mai takurewa
nastily,nastily,rashin mutunci,rashin mutunci
nastiness,nastness,rashin mutunci,rashin mutunci
naughty,fitina,NA,fitina
nauseate,tashin zuciya,NA,tashin zuciya
nauseates,jiri,NA,jiri
nauseating,tashin zuciya,NA,tashin zuciya
nauseatingly,jiri,NA,jiri
nebulous,mara dadi,burkitacce,burkitacce
nebulously,ba da hankali,a burkice,a burkice
needless,mara bukata,NA,mara bukata
needlessly,bukata,a halin rashin bukata,a halin rashin bukata
nefarious,mara kyau,NA,mara kyau
nefariously,nefariously,a rashin kyau,a rashin kyau
negate,ba daidai ba,NA,ba daidai ba
negation,ƙi,korewa,korewa
negatives,korau,NA,korau
negligence,sakaci,NA,sakaci
negligent,sakaci,NA,sakaci
nemesis,nemesis,abokin gaba,abokin gaba
nepotism,nuna son kai,NA,nuna son kai
nervousness,juyayi,NA,juyayi
nettle,nettle,fusata wani,fusata wani
nettlesome,mai amfani,mai tsokana,mai tsokana
neurotic,neurotic,mutum mai damuwa,mutum mai damuwa
neurotically,ba tare da damuwa ba,NA,ba tare da damuwa ba
niggle,niggle,damun mutum,damun mutum
niggles,niggles,ya dami,ya dami
nightmare,mafarkin dare,NA,mafarkin dare
nightmarish,malamar dare,abin firgici,abin firgici
nightmarishly,cikin dare,tsohon dare,tsohon dare
nitpick,nitpick,gano kananan kusakurai,gano kananan kusakurai
nitpicking,shayarwa,gano kananan kusakurai,gano kananan kusakurai
noise,amo,murya,murya
noises,surutu,NA,surutu
noisier,mai surutu,NA,mai surutu
non-confidence,rashin amincewa,NA,rashin amincewa
nonexistent,babu,abun da babu shi,abun da babu shi
nonresponsive,ba amsa,rashin amsa,rashin amsa
notoriety,sananne,NA,sananne
notoriously,sananne,NA,sananne
noxious,m,mai cutarwa,mai cutarwa
nuisance,fitina,NA,fitina
obese,kiba,NA,kiba
object,abu,NA,abu
objection,ƙin yarda,NA,ƙin yarda
objectionable,abar yarda,NA,abar yarda
objections,ƙin yarda,NA,ƙin yarda
oblique,haruffa,abin da aka fada ko aikata ba kai tsaye ba,abin da aka fada ko aikata ba kai tsaye ba
oblivious,gafala,NA,gafala
obnoxiously,rashin kulawa,NA,rashin kulawa
obscenely,batsa,NA,batsa
obscenity,alfasha,NA,alfasha
obscure,m,boyayye,boyayye
obscured,duhu,NA,duhu
obscures,duhu,NA,duhu
obscurity,duhu,NA,duhu
obsess,damu,NA,damu
obsessive,m,damuwa,damuwa
obsessively,cikin damuwa,NA,cikin damuwa
obsessiveness,muguwar magana,damuwa,damuwa
obstinately,taurin kai,NA,taurin kai
obstruct,toshewa,NA,toshewa
obstructed,an hana,NA,an hana
obstructing,hanawa,NA,hanawa
obstruction,toshewa,NA,toshewa
obstructs,toshewa,yana hana,yana hana
obtrusive,obtrusive,sananne,sananne
obtuse,rashin kulawa,NA,rashin kulawa
occlude,ɓoye,NA,ɓoye
occluded,ɓoye,NA,ɓoye
occludes,rufawa,NA,rufawa
occluding,rufewa,NA,rufewa
odder,odder,bakon abu,bakon abu
oddest,mafi munin,NA,mafi munin
oddities,oddities,abubuwa na daban,abubuwa na daban
oddity,oddity,mutum na daban,mutum na daban
oddly,mara kyau,NA,mara kyau
odor,wari,NA,wari
offence,laifi,NA,laifi
offenses,laifuka,NA,laifuka
offensive,m,na laifi,na laifi
offensively,tsokana,NA,tsokana
offensiveness,tashin hankali,NA,tashin hankali
officious,hukuma,NA,hukuma
ominous,mai ban tsoro,NA,mai ban tsoro
ominously,ominously,mai ban tsoro,mai ban tsoro
omission,tsallake,NA,tsallake
omit,ƙetare,NA,ƙetare
one-sided,mai gefe daya,NA,mai gefe daya
onerous,mai ban tsoro,NA,mai ban tsoro
onerously,Yana cikin,cikin bantsoro,cikin bantsoro
onslaught,kai hari,NA,kai hari
opinionated,ra'ayi,NA,ra'ayi
opponent,abokin gaba,NA,abokin gaba
opportunistic,dama,NA,dama
oppose,yi hamayya,NA,yi hamayya
opposition,adawa,NA,adawa
oppositions,adawa,NA,adawa
oppress,zalunci,NA,zalunci
oppression,zalunci,NA,zalunci
oppressively,da zalunci,NA,da zalunci
oppressiveness,zalunci,NA,zalunci
oppressors,azzalumai,NA,azzalumai
ordeal,wahala,NA,wahala
orphan,maraya,NA,maraya
ostracize,watsar da,NA,watsar da
outbreak,ɓarkewa,NA,ɓarkewa
outburst,fitarwa,fashewa,fashewa
outbursts,fashewa da kuka,ya fashe da kuka,ya fashe da kuka
outcast,fatattaka,gujajje,gujajje
outlaw,haramtacce,NA,haramtacce
outmoded,yayi zamani,tsohon yayi,tsohon yayi
outrageous,wuce gona da iri,NA,wuce gona da iri
outrageously,wuce gona da iri,NA,wuce gona da iri
outrageousness,wuce gona da iri,NA,wuce gona da iri
outrages,fitarwa,NA,fitarwa
outsider,bare,NA,bare
over-acted,wuce gona da iri,wuce makadi da rawa,wuce makadi da rawa
over-awe,bisa-tsoro,NA,bisa-tsoro
over-balanced,kan-daidaita,NA,kan-daidaita
over-hyped,wuce gona da iri,zuzutawa,zuzutawa
over-priced,farashi mai tsada,NA,farashi mai tsada
over-valuation,-imar farashi,NA,-imar farashi
overact,wuce gona da iri,NA,wuce gona da iri
overacted,cikawa,NA,cikawa
overawe,overawe,birgewa,birgewa
overbalance,daidaitawa,NA,daidaitawa
overbalanced,daidaitawa,NA,daidaitawa
overblown,overblown,mai son nuna isa,mai son nuna isa
overdo,wuce gona da iri,NA,wuce gona da iri
overdone,wuce gona da iri,NA,wuce gona da iri
overdue,latti,NA,latti
overemphasize,cika magana da karfi,NA,cika magana da karfi
overheat,zafi fiye da kima,NA,zafi fiye da kima
overkill,overkill,lalatawa fiye da kima,lalatawa fiye da kima
overloaded,yi obalodi,dankarawa fiye da kima,dankarawa fiye da kima
overlook,kau da kai,NA,kau da kai
overpaid,ƙarin biya,aringizo,aringizo
overpayed,cika aiki,aringizo,aringizo
overplay,overplay,zuguguta lamari,zuguguta lamari
overpower,fin karfi,NA,fin karfi
overpriced,farashi mai tsada,NA,farashi mai tsada
overrated,overrated,kambamawa,kambamawa
overreach,wuce gona da iri,NA,wuce gona da iri
overrun,overrun,mamaye guri,mamaye guri
overshadow,inuwantuwa,danne hasken wani,danne hasken wani
oversight,kulawa,dauke kai,dauke kai
oversights,kulawa,dauke kai,dauke kai
oversize,cika girma,NA,cika girma
overstate,wuce gona da iri,NA,wuce gona da iri
overstated,karin bayani,NA,karin bayani
overstates,karin bayani,NA,karin bayani
overtaxed,karin haraji,NA,karin haraji
overthrow,tumbuke,NA,tumbuke
overthrows,juji,ya tumbuke,ya tumbuke
overturn,kifar da ita,kifarwa,kifarwa
overwhelm,cika,NA,cika
overwhelmed,cika,NA,cika
overwhelming,saran,mamaya,mamaya
overwhelmingly,da ƙari,NA,da ƙari
overwhelms,mamaye,ya mamaye,ya mamaye
overzealous,yawan kishi,NA,yawan kishi
overzealously,yawan kishi,NA,yawan kishi
overzelous,wuce gona da iri,NA,wuce gona da iri
painful,mai raɗaɗi,NA,mai raɗaɗi
painfull,mai raɗaɗi,NA,mai raɗaɗi
painfully,da zafi,NA,da zafi
pains,zafi,yana jin ciwo,yana jin ciwo
pale,kodadde,NA,kodadde
pales,pales,kodaddu,kodaddu
paltry,maras kyau,NA,maras kyau
pan,kwanon rufi,NA,kwanon rufi
pandemonium,annoba,NA,annoba
pander,dafa,NA,dafa
pandering,pandering,dafawa,dafawa
panders,panders,yana  dafawa,yana  dafawa
panick,firgita,NA,firgita
panicking,tsoro,NA,tsoro
panicky,tsoro,NA,tsoro
paradoxical,sabanin ra'ayi,NA,sabanin ra'ayi
paradoxically,sabanin haka,NA,sabanin haka
paralize,paralize,shanyewar jiki,shanyewar jiki
paralyzed,shanyayyen,NA,shanyayyen
paranoia,paranoia,cutar jin tsoro,cutar jin tsoro
paranoid,rashin hankali,NA,rashin hankali
parasite,m,kaska rabi mai jini,kaska rabi mai jini
pariah,pariah,wanda aka tsangwame shi,wanda aka tsangwame shi
parody,wasan barkwanci,NA,wasan barkwanci
partiality,son zuciya,NA,son zuciya
partisan,bangaranci,yan jam'iyya,yan jam'iyya
partisans,'yan bangar siyasa,NA,'yan bangar siyasa
passe,wucewa,NA,wucewa
passiveness,wucewa,NA,wucewa
pathetically,pathetically,k cusa bacin rai,k cusa bacin rai
patronize,tallata,saya,saya
paucity,rashin wadata,NA,rashin wadata
pauper,talakawa,talaka,talaka
paupers,barayin,talakwa,talakwa
payback,biya,NA,biya
peculiar,peculiar,daban,daban
peculiarly,peculiarly,na daban,na daban
pedantic,mai tafiya,NA,mai tafiya
peeled,bawo,NA,bawo
peeve,peeve,cusgunawa,cusgunawa
peeved,peeke,cusgunawa,cusgunawa
peevish,peivish,nuna damuwa,nuna damuwa
peevishly,peevishly,cikin damuwa,cikin damuwa
penalize,hukunta,NA,hukunta
perfidious,mai kamshi,NA,mai kamshi
perfidity,kamshi,NA,kamshi
perfunctory,abin aiki,NA,abin aiki
perilous,haɗari,NA,haɗari
perilously,cikin haɗari,NA,cikin haɗari
perish,halaka,NA,halaka
pernicious,lalatattu,NA,lalatattu
perplex,rikitarwa,NA,rikitarwa
perplexing,rikicewa,NA,rikicewa
perplexity,rikicewa,NA,rikicewa
persecution,tsanantawa,NA,tsanantawa
pertinacious,mai amfani,NA,mai amfani
pertinaciously,akasi,mai amfani,mai amfani
pertinacity,pertinacity,alfanu,alfanu
perturb,rikicewa,NA,rikicewa
pervasive,ko'ina,NA,ko'ina
perverse,karkace,NA,karkace
perversely,karkace,NA,karkace
perversion,karkatarwa,NA,karkatarwa
perversity,karkatarwa,NA,karkatarwa
pervert,karkace,NA,karkace
perverted,karkace,NA,karkace
perverts,masu karkatarwa,ya  karkace,ya  karkace
pessimistically,rashin tsammani,NA,rashin tsammani
pest,kwaro,NA,kwaro
pestilent,annoba,NA,annoba
petrify,karawa,NA,karawa
pettifog,karashan,NA,karashan
petty,karama,NA,karama
phobia,phobia,lalurar tsorata,lalurar tsorata
phony,phony,goge,goge
picket,mai tsami,NA,mai tsami
picketed,tsamiya,NA,tsamiya
picketing,kayan cin abinci,NA,kayan cin abinci
pickets,tsinke,NA,tsinke
picky,karba,NA,karba
pig,alade,NA,alade
pigs,aladu,NA,aladu
pillage,ganima,NA,ganima
pillory,matashin kai,NA,matashin kai
pimple,pimple,tusar jaki,tusar jaki
pinch,tsunkule,NA,tsunkule
pitiable,abin tausayi,NA,abin tausayi
pitiful,mai tausayi,NA,mai tausayi
pitifully,abin tausayi,NA,abin tausayi
pitiless,mara tausayi,NA,mara tausayi
pitilessly,rashin tausayi,NA,rashin tausayi
pittance,rarar kudi,NA,rarar kudi
plagiarize,sata,NA,sata
plague,annoba,NA,annoba
plasticky,roba,NA,roba
plaything,wasa,NA,wasa
plea,roƙo,NA,roƙo
pleas,roko,NA,roko
plebeian,beasassun,mutum makaskanci,mutum makaskanci
plight,wahala,NA,wahala
plot,mãkirci,dasisa,dasisa
plotters,masu makirci,NA,masu makirci
ploy,makirci,NA,makirci
plunder,waso,NA,waso
plunderer,ganima,NA,ganima
pointless,mara ma'ana,NA,mara ma'ana
pointlessly,mara ma'ana,NA,mara ma'ana
poisonous,mai guba,NA,mai guba
poisonously,mai guba,NA,mai guba
poky,Paiy,karami,karami
polarisation,rarrabuwar kai,NA,rarrabuwar kai
polemize,karin bayani,NA,karin bayani
polution,ruwan sha,NA,ruwan sha
pompous,girman kai,NA,girman kai
poorly,talauci,NA,talauci
posturing,aikawa,NA,aikawa
pout,nunawa,NA,nunawa
prate,NA,sambatu,sambatu
pratfall,pratfall,abin tozarci,abin tozarci
prattle,prattle,zance mara kai,zance mara kai
precarious,aminci,NA,aminci
precariously,cikin damuwa,NA,cikin damuwa
precipitate,zuga,NA,zuga
precipitous,precipitous,mai zuga,mai zuga
predatory,mai farauta,NA,mai farauta
predicament,mawuyacin hali,NA,mawuyacin hali
prejudge,prejudge,yanke hukunci ba da hujja ba,yanke hukunci ba da hujja ba
prejudice,son zuciya,NA,son zuciya
prejudices,son zuciya,NA,son zuciya
prejudicial,nuna bambanci,NA,nuna bambanci
premeditated,shirya,NA,shirya
preoccupy,shagaltarwa,NA,shagaltarwa
