word,machine_translation,human_translation,machine_translation_updated,emotion,emotion_intensity_score
exalted,gbega,gbéga,gbéga,joy,0.591
fortune,orire,oríire,oríire,joy,0.591
summer,igba ooru,ìgbà ooru,ìgbà ooru,joy,0.591
overflowing,àkúnwọ́sílẹ̀,àkúnwọ́sílẹ̀,àkúnwọ́sílẹ̀,joy,0.588
woot,woot,irin ilẹ̀ india,irin ilẹ̀ india,joy,0.588
rollicking,yiyipo,yíyípo,yíyípo,joy,0.588
contented,itelorun,ìtẹ́lọ́rùn,ìtẹ́lọ́rùn,joy,0.588
accolade,iyin,ìyìn,ìyìn,joy,0.586
hope,ireti,ìrètí,ìrètí,joy,0.586
cozy,farabale,farabalẹ̀,farabalẹ̀,joy,0.583
delicious,adun,adùn,adùn,joy,0.579
darling,olufẹ,olùfẹ́,olùfẹ́,joy,0.578
praise,iyin,ìyìn,ìyìn,joy,0.578
raving,raving,ọ̀rọ̀ líle,ọ̀rọ̀ líle,joy,0.578
picturesque,alaworan,aláwòrán,aláwòrán,joy,0.578
sensuous,ti ifẹkufẹ,ti ìfẹ́kúfẹẹ,ti ìfẹ́kúfẹẹ,joy,0.578
ambition,okanjuwa,ọ̀kánjúwà,ọ̀kánjúwà,joy,0.578
everlasting,ayeraye,ayérayé,ayérayé,joy,0.578
thelife,igbesi aye naa,ìgbésí ayé náà,ìgbésí ayé náà,joy,0.578
friendly,ore,ore,ore,joy,0.578
sparkle,danu,dànù,dànù,joy,0.577
peace,alafia,àlàáfíà,àlàáfíà,joy,0.576
luckygirl,oriregirl,ọmọbìnrin olóríre,ọmọbìnrin olóríre,joy,0.576
flattering,ipọnni,ìpọ́nni,ìpọ́nni,joy,0.576
heroism,akọni,akọni,akọni,joy,0.576
sensual,ifẹkufẹ,ìfẹ́kúfẹẹ,ìfẹ́kúfẹẹ,joy,0.576
grace,oore,oore,oore,joy,0.576
succeeding,aṣeyọri,àṣeyọrí,àṣeyọrí,joy,0.576
yeahhh,Bẹẹni,bẹ́ẹ̀ni,bẹ́ẹ̀ni,joy,0.576
livelife,gbe aye,gbé ayé,gbé ayé,joy,0.574
special,pataki,pàtàkì,pàtàkì,joy,0.574
tantalizing,tankalẹ,tàn kàlẹ̀,tàn kàlẹ̀,joy,0.572
pumped,ti fa soke,ti fà sókè,ti fà sókè,joy,0.567
admirable,admirable,wuni,wuni,joy,0.562
relax,Sinmi,sinki,sinki,joy,0.562
prevail,bori,borí,borí,joy,0.562
superstar,gbajumọ,gbajúmọ̀,gbajúmọ̀,joy,0.562
yey,yey,Yey,Yey,joy,0.562
prosper,ṣe rere,ṣe rere,ṣe rere,joy,0.562
surprise,iyalẹnu,ìyàlẹ́nu,ìyàlẹ́nu,joy,0.562
revels,awọn igbadun,àwọn ìgbádùn,àwọn ìgbádùn,joy,0.562
sunny,oorun,oòrùn,oòrùn,joy,0.562
worthwhile,wulo,wúlò,wúlò,joy,0.562
humorous,awada,àwàdà,àwàdà,joy,0.562
liking,fẹran,fẹ́ràn,fẹ́ràn,joy,0.562
sweets,lete,léte,léte,joy,0.562
hero,akoni,akọni,akọni,joy,0.562
hugs,famọra,fàmọ́ra,fàmọ́ra,joy,0.562
freedom,ominira,òmìnira,òmìnira,joy,0.561
tenderness,tutu,tutù,tutù,joy,0.561
favorable,ọjo,ọjọ́,ọjọ́,joy,0.561
newyear,odun titun,ọdún titun,ọdún titun,joy,0.561
masterpiece,aṣetan,aṣetán,aṣetán,joy,0.561
bless,bukun,bùkún,bùkún,joy,0.561
dreams,awọn ala,àwọn àlá,àwọn àlá,joy,0.559
home,ile,ilé,ilé,joy,0.559
hopeful,ireti,ìrètí,ìrètí,joy,0.559
cruising,wiwakọ,wíwakọ̀,wíwakọ̀,joy,0.556
gracias,gracias,ẹ ṣé,ẹ ṣé,joy,0.554
faithfulness,ìdúróṣinṣin,ìdúróṣinṣin,ìdúróṣinṣin,joy,0.553
eagerness,itara,ìtara,ìtara,joy,0.552
closeness,isunmọtosi,ìsúnmọ́tòsí,ìsúnmọ́tòsí,joy,0.552
sunshine,oorun,oòrùn,oòrùn,joy,0.551
comfy,itura,ìtura,ìtura,joy,0.551
gifts,ebun,ẹ̀bùn,ẹ̀bùn,joy,0.547
mistletoe,mistletoe,Igi tóní májèlé,Igi tóní májèlé,joy,0.547
confidence,igbekele,ìgbẹ́kẹ̀lé,ìgbẹ́kẹ̀lé,joy,0.547
astonishment,iyalẹnu,ìyàlẹ́nu,ìyàlẹ́nu,joy,0.547
goodmorning,e kaaro,ẹ káàárọ̀,ẹ káàárọ̀,joy,0.547
daughter,ọmọbinrin,ọmọbìnrin,ọmọbìnrin,joy,0.547
vacation,isinmi,ìsinmi,ìsinmi,joy,0.547
bonus,ajeseku,àjẹṣẹ́kù,àjẹṣẹ́kù,joy,0.547
gift,ebun,ẹ̀bùn,ẹ̀bùn,joy,0.547
celestial,ọrun,ọ̀run,ọ̀run,joy,0.547
heart,okan,ọkàn,ọkàn,joy,0.547
illuminate,tan imọlẹ,tan ìmọ́lẹ̀,tan ìmọ́lẹ̀,joy,0.547
elite,olutayo,Olútayo,Olútayo,joy,0.547
completion,Ipari,ìparí,ìparí,joy,0.547
lifted,gbe soke,gbé sókè,gbé sókè,joy,0.547
zeal,ìtara,ìtara,ìtara,joy,0.547
good,o dara,ó dára,ó dára,joy,0.547
charmed,laya,láyà,láyà,joy,0.546
dance,ijó,ijó,ijó,joy,0.545
sublime,giga,gíga,gíga,joy,0.545
god,ọlọrun,Ọlọ́run,Ọlọ́run,joy,0.545
gush,gush,sàn,sàn,joy,0.545
recreation,ere idaraya,eré ìdárayá,eré ìdárayá,joy,0.545
encouragement,iwuri,ìwúrí,ìwúrí,joy,0.545
freshstart,bẹrẹ tuntun,bẹ̀rẹ̀ tuntun,bẹ̀rẹ̀ tuntun,joy,0.544
free,ofe,ọ̀fẹ́,ọ̀fẹ́,joy,0.544
savior,olugbala,Olùgbàlà,Olùgbàlà,joy,0.543
sanctuary,ibi mimọ,ibi mímọ́,ibi mímọ́,joy,0.541
grandchildren,awon omo omo,àwọn ọmọ-ọmọ,àwọn ọmọ-ọmọ,joy,0.54
wellness,alafia,àlàáfíà,àlàáfíà,joy,0.537
revel,ṣe ayẹyẹ,ṣe ayẹyẹ,ṣe ayẹyẹ,joy,0.534
savor,adun,adùn,adùn,joy,0.531
music,orin,orin,orin,joy,0.531
confident,igboya,ìgboyà,ìgboyà,joy,0.531
money,owo,owó,owó,joy,0.531
holiness,iwa -mimo,ìwà-mímọ́,ìwà-mímọ́,joy,0.531
liberation,itusile,ìtúsílẹ̀,ìtúsílẹ̀,joy,0.531
alive,laaye,láàyè,láàyè,joy,0.531
matrimony,igbeyawo,ìgbéyàwó,ìgbéyàwó,joy,0.531
vitality,agbara,agbára,agbára,joy,0.531
firstborn,akọbi,àkọ́bí,àkọ́bí,joy,0.531
rainbow,Rainbow,òṣùmàrè,òṣùmàrè,joy,0.531
serene,alaafia,àlàáfíà,àlàáfíà,joy,0.531
inspirational,lokun,lókun,lókun,joy,0.531
soar,soar,fò,fò,joy,0.531
soothing,itutu,ìtùnú,ìtùnú,joy,0.531
dayoff,isinmi ojo kan,ìsinmi ọjọ́ kan,ìsinmi ọjọ́ kan,joy,0.531
fab,gbayi,gbayì,gbayì,joy,0.531
bridal,iyawo,ìyàwó,ìyàwó,joy,0.531
welcomed,tewogba,tẹ́wọ́gbà,tẹ́wọ́gbà,joy,0.53
mastery,oga,ọ̀gá,ọ̀gá,joy,0.53
illumination,itanna,ìtànná,ìtànná,joy,0.53
warmth,iferan,ìfẹ́rán,ìfẹ́rán,joy,0.53
elegant,yangan,yangàn,yangàn,joy,0.53
blossom,tanná,tanná,tanná,joy,0.53
glimmer,glimmer,tàn,tàn,joy,0.53
treat,toju,tojú,tojú,joy,0.529
faithful,olóòótọ,olóòótọ,olóòótọ,joy,0.529
snuggles,rirọ,rírọ,rírọ,joy,0.522
laurels,laureli,lọ́rẹ̀lì,lọ́rẹ̀lì,joy,0.521
commendable,gbóríyìn fún,gbóríyìn fún,gbóríyìn fún,joy,0.519
silly,aimọgbọnwa,àìmọ́gbọ́nwá,àìmọ́gbọ́nwá,joy,0.516
remarkable,o lapẹẹrẹ,ó lápẹẹrẹ,ó lápẹẹrẹ,joy,0.516
jingle,jingle,ìpolongo,ìpolongo,joy,0.516
zest,zest,dídán,dídán,joy,0.516
aspire,lepa,lépa,lépa,joy,0.516
noschool,ile -iwe,ilé-ìwé,ilé-ìwé,joy,0.516
pride,igberaga,ìgbéraga,ìgbéraga,joy,0.516
brotherly,arakunrin,arákùnrin,arákùnrin,joy,0.516
almighty,olodumare,Olódùmarè,Olódùmarè,joy,0.516
resplendent,replendent,tí ó dára,tí ó dára,joy,0.516
fancy,fanimọra,fanimọ́ra,fanimọ́ra,joy,0.516
abundant,lọpọlọpọ,lọ́pọ̀lọpọ̀,lọ́pọ̀lọpọ̀,joy,0.516
succeed,ṣe aṣeyọri,ṣe àṣeyọrí,ṣe àṣeyọrí,joy,0.516
presents,awọn ẹbun,àwọn ẹ̀bùn,àwọn ẹ̀bùn,joy,0.516
greeted,kí,kí,kí,joy,0.516
powerful,alagbara,alágbára,alágbára,joy,0.516
strengthening,okun,òkun,òkun,joy,0.516
payday,ọjọ isanwo,Ọjọ́ ìsanwó,Ọjọ́ ìsanwó,joy,0.515
reunited,tun papo,tún papò,tún papò,joy,0.515
comfort,itunu,ìtùnú,ìtùnú,joy,0.515
spirit,emi,ẹ̀mí,ẹ̀mí,joy,0.515
princely,ọmọ -alade,ọmọ-aládé,ọmọ-aládé,joy,0.515
coronation,itẹ -ọba,ìtẹ́-ọba,ìtẹ́-ọba,joy,0.515
complete,pari,parí,parí,joy,0.515
newme,tuntun,tuntun,tuntun,joy,0.515
animated,ti ere idaraya,ti eré ìdárayá,ti eré ìdárayá,joy,0.515
therapeutic,iwosan,ìwòsàn,ìwòsàn,joy,0.515
leisure,fàájì,fàájì,fàájì,joy,0.515
kid,omo kekere,ọmọ kékeré,ọmọ kékeré,joy,0.515
kudos,kudos,sárá,sárá,joy,0.515
shining,didan,dídán,dídán,joy,0.515
zen,Zen,ijọba Búdà,ijọba Búdà,joy,0.515
vivid,han gidigidi,hàn gidigidi,hàn gidigidi,joy,0.515
cutie,cutie,arẹwà,arẹwà,joy,0.515
thanking,dúpẹ lọwọ,dúpẹ́ lọ́wọ́,dúpẹ́ lọ́wọ́,joy,0.515
familytime,akoko idile,àkókò ìdílé,àkókò ìdílé,joy,0.515
godly,iwa -bi -Ọlọrun,ìwà-bí-Ọlọ́run,ìwà-bí-Ọlọ́run,joy,0.514
marriage,igbeyawo,ìgbéyàwó,ìgbéyàwó,joy,0.514
relationship,ibasepo,ìbáṣẹpọ̀,ìbáṣẹpọ̀,joy,0.514
daymade,ti ọjọ,ti ọjọ́,ti ọjọ́,joy,0.514
spouse,oko tabi aya,ọkọ tàbí aya,ọkọ tàbí aya,joy,0.507
intimately,timotimo,tímọ́tímọ́,tímọ́tímọ́,joy,0.507
visionary,iranran,ìrànrán,ìrànrán,joy,0.5
respect,ibowo,ìbọ̀wọ̀,ìbọ̀wọ̀,joy,0.5
nature,iseda,ìṣẹ̀dà,ìṣẹ̀dà,joy,0.5
holyspirit,ẹmi mimọ,ẹ̀mí mímọ́,ẹ̀mí mímọ́,joy,0.5
meritorious,meritorious,àlárinrin,àlárinrin,joy,0.5
soulful,oninuure,onínúure,onínúure,joy,0.5
refreshed,tù,tù,tù,joy,0.5
motherhood,abiyamọ,abiyamọ,abiyamọ,joy,0.5
family,ebi,ebi,ebi,joy,0.5
stressrelief,stressrelief,ìdẹ̀rùn,ìdẹ̀rùn,joy,0.5
achieved,ti ṣaṣeyọri,ti ṣàṣeyọrí,ti ṣàṣeyọrí,joy,0.5
diamond,okuta iyebiye,òkúta iyebíye,òkúta iyebíye,joy,0.5
teamjesus,teamjesus,ẹgbẹ́ jésù,ẹgbẹ́ jésù,joy,0.5
satisfied,itelorun,ìtẹ́lọ́rùn,ìtẹ́lọ́rùn,joy,0.5
memorable,to sese,tó ṣéṣe,tó ṣéṣe,joy,0.5
encourage,iwuri fun,ìwúrí fún,ìwúrí fún,joy,0.5
veracity,otitọ,òtítọ́,òtítọ́,joy,0.5
gem,tiodaralopolopo,tí ó dára lọ́pọ̀lọpọ̀,tí ó dára lọ́pọ̀lọpọ̀,joy,0.5
baby,Ọmọ,ọmọ,ọmọ,joy,0.5
dignity,iyì,iyì,iyì,joy,0.5
welcoming,aabọ,ààbò,ààbò,joy,0.5
excel,tayo,tayọ,tayọ,joy,0.5
healthy,ni ilera,ní ìlera,ní ìlera,joy,0.5
beach,eti okun,etí òkun,etí òkun,joy,0.5
charitable,alanu,aláàánú,aláàánú,joy,0.5
inviting,pípe,pípe,pípe,joy,0.5
erotic,itagiri,ìtagìrì,ìtagìrì,joy,0.5
bloom,gbin,gbin,gbin,joy,0.5
christ,Kristi,Krístì,Krístì,joy,0.5
accomplish,ṣaṣepari,ṣàṣeparí,ṣàṣeparí,joy,0.5
carefree,aibikita,àìbìkítà,àìbìkítà,joy,0.5
friends,awọn ọrẹ,àwọn ọ̀rẹ́,àwọn ọ̀rẹ́,joy,0.5
purr,purr,púrì,púrì,joy,0.5
surreal,tẹriba,tẹríba,tẹríba,joy,0.5
health,ilera,ìlera,ìlera,joy,0.493
aura,aura,òórùn aládùn,òórùn aládùn,joy,0.493
oasis,osa,ọ̀sà,ọ̀sà,joy,0.486
approved,fọwọsi,fọwọ́sí,fọwọ́sí,joy,0.486
liberty,ominira,òmìnira,òmìnira,joy,0.486
yehey,yehey,yehe,yehe,joy,0.486
prestige,ola,ọlá,ọlá,joy,0.485
aspiration,ifẹkufẹ,ìfẹ́kúfẹẹ,ìfẹ́kúfẹẹ,joy,0.485
inseparable,ti a ko le pin,tí a kò lè pín,tí a kò lè pín,joy,0.485
crescendo,crescendo,agbègbè,agbègbè,joy,0.485
betrothed,iyawo,ìyàwó,ìyàwó,joy,0.485
crowning,ade,adé,adé,joy,0.485
loyal,adúróṣinṣin,adúróṣinṣin,adúróṣinṣin,joy,0.485
bounty,oore -ofe,oore-ọ̀fẹ́,oore-ọ̀fẹ́,joy,0.485
privileged,anfaani,àǹfààní,àǹfààní,joy,0.485
liberate,igbala,ìgbàlà,ìgbàlà,joy,0.485
rapture,igbasoke,ìgbàsókè,ìgbàsókè,joy,0.485
gentle,Onírẹlẹ,onírẹ̀lẹ̀,onírẹ̀lẹ̀,joy,0.485
engaging,lowosi,lọ́wọ́sí,lọ́wọ́sí,joy,0.485
nocomplaints,awọn ẹdun,àwọn ẹ̀dùn,àwọn ẹ̀dùn,joy,0.485
selfworth,ti ara ẹni,tí ara ẹni,tí ara ẹni,joy,0.484
desire,ifẹ,ìfẹ́,ìfẹ́,joy,0.484
luck,orire,oríire,oríire,joy,0.484
aloha,alaafia,àlàáfíà,àlàáfíà,joy,0.484
trophy,olowoiyebiye,olówó iyebíye,olówó iyebíye,joy,0.484
chocolate,chocolate,ṣokoleeti,ṣokoleeti,joy,0.484
transcendence,irekọja,ìrékọjá,ìrékọjá,joy,0.484
yummy,oloyinmọmọ,olóyinmọmọ,olóyinmọmọ,joy,0.484
datenight,datenight,àsálẹ́ olólùfẹ́,àsálẹ́ olólùfẹ́,joy,0.484
fete,fete,ọdún ìfi fún ni,ọdún ìfi fún ni,joy,0.484
creativity,àtinúdá,àtinúdá,àtinúdá,joy,0.484
heyday,ojo nla,Ọjọ́ ńlá,Ọjọ́ ńlá,joy,0.484
bouquet,oorun didun,òórùn dídùn,òórùn dídùn,joy,0.484
dream,ala,àlá,àlá,joy,0.484
destiny,ayanmọ,àyànmọ́,àyànmọ́,joy,0.484
boyfriend,omokunrin,ọmọkùnrin,ọmọkùnrin,joy,0.48
commemoration,iranti,ìrántí,ìrántí,joy,0.479
intelligence,oye,òye,òye,joy,0.477
readiness,imurasilẹ,ìmúrasílẹ̀,ìmúrasílẹ̀,joy,0.473
bride,iyawo,ìyàwó,ìyàwó,joy,0.471
friend,ore,ọ̀rẹ́,ọ̀rẹ́,joy,0.471
enthusiast,olutayo,ọlútáyọ̀,ọlútáyọ̀,joy,0.471
calming,tunu,fara balẹ̀,fara balẹ̀,joy,0.47
massage,ifọwọra,ìfọwọ́rá,ìfọwọ́rá,joy,0.47
nostalgia,nostalgia,ṣàárò ilé,ṣàárò ilé,joy,0.47
adventure,ìrìn,ìrìn,ìrìn,joy,0.47
lush,ọti,ọtí,ọtí,joy,0.47
tickle,tickle,yín,yín,joy,0.47
inheritance,ogún,ogún,ogún,joy,0.47
kiddo,kiddo,Ọ̀rẹ́ tímọ́tímọ́,Ọ̀rẹ́ tímọ́tímọ́,joy,0.47
soothe,tù,tù,tù,joy,0.47
luster,luster,rẹ́wúrẹ́wú,rẹ́wúrẹ́wú,joy,0.469
eternal,ayeraye,ayérayé,ayérayé,joy,0.469
purring,purring,dànù,dànù,joy,0.469
heartily,tọkàntọkàn,tọkàntọkàn,tọkàntọkàn,joy,0.469
bonding,imora,Ìmọ̀ra,Ìmọ̀ra,joy,0.469
princess,binrin,ọmọ ọba bìnrin,ọmọ ọba bìnrin,joy,0.469
rest,isinmi,ìsinmi,ìsinmi,joy,0.469
humanitarian,omoniyan,ọmọnìyàn,ọmọnìyàn,joy,0.469
benevolence,oninuure,onínúure,onínúure,joy,0.469
goals,awọn ibi -afẹde,NA,awọn ibi -afẹde,joy,0.469
amicable,alaafia,àlàáfíà,àlàáfíà,joy,0.469
bridegroom,oko iyawo,ọkọ ìyàwó,ọkọ ìyàwó,joy,0.469
nurture,tọ́jú,tọ́jú,tọ́jú,joy,0.469
pretty,lẹwa,lẹ́wà,lẹ́wà,joy,0.469
giving,fífúnni,fifúnmi,fifúnmi,joy,0.469
pray,gbadura,gbàdúrà,gbàdúrà,joy,0.469
getaway,lọ kuro,lọ kúrò,lọ kúrò,joy,0.469
child,ọmọ,ọmọ,ọmọ,joy,0.466
salutary,ikini,ìkíni,ìkíni,joy,0.465
invite,pe,pé,pé,joy,0.457
beam,tan ina,tan iná,tan iná,joy,0.456
reminiscing,ìrántí,ìrántí,ìrántí,joy,0.456
friday,Friday,Ọjọ́ ẹtì,Ọjọ́ ẹtì,joy,0.455
aesthetics,aesthetics,ṣẹwà,ṣẹwà,joy,0.455
hee,hee,he,he,joy,0.455
ceremony,ayeye,ayẹyẹ,ayẹyẹ,joy,0.455
scholarship,sikolashipu,síkọ́láṣíìpù,síkọ́láṣíìpù,joy,0.455
befriend,ore,bá dọ́rẹ̀ẹ́,bá dọ́rẹ̀ẹ́,joy,0.455
mindfulness,ifarabalẹ,ìfarabalẹ̀,ìfarabalẹ̀,joy,0.455
elevation,igbega,ìgbéga,ìgbéga,joy,0.455
kindred,ibatan,ìbátan,ìbátan,joy,0.455
freshair,Ategun alaafia,àtẹ̀gùn àlàáfíà,àtẹ̀gùn àlàáfíà,joy,0.455
tropical,Tropical,ilẹ̀,ilẹ̀,joy,0.455
sonice,sonice,dára púpọ̀,dára púpọ̀,joy,0.455
faith,igbagbọ,ìgbàgbọ́,ìgbàgbọ́,joy,0.453
allure,ifaya,ìfáyà,ìfáyà,joy,0.453
noworries,ko si wahala,kò sí wàhálà,kò sí wàhálà,joy,0.453
commemorate,ṣe iranti,ṣe ìrántí,ṣe ìrántí,joy,0.453
vindication,idalare,ìdáláre,ìdáláre,joy,0.453
namaste,namaste,ìkíni,ìkíni,joy,0.453
forgiveness,idariji,ìdáríjì,ìdáríjì,joy,0.453
waterfall,isosileomi,ìsọ̀sílẹ̀ omi,ìsọ̀sílẹ̀ omi,joy,0.453
approve,fi ọwọ si,fi ọwọ́ sí,fi ọwọ́ sí,joy,0.453
birth,ibimọ,ìbímọ,ìbímọ,joy,0.453
scenery,iwoye,ìwòye,ìwòye,joy,0.453
journey,irin -ajo,ìrìn-àjò,ìrìn-àjò,joy,0.447
meditation,àṣàrò,àṣàrò,àṣàrò,joy,0.446
relaxed,ni ihuwasi,ní ìhùwàsí,ní ìhùwàsí,joy,0.442
tender,tutu,tutù,tutù,joy,0.441
weekend,ìparí,ìparí,ìparí,joy,0.441
tranquil,idakẹjẹ,ìdákẹ́jẹ́,ìdákẹ́jẹ́,joy,0.441
present,wa,wá,wá,joy,0.441
sharing,pinpin,pínpín,pínpín,joy,0.439
lyrical,ohun orin,ohùn orin,ohùn orin,joy,0.439
righteousness,ododo,òdodo,òdodo,joy,0.439
esteem,niyi,níyì,níyì,joy,0.439
prayer,adura,àdúrà,àdúrà,joy,0.439
nostalgic,nostalgic,ìrántí ìgbà èwe,ìrántí ìgbà èwe,joy,0.439
relief,iderun,ìdẹ̀rùn,ìdẹ̀rùn,joy,0.438
eager,ni itara,ní ìtara,ní ìtara,joy,0.438
life,igbesi aye,ìgbésí ayé,ìgbésí ayé,joy,0.438
husband,ọkọ,ọkọ,ọkọ,joy,0.438
mighty,alagbara,alágbára,alágbára,joy,0.438
unbeaten,alailẹgbẹ,aláìlẹ́gbẹ́,aláìlẹ́gbẹ́,joy,0.438
meditate,ṣe àṣàrò,ṣe àṣàrò,ṣe àṣàrò,joy,0.438
strength,agbara,agbára,agbára,joy,0.438
newday,ojo tuntun,Ọjọ́ tuntun,Ọjọ́ tuntun,joy,0.438
sonnet,sonnet,ewì onílà mẹ́ẹ̀dógun,ewì onílà mẹ́ẹ̀dógun,joy,0.438
share,pin,pin,pin,joy,0.438
warm,loworo,lọ́wọ́rọ́,lọ́wọ́rọ́,joy,0.429
winterbreak,igba otutu,ìgbà òtútù,ìgbà òtútù,joy,0.429
movingforward,gbigbe siwaju,gbígbé síwájú,gbígbé síwájú,joy,0.429
buddy,ore,ore,ore,joy,0.427
oneness,isokan,ìṣọ̀kan,ìṣọ̀kan,joy,0.426
reverence,ibowo,ìbọ̀wọ̀,ìbọ̀wọ̀,joy,0.424
ejaculation,ejaculation,tún jáde,tún jáde,joy,0.424
thelittlethings,awọn nkan isere,àwọn nǹkan ìṣèré,àwọn nǹkan ìṣèré,joy,0.424
carols,awọn orin,àwọn orin,àwọn orin,joy,0.424
amen,amin,àmín,àmín,joy,0.424
healthful,ni ilera,ní ìlera,ní ìlera,joy,0.424
medal,medal,ohun àmì iyì,ohun àmì iyì,joy,0.424
unsurpassed,alailẹgbẹ,aláìlẹ́gbẹ́,aláìlẹ́gbẹ́,joy,0.424
candlelight,fitila,fìtílà,fìtílà,joy,0.424
symphony,simfoni,orin,orin,joy,0.422
calmness,idakẹjẹ,ìdákẹ́jẹ́,ìdákẹ́jẹ́,joy,0.422
helpful,wulo,wúlò,wúlò,joy,0.422
graduation,ipari ẹkọ,ìparí ẹ̀kọ́,ìparí ẹ̀kọ́,joy,0.422
ease,irorun,ìrọ̀rùn,ìrọ̀rùn,joy,0.422
energy,agbara,agbára,agbára,joy,0.422
musical,orin,orin,orin,joy,0.422
safe,lailewu,láìléwu,láìléwu,joy,0.422
frisky,frisky,ọ̀pọ̀,ọ̀pọ̀,joy,0.422
sledding,sledding,yíyí,yíyí,joy,0.422
wealth,oro,ọ̀rọ̀,ọ̀rọ̀,joy,0.422
glitter,didan,dídán,dídán,joy,0.422
beginnings,awọn ibẹrẹ,àwọn ìbéèrè,àwọn ìbéèrè,joy,0.422
soundness,ìlera,ìlera,ìlera,joy,0.421
nostress,nostress,láìsí ápọn,láìsí ápọn,joy,0.421
promise,ileri,ìlérí,ìlérí,joy,0.415
reunite,tun pade,tún pàdé,tún pàdé,joy,0.414
salvation,igbala,ìgbàlà,ìgbàlà,joy,0.412
mother,iya,ìyá,ìyá,joy,0.412
poems,ewi,ewì,ewì,joy,0.412
lighten,tàn,tàn,tàn,joy,0.409
lavender,Lafenda,eléwé pọ́pù,eléwé pọ́pù,joy,0.409
inauguration,ifilọlẹ,ìfilọ́lẹ̀,ìfilọ́lẹ̀,joy,0.409
travel,irin -ajo,ìrìn-àjò,ìrìn-àjò,joy,0.409
clown,oniye,aláwàdà,aláwàdà,joy,0.409
purify,sọ di mimọ,sọ di mímọ́,sọ di mímọ́,joy,0.409
immaculate,alaimo,aláìmọ̀,aláìmọ̀,joy,0.409
charity,alanu,aláàánú,aláàánú,joy,0.406
wishing,edun okan,ẹ̀dùn ọkàn,ẹ̀dùn ọkàn,joy,0.406
heal,larada,mú lára dà,mú lára dà,joy,0.406
live,gbe,gbé,gbé,joy,0.406
star,irawo,ìràwọ̀,ìràwọ̀,joy,0.406
companion,ẹlẹgbẹ,ẹlẹ́gbẹ́,ẹlẹ́gbẹ́,joy,0.406
flowers,awọn ododo,àwọn òdodo,àwọn òdodo,joy,0.406
cash,owo,owó,owó,joy,0.406
completing,ipari,ìparí,ìparí,joy,0.406
opportune,anfani,àǹfààní,àǹfààní,joy,0.406
income,owo oya,owó tí ó wọ̀lẹ́,owó tí ó wọ̀lẹ́,joy,0.403
soul,ọkàn,ọkàn,ọkàn,joy,0.401
munchies,munchies,ebi,ebi,joy,0.4
indescribable,ti ko le sapejuwe,tí kò lè ṣàpèjúwe,tí kò lè ṣàpèjúwe,joy,0.397
progress,itesiwaju,ìtẹ̀síwájú,ìtẹ̀síwájú,joy,0.397
emancipation,ominira,òmìnira,òmìnira,joy,0.397
calm,tunu,fara balẹ̀,fara balẹ̀,joy,0.394
picnic,pikiniki,píkíníìkì,píkíníìkì,joy,0.394
hammock,igbo,igbó,igbó,joy,0.394
rhythmical,ariwo,ariwo,ariwo,joy,0.394
equality,isọgba,ìsọgbà,ìsọgbà,joy,0.394
together,papo,papọ̀,papọ̀,joy,0.394
childhood,igba ewe,ìgbà èwe,ìgbà èwe,joy,0.394
fullness,kikun,kíkún,kíkún,joy,0.394
zealous,onítara,onítara,onítara,joy,0.393
movies,sinima,sinimá,sinimá,joy,0.393
humanity,eda eniyan,ẹ̀dá ènìyàn,ẹ̀dá ènìyàn,joy,0.391
playground,ibi -iṣere,ibi-ìṣeré,ibi-ìṣeré,joy,0.391
starry,irawọ,ìràwọ,ìràwọ,joy,0.391
affluence,ọlọrọ,ọlọ́rọ̀,ọlọ́rọ̀,joy,0.391
meaningful,ti o nilari,tí ó nílárí,tí ó nílárí,joy,0.391
adventures,seresere,ṣeréṣeré,ṣeréṣeré,joy,0.391
choir,akorin,akọrin,akọrin,joy,0.391
warms,igbona,Ìgbóná,Ìgbóná,joy,0.391
littlethings,nkan kekere,nǹkan kékeré,nǹkan kékeré,joy,0.391
auspicious,rere,rere,rere,joy,0.391
goofy,goofy,àìgbọ́n,àìgbọ́n,joy,0.391
gesture,idari,ìdarí,ìdarí,joy,0.387
shopping,ohun tio wa,ohun tí ó wà,ohun tí ó wà,joy,0.382
vow,ẹjẹ,ẹ̀jẹ̀,ẹ̀jẹ̀,joy,0.382
witty,ọlọgbọn,ọlọ́gbọ́n,ọlọ́gbọ́n,joy,0.382
communion,idapo,ìdàpọ̀,ìdàpọ̀,joy,0.379
worship,ijosin,ìjọ́sìn,ìjọ́sìn,joy,0.379
vibes,gbigbọn,gbígbọ̀n,gbígbọ̀n,joy,0.379
jump,fo,fò,fò,joy,0.379
reverend,ibowo,ìbọ̀wọ̀,ìbọ̀wọ̀,joy,0.377
experience,iriri,ìrírí,ìrírí,joy,0.375
full,kun,kún,kún,joy,0.375
reunion,itungbepapo,ìtúngbépapọ̀,ìtúngbépapọ̀,joy,0.375
rising,nyara,ń yára,ń yára,joy,0.375
redeemed,irapada,ìràpadà,ìràpadà,joy,0.375
youth,odo,odò,odò,joy,0.375
simplicity,ayedero,ayédẹ̀rọ̀,ayédẹ̀rọ̀,joy,0.375
advance,ilosiwaju,ìlọsíwájú,ìlọsíwájú,joy,0.375
courtship,ibaṣepọ,ìbáṣepọ̀,ìbáṣepọ̀,joy,0.375
