word,machine_translation,human_translation,machine_translation_updated,emotion,emotion_intensity_score
heartfelt,sitere n'obi,NA,sitere n'obi,joy,0.719
thriving,na -eme nke ọma,NA,na -eme nke ọma,joy,0.719
perfect,zuru oke,NA,zuru oke,joy,0.719
congratulatory,ekele,NA,ekele,joy,0.719
brighten,nwuo,NA,nwuo,joy,0.719
amusement,ntụrụndụ,NA,ntụrụndụ,joy,0.719
harmony,nkwekọrịta,NA,nkwekọrịta,joy,0.719
lover,onye hụrụ n'anya,NA,onye hụrụ n'anya,joy,0.719
xmas,mmasi,ekisimasi,ekisimasi,joy,0.719
lovely,mara mma,NA,mara mma,joy,0.719
utopian,onye utopian,NA,onye utopian,joy,0.719
achievement,mmezu,NA,mmezu,joy,0.712
bestfeeling,kacha mma,NA,kacha mma,joy,0.712
holiday,ezumike,NA,ezumike,joy,0.712
luxury,okomoko,NA,okomoko,joy,0.712
merrychristmas,ezi ekeresimesi,NA,ezi ekeresimesi,joy,0.712
treasures,akụ,NA,akụ,joy,0.712
luckiest,kachachioma,NA,kachachioma,joy,0.712
yay,yai,NA,yai,joy,0.712
magic,anwansi,majiki,majiki,joy,0.712
intimate,mmekorita,mmekọrịta,mmekọrịta,joy,0.71
soblessed,ngọzi,NA,ngọzi,joy,0.706
yaaay,yaaa,NA,yaaa,joy,0.706
rave,rave,ikwu okwu,ikwu okwu,joy,0.706
chuckle,ọchị,NA,ọchị,joy,0.706
proud,mpako,NA,mpako,joy,0.704
goodlife,ezi ndụ,NA,ezi ndụ,joy,0.703
lovelife,ndụdụ,NA,ndụdụ,joy,0.703
sweetest,nke kacha atọ ụtọ,NA,nke kacha atọ ụtọ,joy,0.703
appreciates,na -ekele,NA,na -ekele,joy,0.703
satisfying,na -eju afọ,NA,na -eju afọ,joy,0.703
amazingly,di itunanya,NA,di itunanya,joy,0.703
goodnews,akụkọ ọma,NA,akụkọ ọma,joy,0.703
winning,na -emeri,NA,na -emeri,joy,0.703
beautification,ịchọ mma,NA,ịchọ mma,joy,0.703
gooood,gooood,mma,mma,joy,0.703
cherish,kpọrọ ihe,NA,kpọrọ ihe,joy,0.703
truelove,ezigbo ịhụnanya,NA,ezigbo ịhụnanya,joy,0.703
cuddled,na -ejikọ ọnụ,NA,na -ejikọ ọnụ,joy,0.703
optimism,nchekwube,NA,nchekwube,joy,0.703
entertained,ọbịa,ile ọbịa,ile ọbịa,joy,0.7
yaay,yaaa,NA,yaaa,joy,0.7
excite,kpalie,NA,kpalie,joy,0.697
newbeginnings,mmalite ọhụrụ,NA,mmalite ọhụrụ,joy,0.693
praisejesus,praisejesus,toonu jisọs,toonu jisọs,joy,0.691
birthday,ụbọchị ọmụmụ,NA,ụbọchị ọmụmụ,joy,0.691
honored,na -asọpụrụ,NA,na -asọpụrụ,joy,0.688
favorite,ọkacha mmasị,NA,ọkacha mmasị,joy,0.688
adoration,ofufe,NA,ofufe,joy,0.688
greatfriends,ezigbo enyi,NA,ezigbo enyi,joy,0.688
holidayseason,oge ezumike,NA,oge ezumike,joy,0.688
angelic,ndị mmụọ ozi,NA,ndị mmụọ ozi,joy,0.688
godsend,chukwu,onye ozi chineke,onye ozi chineke,joy,0.688
content,ọdịnaya,NA,ọdịnaya,joy,0.688
exquisite,ọmarịcha,NA,ọmarịcha,joy,0.688
thankyoujesus,daalụ,daalụ jisọs,daalụ jisọs,joy,0.688
entertaining,na -atọ ụtọ,ile ọbịa,ile ọbịa,joy,0.688
exaltation,mbuli elu,NA,mbuli elu,joy,0.682
luscious,mara mma,NA,mara mma,joy,0.682
precious,dị oke ọnụ ahịa,NA,dị oke ọnụ ahịa,joy,0.682
brightens,na -enwu enwu,NA,na -enwu enwu,joy,0.682
appreciated,ekele,NA,ekele,joy,0.682
smiled,chiri ọchị,NA,chiri ọchị,joy,0.682
bestfriends,ezi enyi,NA,ezi enyi,joy,0.682
goodhealth,ọdịmma,ahụ ike,ahụ ike,joy,0.682
memoriesiwontforget,echefuru echefu,ihe agaghim echefu,ihe agaghim echefu,joy,0.682
majestic,dị ebube,NA,dị ebube,joy,0.682
tranquility,obi iru ala,NA,obi iru ala,joy,0.679
positively,nke oma,nke ọma,nke ọma,joy,0.676
embrace,makụọ,NA,makụọ,joy,0.676
marry,lụọ di,NA,lụọ di,joy,0.676
hug,mmakụ,NA,mmakụ,joy,0.672
dearest,ịhụnanya,NA,ịhụnanya,joy,0.672
grin,ọchị,NA,ọchị,joy,0.672
giggles,ọchị,NA,ọchị,joy,0.672
relaxation,ezumike,NA,ezumike,joy,0.672
accomplished,mezuru,NA,mezuru,joy,0.672
enliven,dị ndụ,NA,dị ndụ,joy,0.672
contentment,afọ ojuju,NA,afọ ojuju,joy,0.672
bday,ubochi,ụbọchi,ụbọchi,joy,0.672
hilarious,dị egwu,NA,dị egwu,joy,0.672
bountiful,bara ụba,NA,bara ụba,joy,0.667
boisterous,mkpọtụ,NA,mkpọtụ,joy,0.667
adore,na -asọpụrụ,NA,na -asọpụrụ,joy,0.667
fulfilled,mezuru,NA,mezuru,joy,0.667
victor,onye mmeri,NA,onye mmeri,joy,0.667
fulfill,mezuo,NA,mezuo,joy,0.664
cuddles,akwa,makuo,makuo,joy,0.662
prosperous,ọgaranya,NA,ọgaranya,joy,0.66
satisfy,rijuo afọ,NA,rijuo afọ,joy,0.656
glow,nwuo,NA,nwuo,joy,0.656
serenity,iru ala,NA,iru ala,joy,0.656
happynewyear,ezi afọ ọhụrụ,NA,ezi afọ ọhụrụ,joy,0.656
encouraged,agba ume,NA,agba ume,joy,0.656
innerpeace,udo ime,NA,udo ime,joy,0.656
christmaseve,abalị fotere ekeresimesi,NA,abalị fotere ekeresimesi,joy,0.656
appreciation,ekele,NA,ekele,joy,0.656
pleasant,obi uto,obi ụtọ,obi ụtọ,joy,0.656
humor,ọchị,NA,ọchị,joy,0.656
captivate,dọta,NA,dọta,joy,0.656
romanticism,ihunanya,NA,ihunanya,joy,0.656
besties,ụdịdị,NA,ụdịdị,joy,0.656
praised,toro,NA,toro,joy,0.652
fortunes,ọgaranya,NA,ọgaranya,joy,0.652
relaxing,izuike,NA,izuike,joy,0.652
abundance,ụba,NA,ụba,joy,0.652
treasure,akụ,NA,akụ,joy,0.652
satisfaction,afọ ojuju,NA,afọ ojuju,joy,0.652
praises,otuto,NA,otuto,joy,0.652
engaged,kwere nkwa,NA,kwere nkwa,joy,0.652
affection,ihunanya,NA,ihunanya,joy,0.647
complement,mmeju,NA,mmeju,joy,0.647
nothingbetter,ọ dịghị ihe dị mma,NA,ọ dịghị ihe dị mma,joy,0.647
relieved,enwere onwe ya,NA,enwere onwe ya,joy,0.647
carnival,ngagharingosi,NA,ngagharingosi,joy,0.643
saintly,senti,NA,senti,joy,0.641
uplifting,na -ewuli elu,NA,na -ewuli elu,joy,0.641
wedding,agbamakwụkwọ,NA,agbamakwụkwọ,joy,0.641
divine,Chukwu,NA,Chukwu,joy,0.641
harmoniously,na -ekwekọ,NA,na -ekwekọ,joy,0.641
champion,onye mmeri,NA,onye mmeri,joy,0.641
priceless,adighi oke onu,adịghị oke ọnụ,adịghị oke ọnụ,joy,0.641
achieve,nweta,NA,nweta,joy,0.641
jackpot,jackpot,jakpọt,jakpọt,joy,0.641
sensuality,agụụ mmekọahụ,NA,agụụ mmekọahụ,joy,0.641
thanksgiving,ekele,NA,ekele,joy,0.641
exalt,ebuli elu,NA,ebuli elu,joy,0.636
twinkle,ntabi anya,NA,ntabi anya,joy,0.636
comforting,na -akasi obi,NA,na -akasi obi,joy,0.636
honeymoon,honiimuunu,NA,honiimuunu,joy,0.636
cuddle,itu ukwu,mmakụ,mmakụ,joy,0.636
climax,njedebe,NA,njedebe,joy,0.636
winner,onye mmeri,NA,onye mmeri,joy,0.636
peaceful,n'udo,NA,n'udo,joy,0.636
reverie,egwu,NA,egwu,joy,0.636
yayy,yai,NA,yai,joy,0.636
felicity,obi ụtọ,NA,obi ụtọ,joy,0.636
stargazing,na -agụ agụụ,NA,na -agụ agụụ,joy,0.625
praisegod,ebube,toonu chineke,toonu chineke,joy,0.625
reward,ugwo,ụgwọ,ụgwọ,joy,0.625
generosity,mmesapụ aka,NA,mmesapụ aka,joy,0.625
fondness,mmasi,NA,mmasi,joy,0.625
gorgeous,ọmarịcha,NA,ọmarịcha,joy,0.625
sweet,dị ụtọ,NA,dị ụtọ,joy,0.625
amusing,na -atọ ọchị,NA,na -atọ ọchị,joy,0.625
hearts,obi,NA,obi,joy,0.625
festival,ememme,mmemme,mmemme,joy,0.625
snuggling,na -ehi ụra,NA,na -ehi ụra,joy,0.625
brighter,chawapụrụ,NA,chawapụrụ,joy,0.625
sex,mmekọahụ,NA,mmekọahụ,joy,0.622
beauty,ịma mma,NA,ịma mma,joy,0.621
kind,obi oma,obi ọma,obi ọma,joy,0.621
applause,kụrụ aka,NA,kụrụ aka,joy,0.621
parade,Nme,NA,Nme,joy,0.621
genial,okike,NA,okike,joy,0.621
newlife,ndu ohuru,ndụ ọhụrụ,ndụ ọhụrụ,joy,0.618
aspiring,na -achọ,NA,na -achọ,joy,0.618
fulfilling,na -emeju,NA,na -emeju,joy,0.618
godbless,Chukwu gozie,NA,Chukwu gozie,joy,0.616
virtuous,omume ọma,NA,omume ọma,joy,0.613
kiss,susuo ọnụ,NA,susuo ọnụ,joy,0.61
adorable,mara mma,NA,mara mma,joy,0.609
awards,enọ,ịsọpụrụ,ịsọpụrụ,joy,0.609
rekindle,melite,NA,melite,joy,0.609
super,ibu,NA,ibu,joy,0.609
enlightenment,ihe ọmụma,NA,ihe ọmụma,joy,0.609
rainbows,egwurugwu,NA,egwurugwu,joy,0.609
elegance,ịma mma,NA,ịma mma,joy,0.609
generous,mmesapụ aka,NA,mmesapụ aka,joy,0.609
playful,igwuri egwu,NA,igwuri egwu,joy,0.609
christmas,ekeresimesi,NA,ekeresimesi,joy,0.609
praiseworthy,otuto,NA,otuto,joy,0.609
winnings,mmeri,NA,mmeri,joy,0.609
independence,nnwere onwe,NA,nnwere onwe,joy,0.607
amour,amour,ngwa agha,ngwa agha,joy,0.607
wonder,ihe ijuanya,NA,ihe ijuanya,joy,0.606
surprises,ihe ịtụnanya,NA,ihe ịtụnanya,joy,0.606
onelove,otu ịhụnanya,NA,otu ịhụnanya,joy,0.606
freely,n'efu,NA,n'efu,joy,0.606
hilarity,ọchị,NA,ọchị,joy,0.606
inspired,n'ike mmụọ nsọ,NA,n'ike mmụọ nsọ,joy,0.606
kindness,obi oma,obi ọma,obi ọma,joy,0.606
successful,ihe ịga nke ọma,NA,ihe ịga nke ọma,joy,0.606
whimsical,ihe nzuzu,NA,ihe nzuzu,joy,0.603
entertainment,ntụrụndụ,NA,ntụrụndụ,joy,0.603
passion,ahuhu,NA,ahuhu,joy,0.603
beautify,mara mma,NA,mara mma,joy,0.601
stressfree,enweghị nchekasị,NA,enweghị nchekasị,joy,0.601
sunrise,ọwụwa anyanwụ,NA,ọwụwa anyanwụ,joy,0.6
godisgood,godisgood,chidimma,chidimma,joy,0.597
goodmusic,egwu ọma,NA,egwu ọma,joy,0.594
revere,sọpụrụ,NA,sọpụrụ,joy,0.594
whoo,wuo,NA,wuo,joy,0.594
angel,mmụọ ozi,NA,mmụọ ozi,joy,0.594
flirt,ịchụ nwoke,NA,ịchụ nwoke,joy,0.594
fanfare,ofufe,mmemme,mmemme,joy,0.594
snuggled,gbajie,NA,gbajie,joy,0.594
goodies,ihe oma,ihe ọma,ihe ọma,joy,0.594
thankgod,Chukwu Daalụ,NA,Chukwu Daalụ,joy,0.594
inspire,kpalie,NA,kpalie,joy,0.594
accomplishment,mmezu,NA,mmezu,joy,0.594
peacefully,n'udo,NA,n'udo,joy,0.594
jesus,jesus,jisọs,jisọs,joy,0.594
friendship,ọbụbụenyi,NA,ọbụbụenyi,joy,0.591
highest,nke kachasi elu,NA,nke kachasi elu,joy,0.591
heroic,dike,NA,dike,joy,0.591
singing,na -abụ abụ,NA,na -abụ abụ,joy,0.591
exalted,ebuli elu,NA,ebuli elu,joy,0.591
fortune,uba,ụba,ụba,joy,0.591
summer,oge okpomọkụ,NA,oge okpomọkụ,joy,0.591
overflowing,jubiga ókè,NA,jubiga ókè,joy,0.588
woot,woot,wutu,wutu,joy,0.588
rollicking,na -atụgharị,NA,na -atụgharị,joy,0.588
contented,afọ juru,NA,afọ juru,joy,0.588
accolade,nkwanye ugwu,NA,nkwanye ugwu,joy,0.586
hope,olile anya,NA,olile anya,joy,0.586
cozy,mma,NA,mma,joy,0.583
delicious,ụtọ,NA,ụtọ,joy,0.579
darling,enyi m,NA,enyi m,joy,0.578
praise,ito,NA,ito,joy,0.578
raving,na -egwu egwu,NA,na -egwu egwu,joy,0.578
picturesque,mara mma,foto,foto,joy,0.578
sensuous,mmetụta uche,NA,mmetụta uche,joy,0.578
ambition,oké ọchịchọ,NA,oké ọchịchọ,joy,0.578
everlasting,ebighi ebi,NA,ebighi ebi,joy,0.578
thelife,ndụ,NA,ndụ,joy,0.578
friendly,enyi na enyi,NA,enyi na enyi,joy,0.578
sparkle,mgbuke,NA,mgbuke,joy,0.577
peace,udo,NA,udo,joy,0.576
luckygirl,kechioma,NA,kechioma,joy,0.576
flattering,okwu ire ụtọ,NA,okwu ire ụtọ,joy,0.576
heroism,heroism,kedike,kedike,joy,0.576
sensual,ihe mmasi,NA,ihe mmasi,joy,0.576
grace,amara,NA,amara,joy,0.576
succeeding,na -aga nke ọma,NA,na -aga nke ọma,joy,0.576
yeahhh,eeh,NA,eeh,joy,0.576
livelife,ndụ ndụ,NA,ndụ ndụ,joy,0.574
special,pụrụiche,NA,pụrụiche,joy,0.574
tantalizing,na -agbagwoju anya,NA,na -agbagwoju anya,joy,0.572
pumped,gbapụtara,NA,gbapụtara,joy,0.567
admirable,dị mma,NA,dị mma,joy,0.562
relax,Zuo ike,NA,Zuo ike,joy,0.562
prevail,merie,NA,merie,joy,0.562
superstar,kpakpando,NA,kpakpando,joy,0.562
yey,ee,NA,ee,joy,0.562
prosper,nwee ọganihu,NA,nwee ọganihu,joy,0.562
surprise,ihe ijuanya,NA,ihe ijuanya,joy,0.562
revels,na -egwuri egwu,NA,na -egwuri egwu,joy,0.562
sunny,anwụ na -acha,NA,anwụ na -acha,joy,0.562
worthwhile,bara uru,NA,bara uru,joy,0.562
humorous,ọchị,NA,ọchị,joy,0.562
liking,na -amasị,NA,na -amasị,joy,0.562
sweets,ihe ụtọ,NA,ihe ụtọ,joy,0.562
hero,dike,NA,dike,joy,0.562
hugs,mmakụ,NA,mmakụ,joy,0.562
freedom,nnwere onwe,NA,nnwere onwe,joy,0.561
tenderness,ịdị nro,NA,ịdị nro,joy,0.561
favorable,mma,NA,mma,joy,0.561
newyear,afọ ọhụrụ,NA,afọ ọhụrụ,joy,0.561
masterpiece,ọkaibe,NA,ọkaibe,joy,0.561
bless,gozie,NA,gozie,joy,0.561
dreams,nrọ,NA,nrọ,joy,0.559
home,ulo,ụlọ,ụlọ,joy,0.559
hopeful,olile anya,NA,olile anya,joy,0.559
cruising,njem ụgbọ mmiri,NA,njem ụgbọ mmiri,joy,0.556
gracias,ekele,NA,ekele,joy,0.554
faithfulness,ikwesị ntụkwasị obi,NA,ikwesị ntụkwasị obi,joy,0.553
eagerness,ịnụ ọkụ n'obi,NA,ịnụ ọkụ n'obi,joy,0.552
closeness,ịdị nso,NA,ịdị nso,joy,0.552
sunshine,anwụ na -acha,NA,anwụ na -acha,joy,0.551
comfy,dị mma,NA,dị mma,joy,0.551
gifts,onyinye,NA,onyinye,joy,0.547
mistletoe,mistletoe,osisi,osisi,joy,0.547
confidence,obi ike,NA,obi ike,joy,0.547
astonishment,ihe ijuanya,NA,ihe ijuanya,joy,0.547
goodmorning,ụtụtụ ọma,NA,ụtụtụ ọma,joy,0.547
daughter,nwa nwanyi,NA,nwa nwanyi,joy,0.547
vacation,ezumike,NA,ezumike,joy,0.547
bonus,ego,NA,ego,joy,0.547
gift,onyinye,NA,onyinye,joy,0.547
celestial,nke eluigwe,NA,nke eluigwe,joy,0.547
heart,obi,NA,obi,joy,0.547
illuminate,nwuo,NA,nwuo,joy,0.547
elite,ọkaibe,NA,ọkaibe,joy,0.547
completion,mmecha,NA,mmecha,joy,0.547
lifted,ebuli,NA,ebuli,joy,0.547
zeal,ịnụ ọkụ n'obi,NA,ịnụ ọkụ n'obi,joy,0.547
good,mma,NA,mma,joy,0.547
charmed,Ịmekwasị anwansị,NA,Ịmekwasị anwansị,joy,0.546
dance,ịgba egwu,NA,ịgba egwu,joy,0.545
sublime,magburu onwe ya,NA,magburu onwe ya,joy,0.545
god,chukwu,NA,chukwu,joy,0.545
gush,gush,ịpụta,ịpụta,joy,0.545
recreation,ntụrụndụ,NA,ntụrụndụ,joy,0.545
encouragement,agbamume,NA,agbamume,joy,0.545
freshstart,mmalite mmalite,NA,mmalite mmalite,joy,0.544
free,n'efu,NA,n'efu,joy,0.544
savior,onye nzoputa,onye nzọpụta,onye nzọpụta,joy,0.543
sanctuary,ebe nsọ,NA,ebe nsọ,joy,0.541
grandchildren,ụmụ ụmụ,NA,ụmụ ụmụ,joy,0.54
wellness,ịdị mma,NA,ịdị mma,joy,0.537
revel,tigbuo egwu,NA,tigbuo egwu,joy,0.534
savor,esi ísì,NA,esi ísì,joy,0.531
music,egwu,NA,egwu,joy,0.531
confident,obi ike,NA,obi ike,joy,0.531
money,ego,NA,ego,joy,0.531
holiness,ịdị nsọ,NA,ịdị nsọ,joy,0.531
liberation,ntọhapụ,NA,ntọhapụ,joy,0.531
alive,dị ndụ,NA,dị ndụ,joy,0.531
matrimony,alụmdi na nwunye,NA,alụmdi na nwunye,joy,0.531
vitality,ike,NA,ike,joy,0.531
firstborn,ọkpara,NA,ọkpara,joy,0.531
rainbow,egwurugwu,NA,egwurugwu,joy,0.531
serene,dị jụụ,NA,dị jụụ,joy,0.531
inspirational,n'ike mmụọ nsọ,NA,n'ike mmụọ nsọ,joy,0.531
soar,elu,NA,elu,joy,0.531
soothing,dị jụụ,NA,dị jụụ,joy,0.531
dayoff,nkwụsị,NA,nkwụsị,joy,0.531
fab,akwa,ekweghị ekwe,ekweghị ekwe,joy,0.531
bridal,agbamakwụkwọ,NA,agbamakwụkwọ,joy,0.531
welcomed,nabatara,NA,nabatara,joy,0.53
mastery,mastery,kemmata,kemmata,joy,0.53
illumination,ìhè,NA,ìhè,joy,0.53
warmth,ima,okpomọkụ,okpomọkụ,joy,0.53
elegant,mara mma,NA,mara mma,joy,0.53
blossom,otuto,NA,otuto,joy,0.53
glimmer,enwu enwu,NA,enwu enwu,joy,0.53
treat,emeso,NA,emeso,joy,0.529
faithful,kwesiri ntukwasi obi,NA,kwesiri ntukwasi obi,joy,0.529
snuggles,na -agagharị,NA,na -agagharị,joy,0.522
laurels,laurel,lọọ,lọọ,joy,0.521
commendable,ịja mma,NA,ịja mma,joy,0.519
silly,nzuzu,NA,nzuzu,joy,0.516
remarkable,dị ịrịba ama,NA,dị ịrịba ama,joy,0.516
jingle,jingle,ukwe,ukwe,joy,0.516
zest,zest,zesti,zesti,joy,0.516
aspire,chọsie ike,NA,chọsie ike,joy,0.516
noschool,ụlọ akwụkwọ,akwụkwọ adịghị,akwụkwọ adịghị,joy,0.516
pride,nganga,NA,nganga,joy,0.516
brotherly,nwanne nwoke,NA,nwanne nwoke,joy,0.516
almighty,onye puru ime ihe nile,NA,onye puru ime ihe nile,joy,0.516
resplendent,dị ebube,NA,dị ebube,joy,0.516
fancy,fancy,atọm ụtọ,atọm ụtọ,joy,0.516
abundant,nke ukwuu,NA,nke ukwuu,joy,0.516
succeed,gaa nke ọma,NA,gaa nke ọma,joy,0.516
presents,onyinye,NA,onyinye,joy,0.516
greeted,kelere,NA,kelere,joy,0.516
powerful,dị ike,NA,dị ike,joy,0.516
strengthening,na -ewusi ike,NA,na -ewusi ike,joy,0.516
payday,ụbọchị ịkwụ ụgwọ,NA,ụbọchị ịkwụ ụgwọ,joy,0.515
reunited,jikọghachiri,NA,jikọghachiri,joy,0.515
comfort,nkasi obi,NA,nkasi obi,joy,0.515
spirit,mmụọ,NA,mmụọ,joy,0.515
princely,nwa eze,NA,nwa eze,joy,0.515
coronation,echichi,NA,echichi,joy,0.515
complete,zuru ezu,NA,zuru ezu,joy,0.515
animated,animated,izubandu,izubandu,joy,0.515
therapeutic,ọgwụgwọ,NA,ọgwụgwọ,joy,0.515
leisure,oge ntụrụndụ,NA,oge ntụrụndụ,joy,0.515
kid,nwa ewu,NA,nwa ewu,joy,0.515
kudos,ekele,NA,ekele,joy,0.515
shining,na -enwu,NA,na -enwu,joy,0.515
vivid,doro anya,NA,doro anya,joy,0.515
cutie,mma,NA,mma,joy,0.515
thanking,na -ekele,NA,na -ekele,joy,0.515
familytime,oge ezinụlọ,NA,oge ezinụlọ,joy,0.515
godly,nke Chukwu,NA,nke Chukwu,joy,0.514
marriage,alụmdi na nwunye,NA,alụmdi na nwunye,joy,0.514
relationship,mmekọrịta,NA,mmekọrịta,joy,0.514
daymade,mere ụbọchị,NA,mere ụbọchị,joy,0.514
spouse,nwunye,NA,nwunye,joy,0.507
intimately,nso,NA,nso,joy,0.507
visionary,onye ọhụụ,NA,onye ọhụụ,joy,0.5
respect,nkwanye ugwu,NA,nkwanye ugwu,joy,0.5
nature,ọdịdị,NA,ọdịdị,joy,0.5
holyspirit,mmụọ nsọ,NA,mmụọ nsọ,joy,0.5
meritorious,meritorious,kwesiri,kwesiri,joy,0.5
soulful,mkpụrụ obi,NA,mkpụrụ obi,joy,0.5
refreshed,nweta ume ọhụrụ,NA,nweta ume ọhụrụ,joy,0.5
motherhood,nne,NA,nne,joy,0.5
family,ezinụlọ,NA,ezinụlọ,joy,0.5
stressrelief,nchekasị,nhapụ nchekasi,nhapụ nchekasi,joy,0.5
achieved,enweta,NA,enweta,joy,0.5
diamond,dayamọnd,NA,dayamọnd,joy,0.5
teamjesus,otujesus,otu jisọs,otu jisọs,joy,0.5
satisfied,rijuru afọ,NA,rijuru afọ,joy,0.5
memorable,echefu echefu,NA,echefu echefu,joy,0.5
encourage,gbaa ume,NA,gbaa ume,joy,0.5
veracity,eziokwu,NA,eziokwu,joy,0.5
gem,mkpuru osisi,NA,mkpuru osisi,joy,0.5
baby,nwa,NA,nwa,joy,0.5
dignity,ugwu,NA,ugwu,joy,0.5
welcoming,na -anabata,NA,na -anabata,joy,0.5
excel,kacha mma,NA,kacha mma,joy,0.5
healthy,ahụike,NA,ahụike,joy,0.5
beach,osimiri,NA,osimiri,joy,0.5
charitable,ọrụ ebere,NA,ọrụ ebere,joy,0.5
inviting,na -akpọ oku,NA,na -akpọ oku,joy,0.5
erotic,erotic,ihe adịghị mma,ihe adịghị mma,joy,0.5
bloom,oge ntoju,NA,oge ntoju,joy,0.5
christ,Kraịst,NA,Kraịst,joy,0.5
accomplish,mezuo,NA,mezuo,joy,0.5
carefree,ejighị ihe kpọrọ ihe,NA,ejighị ihe kpọrọ ihe,joy,0.5
friends,enyi,NA,enyi,joy,0.5
surreal,nyefee,NA,nyefee,joy,0.5
health,ahụike,NA,ahụike,joy,0.493
aura,aura,ikuku,ikuku,joy,0.493
approved,nwapụtara,akwadoro,akwadoro,joy,0.486
liberty,nnwere onwe,NA,nnwere onwe,joy,0.486
yehey,eee,NA,eee,joy,0.486
prestige,ugwu,NA,ugwu,joy,0.485
aspiration,ọchịchọ,NA,ọchịchọ,joy,0.485
inseparable,nkewa,NA,nkewa,joy,0.485
crescendo,crescendo,kresendo,kresendo,joy,0.485
betrothed,kwere nkwa,NA,kwere nkwa,joy,0.485
crowning,okpueze,NA,okpueze,joy,0.485
loyal,na -eguzosi ike n'ihe,NA,na -eguzosi ike n'ihe,joy,0.485
bounty,mmasi,NA,mmasi,joy,0.485
privileged,ihe ùgwù,NA,ihe ùgwù,joy,0.485
liberate,tọhapụ,NA,tọhapụ,joy,0.485
rapture,owuwe,NA,owuwe,joy,0.485
gentle,dị nwayọọ,NA,dị nwayọọ,joy,0.485
engaging,na -etinye aka,NA,na -etinye aka,joy,0.485
nocomplaints,enweghị mkpesa,NA,enweghị mkpesa,joy,0.485
selfworth,nnwere onwe,NA,nnwere onwe,joy,0.484
desire,ochicho,ọchịchọ,ọchịchọ,joy,0.484
luck,chioma,chiọma,chiọma,joy,0.484
aloha,ndewo,NA,ndewo,joy,0.484
trophy,iko,NA,iko,joy,0.484
chocolate,chocolate,chokoleti,chokoleti,joy,0.484
transcendence,karịrị akarị,NA,karịrị akarị,joy,0.484
yummy,kemmiri,di ụtọ,di ụtọ,joy,0.484
datenight,datenight,abali,abali,joy,0.484
fete,fete,mmemme,mmemme,joy,0.484
creativity,ihe okike,NA,ihe okike,joy,0.484
heyday,heyday,ụbọchị di mma,ụbọchị di mma,joy,0.484
bouquet,bouquet,ihe oriri,ihe oriri,joy,0.484
dream,nrọ,NA,nrọ,joy,0.484
destiny,akara aka,NA,akara aka,joy,0.484
boyfriend,enyi nwoke,NA,enyi nwoke,joy,0.48
commemoration,ncheta,NA,ncheta,joy,0.479
intelligence,ọgụgụ isi,NA,ọgụgụ isi,joy,0.477
readiness,njikere,NA,njikere,joy,0.473
bride,nwunye,NA,nwunye,joy,0.471
friend,enyi,NA,enyi,joy,0.471
enthusiast,onye na -anụ ọkụ n'obi,NA,onye na -anụ ọkụ n'obi,joy,0.471
calming,na -eme ka obi dajụọ,NA,na -eme ka obi dajụọ,joy,0.47
massage,ịhịa aka n'ahụ,NA,ịhịa aka n'ahụ,joy,0.47
nostalgia,agụụ agụụ,NA,agụụ agụụ,joy,0.47
adventure,njem,NA,njem,joy,0.47
lush,lush,ipụ,ipụ,joy,0.47
tickle,otighiti,NA,otighiti,joy,0.47
inheritance,ihe nketa,NA,ihe nketa,joy,0.47
kiddo,kiddo,nwatakịrị,nwatakịrị,joy,0.47
soothe,dajụọ,NA,dajụọ,joy,0.47
luster,mara mma,NA,mara mma,joy,0.469
eternal,ebighi ebi,NA,ebighi ebi,joy,0.469
purring,purring,ụda,ụda,joy,0.469
heartily,nke obi,NA,nke obi,joy,0.469
bonding,njikọ,NA,njikọ,joy,0.469
princess,adaeze,NA,adaeze,joy,0.469
rest,zuru ike,NA,zuru ike,joy,0.469
humanitarian,ndi mmadu,NA,ndi mmadu,joy,0.469
benevolence,obi oma,obi ọma,obi ọma,joy,0.469
goals,ihe mgbaru ọsọ,mbunuche,mbunuche,joy,0.469
amicable,na -eme udo,NA,na -eme udo,joy,0.469
bridegroom,onye na -alụ nwunye,NA,onye na -alụ nwunye,joy,0.469
nurture,ịzụlite,NA,ịzụlite,joy,0.469
pretty,mara mma,NA,mara mma,joy,0.469
giving,na -enye,NA,na -enye,joy,0.469
pray,kpee ekpere,NA,kpee ekpere,joy,0.469
getaway,pụọ,NA,pụọ,joy,0.469
child,nwa,NA,nwa,joy,0.466
salutary,ekele,NA,ekele,joy,0.465
invite,kpọọ,NA,kpọọ,joy,0.457
beam,osisi,NA,osisi,joy,0.456
reminiscing,na -echeta,NA,na -echeta,joy,0.456
friday,Fraịdee,NA,Fraịdee,joy,0.455
aesthetics,aesthetics,ihe mara mma,ihe mara mma,joy,0.455
ceremony,emume,NA,emume,joy,0.455
scholarship,agụmakwụkwọ,NA,agụmakwụkwọ,joy,0.455
befriend,enyi,NA,enyi,joy,0.455
mindfulness,itinye uche,NA,itinye uche,joy,0.455
elevation,elu,NA,elu,joy,0.455
kindred,nwanne,NA,nwanne,joy,0.455
freshair,freshair,ikuku ọma,ikuku ọma,joy,0.455
tropical,ebe okpomọkụ,NA,ebe okpomọkụ,joy,0.455
sonice,sonice,di mma,di mma,joy,0.455
faith,okwukwe,NA,okwukwe,joy,0.453
allure,rata,NA,rata,joy,0.453
