word,machine_translation,human_translation,machine_translation_updated,emotion,emotion_intensity_score
funday,funday,ranar jin daɗi,ranar jin daɗi,joy,0.772
enjoying,jin dadi,jin daɗi,jin daɗi,joy,0.771
thebest,mafi kyau,NA,mafi kyau,joy,0.766
lifeisgood,rayuwa mai kyau,NA,rayuwa mai kyau,joy,0.766
smiles,murmushi,NA,murmushi,joy,0.766
christmasspirit,krismasspirit,ruhun Kirsimeti,ruhun Kirsimeti,joy,0.766
amused,m,nishaɗi,nishaɗi,joy,0.766
goodfeeling,jin dadi,jin daɗi,jin daɗi,joy,0.766
sosweet,mai dadi,mai daɗi,mai daɗi,joy,0.766
cuddling,cuddling,runguma,runguma,joy,0.766
party,jam'iyyar,jam'iyya,jam'iyya,joy,0.765
delight,murna,NA,murna,joy,0.765
orgasm,inzali,NA,inzali,joy,0.765
positive,tabbatacce,NA,tabbatacce,joy,0.761
cheerfulness,fara'a,NA,fara'a,joy,0.758
enlighten,fadakarwa,faɗakarwa,faɗakarwa,joy,0.758
sweetheart,masoyi,NA,masoyi,joy,0.758
miracles,mu'ujizai,NA,mu'ujizai,joy,0.758
christmastime,lokacin kirsimeti,lokacin Kirsimeti,lokacin Kirsimeti,joy,0.757
giddy,giddy,sa jin daɗi,sa jin daɗi,joy,0.757
laughs,yayi dariya,ya yi dariya,ya yi dariya,joy,0.75
pleasing,m,mai faranta rai,mai faranta rai,joy,0.75
blessings,albarka,NA,albarka,joy,0.75
romantic,soyayya,NA,soyayya,joy,0.75
gratify,gamsarwa,NA,gamsarwa,joy,0.75
smile,murmushi,NA,murmushi,joy,0.75
happyholidays,bukukuwan farin ciki,NA,bukukuwan farin ciki,joy,0.75
tistheseason,lokacin bazara,NA,lokacin bazara,joy,0.75
greatness,girma,NA,girma,joy,0.75
friendliness,sada zumunci,NA,sada zumunci,joy,0.75
frolic,murkushewa,murƙushewa,murƙushewa,joy,0.748
positiveenergy,ingantaccen makamashi,NA,ingantaccen makamashi,joy,0.742
jubilee,jubili,NA,jubili,joy,0.742
enthusiasm,sha'awa,NA,sha'awa,joy,0.742
miracle,mu'ujiza,NA,mu'ujiza,joy,0.742
magical,sihiri,NA,sihiri,joy,0.742
goodvibes,masu kyau,NA,masu kyau,joy,0.742
selflove,son kai,NA,son kai,joy,0.742
triumph,nasara,NA,nasara,joy,0.742
rewarding,lada,NA,lada,joy,0.742
feelgood,jin dadi,jin daɗi,jin daɗi,joy,0.736
prosperity,wadata,NA,wadata,joy,0.735
admiration,sha'awa,NA,sha'awa,joy,0.734
feelinggood,jin dadi,jin daɗi,jin daɗi,joy,0.734
tgif,tgif,yau Juma'a,yau Juma'a,joy,0.734
passionate,m,mai jaraba,mai jaraba,joy,0.734
goodday,ina kwana,NA,ina kwana,joy,0.734
greatnight,babban dare,NA,babban dare,joy,0.734
behappy,yi farin ciki,NA,yi farin ciki,joy,0.734
victory,nasara,NA,nasara,joy,0.734
vivacious,vivacious,mace mai kuzari,mace mai kuzari,joy,0.734
luxurious,na marmari,NA,na marmari,joy,0.734
enchant,sihiri,NA,sihiri,joy,0.734
glorification,tasbihi,NA,tasbihi,joy,0.733
glowing,haske,NA,haske,joy,0.729
sing,raira waƙa,NA,raira waƙa,joy,0.729
yessss,yasss,ehhhh,ehhhh,joy,0.728
fulfillment,cikawa,NA,cikawa,joy,0.728
breathtaking,mai ban sha'awa,NA,mai ban sha'awa,joy,0.728
cheery,murna,NA,murna,joy,0.727
hurrah,yi sauri,NA,yi sauri,joy,0.727
merry,m,mai kuzari,mai kuzari,joy,0.727
thankful,godiya,NA,godiya,joy,0.727
win,lashe,NA,lashe,joy,0.727
christmasbreak,Kirsimeti,NA,Kirsimeti,joy,0.727
atpeace,lafiya,NA,lafiya,joy,0.727
award,lambar yabo,NA,lambar yabo,joy,0.727
radiance,annuri,NA,annuri,joy,0.725
inspiration,wahayi,NA,wahayi,joy,0.725
pleased,yarda,NA,yarda,joy,0.725
uplift,dagawa,NA,dagawa,joy,0.723
optimistic,kyakkyawan fata,NA,kyakkyawan fata,joy,0.723
thrill,burgewa,NA,burgewa,joy,0.721
holidays,bukukuwa,NA,bukukuwa,joy,0.721
heaven,sama,NA,sama,joy,0.721
lucky,m,nasara,nasara,joy,0.721
godisgreat,godisgreat,Allah mai girma,Allah mai girma,joy,0.721
praising,yabo,NA,yabo,joy,0.719
heartfelt,mai zuciya,NA,mai zuciya,joy,0.719
thriving,bunƙasa,NA,bunƙasa,joy,0.719
perfect,cikakke,NA,cikakke,joy,0.719
congratulatory,taya murna,NA,taya murna,joy,0.719
brighten,haske,NA,haske,joy,0.719
amusement,shagala,NA,shagala,joy,0.719
harmony,jituwa,NA,jituwa,joy,0.719
lover,masoyi,NA,masoyi,joy,0.719
xmas,xama,Kirsimeti,Kirsimeti,joy,0.719
lovely,kyakkyawa,NA,kyakkyawa,joy,0.719
utopian,utopian,mai manufar gyara,mai manufar gyara,joy,0.719
achievement,nasara,NA,nasara,joy,0.712
bestfeeling,mafi kyau ji,mafi kyan ji,mafi kyan ji,joy,0.712
holiday,biki,NA,biki,joy,0.712
luxury,alatu,NA,alatu,joy,0.712
merrychristmas,bikin kirsimeti,bikin Kirsimeti,bikin Kirsimeti,joy,0.712
treasures,taskoki,NA,taskoki,joy,0.712
luckiest,mafi sa'a,NA,mafi sa'a,joy,0.712
yay,yayi,nuna ƙarfafawa,nuna ƙarfafawa,joy,0.712
magic,sihiri,NA,sihiri,joy,0.712
intimate,m,amini,amini,joy,0.71
soblessed,soblessed,sai albarka,sai albarka,joy,0.706
yaaay,yayy,nuna ƙarfafawa,nuna ƙarfafawa,joy,0.706
rave,rave,liyafa da shaye-shaye,liyafa da shaye-shaye,joy,0.706
chuckle,dariya,NA,dariya,joy,0.706
proud,girman kai,NA,girman kai,joy,0.704
goodlife,rayuwa mai kyau,NA,rayuwa mai kyau,joy,0.703
lovelife,lovelife,rayuwar ƙauna,rayuwar ƙauna,joy,0.703
sweetest,mafi dadi,mafi daɗi,mafi daɗi,joy,0.703
appreciates,yaba,NA,yaba,joy,0.703
satisfying,mai gamsarwa,NA,mai gamsarwa,joy,0.703
amazingly,abin mamaki,NA,abin mamaki,joy,0.703
goodnews,albishir,NA,albishir,joy,0.703
winning,cin nasara,NA,cin nasara,joy,0.703
beautification,ado,NA,ado,joy,0.703
gooood,kyau,NA,kyau,joy,0.703
cherish,kauna,ƙauna,ƙauna,joy,0.703
truelove,reallove,soyayyar gaskiya,soyayyar gaskiya,joy,0.703
fuckyeah,fuckyeah,gamsuwa,gamsuwa,joy,0.703
cuddled,cuddled,rungume,rungume,joy,0.703
optimism,kyakkyawan fata,NA,kyakkyawan fata,joy,0.703
entertained,nishaɗi,NA,nishaɗi,joy,0.7
yaay,yayi,nuna ƙarfafawa,nuna ƙarfafawa,joy,0.7
excite,burge,NA,burge,joy,0.697
newbeginnings,sababbin shiga,NA,sababbin shiga,joy,0.693
praisejesus,godiya,NA,godiya,joy,0.691
birthday,ranar haihuwa,NA,ranar haihuwa,joy,0.691
honored,girmama,NA,girmama,joy,0.688
favorite,fi so,NA,fi so,joy,0.688
adoration,sujada,NA,sujada,joy,0.688
metime,metime,lokacin kai,lokacin kai,joy,0.688
greatfriends,manyan abokai,NA,manyan abokai,joy,0.688
holidayseason,lokacin bazara,NA,lokacin bazara,joy,0.688
angelic,mala'ika,NA,mala'ika,joy,0.688
godsend,godiya,NA,godiya,joy,0.688
content,abun ciki,NA,abun ciki,joy,0.688
exquisite,dadi,kyau,kyau,joy,0.688
thankyoujesus,na gode,NA,na gode,joy,0.688
entertaining,nishaɗi,NA,nishaɗi,joy,0.688
exaltation,daukaka,ɗaukaka,ɗaukaka,joy,0.682
luscious,m,mai daɗi,mai daɗi,joy,0.682
precious,mai daraja,NA,mai daraja,joy,0.682
brightens,yayi haske,ya yi haske,ya yi haske,joy,0.682
appreciated,yaba,NA,yaba,joy,0.682
smiled,yayi murmushi,ya yi murmushi,ya yi murmushi,joy,0.682
bestfriends,abokai,NA,abokai,joy,0.682
goodhealth,lafiya,NA,lafiya,joy,0.682
memoriesiwontforget,abubuwan tunawa,NA,abubuwan tunawa,joy,0.682
majestic,mai girma,NA,mai girma,joy,0.682
tranquility,kwanciyar hankali,NA,kwanciyar hankali,joy,0.679
positively,tabbatacce,NA,tabbatacce,joy,0.676
embrace,rungumi,NA,rungumi,joy,0.676
marry,aure,NA,aure,joy,0.676
hug,runguma,NA,runguma,joy,0.672
dearest,masoyi,NA,masoyi,joy,0.672
grin,murmushi,NA,murmushi,joy,0.672
giggles,dariya,NA,dariya,joy,0.672
relaxation,shakatawa,shaƙatawa,shaƙatawa,joy,0.672
accomplished,cika,NA,cika,joy,0.672
enliven,mai rai,NA,mai rai,joy,0.672
weeeee,weeeee,ƙarar nishaɗi,ƙarar nishaɗi,joy,0.672
contentment,gamsuwa,NA,gamsuwa,joy,0.672
bday,bday,ranar haihuwa,ranar haihuwa,joy,0.672
hilarious,abin dariya,NA,abin dariya,joy,0.672
bountiful,mai yawa,NA,mai yawa,joy,0.667
boisterous,hayaniya,NA,hayaniya,joy,0.667
adore,kauna,ƙauna,ƙauna,joy,0.667
fulfilled,cika,NA,cika,joy,0.667
victor,mai nasara,NA,mai nasara,joy,0.667
fulfill,cika,NA,cika,joy,0.664
cuddles,cuddles,runguma,runguma,joy,0.662
prosperous,wadata,NA,wadata,joy,0.66
satisfy,gamsu,NA,gamsu,joy,0.656
glow,haske,NA,haske,joy,0.656
serenity,kwanciyar hankali,NA,kwanciyar hankali,joy,0.656
happynewyear,barka da sabon shekara,barka da sabuwar shekara,barka da sabuwar shekara,joy,0.656
encouraged,ƙarfafa,NA,ƙarfafa,joy,0.656
innerpeace,zaman lafiya,NA,zaman lafiya,joy,0.656
christmaseve,kiristmaseve,adanar Kirsimeti,adanar Kirsimeti,joy,0.656
appreciation,godiya,NA,godiya,joy,0.656
pleasant,m,mai daɗi,mai daɗi,joy,0.656
humor,abin dariya,NA,abin dariya,joy,0.656
captivate,kama,NA,kama,joy,0.656
romanticism,romanticism,soyayya,soyayya,joy,0.656
besties,masu kyau,NA,masu kyau,joy,0.656
praised,yaba,NA,yaba,joy,0.652
fortunes,arziki,NA,arziki,joy,0.652
relaxing,shakatawa,shaƙatawa,shaƙatawa,joy,0.652
abundance,yawa,NA,yawa,joy,0.652
treasure,taska,NA,taska,joy,0.652
satisfaction,gamsuwa,NA,gamsuwa,joy,0.652
praises,yabo,NA,yabo,joy,0.652
engaged,tsunduma,NA,tsunduma,joy,0.652
affection,so,NA,so,joy,0.647
complement,dacewa,NA,dacewa,joy,0.647
nothingbetter,babu komai,NA,babu komai,joy,0.647
relieved,ya huta,NA,ya huta,joy,0.647
carnival,carnival,biki,biki,joy,0.643
saintly,tsarkaka,NA,tsarkaka,joy,0.641
uplifting,mai ɗagawa,NA,mai ɗagawa,joy,0.641
wedding,bikin aure,NA,bikin aure,joy,0.641
divine,allahntaka,NA,allahntaka,joy,0.641
harmoniously,cikin jituwa,NA,cikin jituwa,joy,0.641
champion,zakara,NA,zakara,joy,0.641
priceless,m,mai ban sha'awa sosai,mai ban sha'awa sosai,joy,0.641
achieve,cimma,cim ma,cim ma,joy,0.641
jackpot,jackpot,ci zungure,ci zungure,joy,0.641
sensuality,lalata,NA,lalata,joy,0.641
thanksgiving,godiya,NA,godiya,joy,0.641
exalt,ɗaukaka,NA,ɗaukaka,joy,0.636
twinkle,walƙiya,NA,walƙiya,joy,0.636
comforting,ta'aziya,NA,ta'aziya,joy,0.636
honeymoon,gudun amarci,NA,gudun amarci,joy,0.636
cuddle,rungume,NA,rungume,joy,0.636
climax,ƙarshe,NA,ƙarshe,joy,0.636
winner,mai nasara,NA,mai nasara,joy,0.636
peaceful,zaman lafiya,NA,zaman lafiya,joy,0.636
reverie,girmama,NA,girmama,joy,0.636
yayy,yayy,nuna ƙarfafawa,nuna ƙarfafawa,joy,0.636
felicity,farin ciki,NA,farin ciki,joy,0.636
xoxo,xoxo,runguma da sumba,runguma da sumba,joy,0.634
stargazing,kallon tauraro,NA,kallon tauraro,joy,0.625
praisegod,yabo,NA,yabo,joy,0.625
reward,sakamako,NA,sakamako,joy,0.625
generosity,karimci,NA,karimci,joy,0.625
fondness,so,NA,so,joy,0.625
gorgeous,kwazazzabo,NA,kwazazzabo,joy,0.625
sweet,mai dadi,mai daɗi,mai daɗi,joy,0.625
amusing,m,mai ban sha'awa,mai ban sha'awa,joy,0.625
hearts,zukata,NA,zukata,joy,0.625
festival,biki,NA,biki,joy,0.625
snuggling,kumbura,NA,kumbura,joy,0.625
brighter,mai haske,NA,mai haske,joy,0.625
sex,jima'i,NA,jima'i,joy,0.622
beauty,kyau,NA,kyau,joy,0.621
kind,irin,kirki,kirki,joy,0.621
applause,tafi,NA,tafi,joy,0.621
parade,fareti,NA,fareti,joy,0.621
genial,jinsi,NA,jinsi,joy,0.621
newlife,sabuwar rayuwa,NA,sabuwar rayuwa,joy,0.618
aspiring,m,mai kishi,mai kishi,joy,0.618
fulfilling,cikawa,NA,cikawa,joy,0.618
godbless,abin godiya,NA,abin godiya,joy,0.616
virtuous,nagarta,NA,nagarta,joy,0.613
kiss,sumbata,NA,sumbata,joy,0.61
adorable,kyakkyawa,NA,kyakkyawa,joy,0.609
awards,kyaututtuka,NA,kyaututtuka,joy,0.609
rekindle,sake farfadowa,sake farfaɗowa,sake farfaɗowa,joy,0.609
super,babba,NA,babba,joy,0.609
enlightenment,fadakarwa,faɗakarwa,faɗakarwa,joy,0.609
rainbows,bakan gizo,NA,bakan gizo,joy,0.609
elegance,ladabi,NA,ladabi,joy,0.609
generous,mai karimci,NA,mai karimci,joy,0.609
playful,m,na wasa,na wasa,joy,0.609
christmas,Kirsimeti,NA,Kirsimeti,joy,0.609
praiseworthy,abin yabo,NA,abin yabo,joy,0.609
winnings,cin nasara,NA,cin nasara,joy,0.609
independence,'yancin kai,NA,'yancin kai,joy,0.607
amour,amour,kwartanci,kwartanci,joy,0.607
wonder,mamaki,NA,mamaki,joy,0.606
surprises,abubuwan mamaki,NA,abubuwan mamaki,joy,0.606
onelove,soyayya ɗaya,NA,soyayya ɗaya,joy,0.606
freely,da yardar kaina,NA,da yardar kaina,joy,0.606
hilarity,walwala,NA,walwala,joy,0.606
heheh,heheh,shewa,shewa,joy,0.606
inspired,yi wahayi zuwa,NA,yi wahayi zuwa,joy,0.606
kindness,alheri,NA,alheri,joy,0.606
successful,nasara,NA,nasara,joy,0.606
whimsical,mai ban sha'awa,NA,mai ban sha'awa,joy,0.603
entertainment,nishaɗi,NA,nishaɗi,joy,0.603
passion,sha’awa,NA,sha’awa,joy,0.603
beautify,kawata,ƙawata,ƙawata,joy,0.601
stressfree,damuwa,NA,damuwa,joy,0.601
sunrise,fitowar rana,NA,fitowar rana,joy,0.6
godisgood,godiya,NA,godiya,joy,0.597
goodmusic,musika mai kyau,kiɗa mai kyau,kiɗa mai kyau,joy,0.594
revere,girmama,NA,girmama,joy,0.594
whoo,ku,NA,ku,joy,0.594
angel,mala'ika,NA,mala'ika,joy,0.594
flirt,kwarkwasa,NA,kwarkwasa,joy,0.594
fanfare,ban sha'awa,NA,ban sha'awa,joy,0.594
snuggled,sumul,NA,sumul,joy,0.594
goodies,abubuwan alheri,NA,abubuwan alheri,joy,0.594
thankgod,godiya,NA,godiya,joy,0.594
inspire,yi wahayi zuwa,NA,yi wahayi zuwa,joy,0.594
accomplishment,cikawa,NA,cikawa,joy,0.594
peacefully,cikin lumana,NA,cikin lumana,joy,0.594
jesus,Yesu,NA,Yesu,joy,0.594
friendship,abota,NA,abota,joy,0.591
highest,mafi girma,NA,mafi girma,joy,0.591
heroic,jarumi,NA,jarumi,joy,0.591
singing,yin waka,yin waƙa,yin waƙa,joy,0.591
exalted,ɗaukaka,NA,ɗaukaka,joy,0.591
fortune,arziki,NA,arziki,joy,0.591
summer,rani,NA,rani,joy,0.591
overflowing,ambaliya,NA,ambaliya,joy,0.588
woot,woot,nuna farin ciki,nuna farin ciki,joy,0.588
rollicking,mirginawa,NA,mirginawa,joy,0.588
contented,gamsu,NA,gamsu,joy,0.588
accolade,yabo,NA,yabo,joy,0.586
hope,bege,NA,bege,joy,0.586
cozy,jin dadi,jin daɗi,jin daɗi,joy,0.583
delicious,dadi,daɗi,daɗi,joy,0.579
darling,masoyi,NA,masoyi,joy,0.578
praise,yabo,NA,yabo,joy,0.578
raving,raving,yin sumbatu,yin sumbatu,joy,0.578
picturesque,hotuna,NA,hotuna,joy,0.578
sensuous,sha'awa,NA,sha'awa,joy,0.578
ambition,buri,NA,buri,joy,0.578
everlasting,na har abada,NA,na har abada,joy,0.578
thelife,rayuwar,NA,rayuwar,joy,0.578
friendly,sada zumunci,NA,sada zumunci,joy,0.578
sparkle,walƙiya,NA,walƙiya,joy,0.577
peace,zaman lafiya,NA,zaman lafiya,joy,0.576
luckygirl,sa'a,NA,sa'a,joy,0.576
flattering,fadanci,NA,fadanci,joy,0.576
heroism,jarumtaka,NA,jarumtaka,joy,0.576
sensual,sha'awa,NA,sha'awa,joy,0.576
grace,alheri,NA,alheri,joy,0.576
succeeding,nasara,NA,nasara,joy,0.576
yeahhh,yahh,ehhh,ehhh,joy,0.576
livelife,rayuwar rayuwa,NA,rayuwar rayuwa,joy,0.574
special,na musamman,NA,na musamman,joy,0.574
tantalizing,tantalizing,mai burgewa,mai burgewa,joy,0.572
pumped,famfo,NA,famfo,joy,0.567
admirable,m,abin sha'awa,abin sha'awa,joy,0.562
relax,Huta,huta,huta,joy,0.562
prevail,rinjaye,NA,rinjaye,joy,0.562
superstar,tauraro,NA,tauraro,joy,0.562
yey,yi,NA,yi,joy,0.562
prosper,wadata,NA,wadata,joy,0.562
surprise,mamaki,NA,mamaki,joy,0.562
revels,revels,murna,murna,joy,0.562
sunny,rana,NA,rana,joy,0.562
worthwhile,m,mai daraja,mai daraja,joy,0.562
humorous,m,na raha,na raha,joy,0.562
liking,so,NA,so,joy,0.562
sweets,Sweets,alawa,alawa,joy,0.562
hero,jarumi,NA,jarumi,joy,0.562
hugs,runguma,NA,runguma,joy,0.562
freedom,'yanci,NA,'yanci,joy,0.561
tenderness,taushi,NA,taushi,joy,0.561
favorable,m,na taimako,na taimako,joy,0.561
newyear,sabuwar shekara,NA,sabuwar shekara,joy,0.561
masterpiece,gwaninta,NA,gwaninta,joy,0.561
bless,sa albarka,NA,sa albarka,joy,0.561
dreams,mafarkai,NA,mafarkai,joy,0.559
home,gida,NA,gida,joy,0.559
hopeful,mai bege,NA,mai bege,joy,0.559
cruising,yawo,NA,yawo,joy,0.556
gracias,godiya,NA,godiya,joy,0.554
faithfulness,aminci,NA,aminci,joy,0.553
eagerness,himma,NA,himma,joy,0.552
closeness,kusanci,NA,kusanci,joy,0.552
sunshine,hasken rana,NA,hasken rana,joy,0.551
comfy,dadi,daɗi,daɗi,joy,0.551
gifts,kyauta,NA,kyauta,joy,0.547
mistletoe,mistletoe,tsiro,tsiro,joy,0.547
confidence,amincewa,NA,amincewa,joy,0.547
astonishment,mamaki,NA,mamaki,joy,0.547
goodmorning,barka da safiya,NA,barka da safiya,joy,0.547
daughter,'ya,NA,'ya,joy,0.547
vacation,hutu,NA,hutu,joy,0.547
bonus,kari,ƙari,ƙari,joy,0.547
gift,kyauta,NA,kyauta,joy,0.547
celestial,na sama,NA,na sama,joy,0.547
heart,zuciya,NA,zuciya,joy,0.547
illuminate,haskaka,NA,haskaka,joy,0.547
elite,fitattu,NA,fitattu,joy,0.547
completion,kammalawa,NA,kammalawa,joy,0.547
lifted,dagawa,ɗagawa,ɗagawa,joy,0.547
zeal,himma,NA,himma,joy,0.547
good,mai kyau,NA,mai kyau,joy,0.547
charmed,fara'a,NA,fara'a,joy,0.546
dance,rawa,NA,rawa,joy,0.545
sublime,madaukaki,maɗaukaki,maɗaukaki,joy,0.545
god,allah,Allah,Allah,joy,0.545
gush,gush,zubowa da sauri,zubowa da sauri,joy,0.545
recreation,nishaɗi,NA,nishaɗi,joy,0.545
encouragement,ƙarfafawa,NA,ƙarfafawa,joy,0.545
freshstart,sabon farawa,NA,sabon farawa,joy,0.544
free,kyauta,NA,kyauta,joy,0.544
savior,mai ceto,NA,mai ceto,joy,0.543
sanctuary,Wuri Mai Tsarki,mafaka,mafaka,joy,0.541
grandchildren,jikoki,NA,jikoki,joy,0.54
wellness,lafiya,NA,lafiya,joy,0.537
revel,revel,murna,murna,joy,0.534
savor,dandano,ɗanɗano,ɗanɗano,joy,0.531
music,kiɗa,NA,kiɗa,joy,0.531
confident,m,mai rashin tsoro,mai rashin tsoro,joy,0.531
money,kudi,kuɗi,kuɗi,joy,0.531
holiness,tsarki,NA,tsarki,joy,0.531
liberation,'yanci,NA,'yanci,joy,0.531
alive,da rai,NA,da rai,joy,0.531
matrimony,aure,NA,aure,joy,0.531
vitality,mahimmanci,NA,mahimmanci,joy,0.531
firstborn,ɗan fari,NA,ɗan fari,joy,0.531
rainbow,bakan gizo,NA,bakan gizo,joy,0.531
serene,kwanciyar hankali,NA,kwanciyar hankali,joy,0.531
inspirational,ilham,ilhama,ilhama,joy,0.531
soar,tashi,NA,tashi,joy,0.531
soothing,kwantar da hankali,NA,kwantar da hankali,joy,0.531
dayoff,dayoff,ranar hutu,ranar hutu,joy,0.531
fab,fab,mai ban mamaki,mai ban mamaki,joy,0.531
bridal,amarya,na amarya,na amarya,joy,0.531
welcomed,maraba,NA,maraba,joy,0.53
mastery,gwaninta,NA,gwaninta,joy,0.53
illumination,haske,NA,haske,joy,0.53
warmth,zafi,NA,zafi,joy,0.53
elegant,m,tsaf-tsaf,tsaf-tsaf,joy,0.53
blossom,fure,NA,fure,joy,0.53
glimmer,haske,NA,haske,joy,0.53
treat,bi da,NA,bi da,joy,0.529
faithful,m,amintacce,amintacce,joy,0.529
snuggles,sumul,NA,sumul,joy,0.522
laurels,laurel,koren ganye,koren ganye,joy,0.521
commendable,abin yabo,NA,abin yabo,joy,0.519
silly,wauta,NA,wauta,joy,0.516
remarkable,abin mamaki,NA,abin mamaki,joy,0.516
jingle,jingle,sanarwa,sanarwa,joy,0.516
zest,zagi,NA,zagi,joy,0.516
aspire,buri,NA,buri,joy,0.516
noschool,makaranta,NA,makaranta,joy,0.516
pride,girman kai,NA,girman kai,joy,0.516
brotherly,yan'uwan juna,NA,yan'uwan juna,joy,0.516
almighty,madaukaki,maɗaukaki,maɗaukaki,joy,0.516
resplendent,m,ban sha'awa,ban sha'awa,joy,0.516
fancy,zato,NA,zato,joy,0.516
abundant,mai yawa,NA,mai yawa,joy,0.516
succeed,yi nasara,NA,yi nasara,joy,0.516
presents,gabatarwa,NA,gabatarwa,joy,0.516
greeted,gaisuwa,NA,gaisuwa,joy,0.516
powerful,mai karfi,mai ƙarfi,mai ƙarfi,joy,0.516
strengthening,ƙarfafawa,NA,ƙarfafawa,joy,0.516
payday,ranar biya,NA,ranar biya,joy,0.515
reunited,sake haduwa,sake haɗuwa,sake haɗuwa,joy,0.515
comfort,ta'aziyya,NA,ta'aziyya,joy,0.515
spirit,ruhu,NA,ruhu,joy,0.515
princely,yarima,NA,yarima,joy,0.515
coronation,nadin sarauta,naɗin sarauta,naɗin sarauta,joy,0.515
complete,cikakke,NA,cikakke,joy,0.515
newme,newme,sabon shiga,sabon shiga,joy,0.515
animated,mai rai,NA,mai rai,joy,0.515
therapeutic,warkewa,NA,warkewa,joy,0.515
leisure,dama,NA,dama,joy,0.515
kid,yaro,NA,yaro,joy,0.515
kudos,godiya,NA,godiya,joy,0.515
shining,haske,NA,haske,joy,0.515
zen,zen,nutsuwa,nutsuwa,joy,0.515
vivid,m,bayyananne,bayyananne,joy,0.515
cutie,cutie,mai ban sha'awa,mai ban sha'awa,joy,0.515
thanking,godiya,NA,godiya,joy,0.515
familytime,lokacin iyali,NA,lokacin iyali,joy,0.515
godly,mai ibada,NA,mai ibada,joy,0.514
marriage,aure,NA,aure,joy,0.514
relationship,dangantaka,NA,dangantaka,joy,0.514
daymade,na rana,NA,na rana,joy,0.514
spouse,mata,NA,mata,joy,0.507
intimately,kusa,NA,kusa,joy,0.507
visionary,mai hangen nesa,NA,mai hangen nesa,joy,0.5
respect,girmamawa,NA,girmamawa,joy,0.5
nature,yanayi,NA,yanayi,joy,0.5
holyspirit,ruhu mai tsarki,NA,ruhu mai tsarki,joy,0.5
meritorious,abin yabo,NA,abin yabo,joy,0.5
soulful,masu rai,NA,masu rai,joy,0.5
refreshed,wartsakewa,NA,wartsakewa,joy,0.5
motherhood,uwa,NA,uwa,joy,0.5
family,iyali,NA,iyali,joy,0.5
stressrelief,danniya,NA,danniya,joy,0.5
achieved,cimma,cim ma,cim ma,joy,0.5
diamond,lu'u -lu'u,NA,lu'u -lu'u,joy,0.5
teamjesus,teamjesus,tawagar Yesu,tawagar Yesu,joy,0.5
satisfied,gamsu,NA,gamsu,joy,0.5
memorable,abin tunawa,NA,abin tunawa,joy,0.5
encourage,ƙarfafa,NA,ƙarfafa,joy,0.5
veracity,gaskiya,NA,gaskiya,joy,0.5
gem,dutse mai daraja,NA,dutse mai daraja,joy,0.5
baby,jariri,NA,jariri,joy,0.5
dignity,mutunci,NA,mutunci,joy,0.5
welcoming,maraba,NA,maraba,joy,0.5
excel,yayi kyau,ya yi kyau,ya yi kyau,joy,0.5
healthy,lafiya,NA,lafiya,joy,0.5
beach,bakin teku,NA,bakin teku,joy,0.5
charitable,sadaka,NA,sadaka,joy,0.5
inviting,gayyata,NA,gayyata,joy,0.5
erotic,na batsa,NA,na batsa,joy,0.5
bloom,fure,NA,fure,joy,0.5
christ,Kristi,NA,Kristi,joy,0.5
accomplish,cika,NA,cika,joy,0.5
carefree,rashin kulawa,NA,rashin kulawa,joy,0.5
friends,abokai,NA,abokai,joy,0.5
purr,purr,sautin bayyana gamsuwa,sautin bayyana gamsuwa,joy,0.5
surreal,mika wuya,miƙa wuya,miƙa wuya,joy,0.5
health,lafiya,NA,lafiya,joy,0.493
oasis,oasis,zango,zango,joy,0.486
approved,yarda,NA,yarda,joy,0.486
liberty,'yanci,NA,'yanci,joy,0.486
yehey,yi,NA,yi,joy,0.486
prestige,daraja,NA,daraja,joy,0.485
aspiration,buri,NA,buri,joy,0.485
inseparable,wanda baya rabuwa,wanda ba ya rabuwa,wanda ba ya rabuwa,joy,0.485
crescendo,crescendo,ƙaruwa,ƙaruwa,joy,0.485
betrothed,alkawari,alƙawari,alƙawari,joy,0.485
crowning,kambi,NA,kambi,joy,0.485
loyal,m,mai biyayya,mai biyayya,joy,0.485
bounty,falala,NA,falala,joy,0.485
privileged,gata,NA,gata,joy,0.485
liberate,'yantarwa,NA,'yantarwa,joy,0.485
rapture,fyaucewa,NA,fyaucewa,joy,0.485
gentle,m,kirki,kirki,joy,0.485
engaging,shiga,NA,shiga,joy,0.485
nocomplaints,korafi,ƙorafi,ƙorafi,joy,0.485
selfworth,son kai,NA,son kai,joy,0.484
desire,sha'awa,NA,sha'awa,joy,0.484
luck,sa'a,NA,sa'a,joy,0.484
aloha,lafiya,NA,lafiya,joy,0.484
trophy,ganima,NA,ganima,joy,0.484
chocolate,cakulan,NA,cakulan,joy,0.484
transcendence,wuce gona da iri,NA,wuce gona da iri,joy,0.484
yummy,m,ɗanɗano mai daɗi,ɗanɗano mai daɗi,joy,0.484
datenight,datenight,fitar ma'aurata,fitar ma'aurata,joy,0.484
fete,kafa,yi biki,yi biki,joy,0.484
creativity,kerawa,ƙerawa,ƙerawa,joy,0.484
heyday,rana,NA,rana,joy,0.484
bouquet,bouquet,fure,fure,joy,0.484
dream,mafarki,NA,mafarki,joy,0.484
destiny,kaddara,ƙaddara,ƙaddara,joy,0.484
boyfriend,saurayi,NA,saurayi,joy,0.48
